word	root	singular	plural	source
سبحا	سبح	سبحا		quran-word-index-fallback
سبحان	سبح	سبحان		quran-word-index-fallback
سبحانك	سبح	سبحانك		quran-word-index-fallback
سبحانه	سبح	سبحانه		quran-word-index-fallback
سبحوا	سبح	سبحوا		quran-word-index-fallback
سبع	سبع	سبع		quran-word-index-fallback
سبعا	سبع	سبعا		quran-word-index-fallback
سبعة	سبع	سبعة		quran-word-index-fallback
سبعون	سبع	سبعون		quran-word-index-fallback
سبعين	سبع	سبعين		quran-word-index-fallback
سبق	سبق	سبق		quran-word-index-fallback
سبقا	سبق	سبقا		quran-word-index-fallback
سبقت	سبق	سبقت		quran-word-index-fallback
سبقكم	سبق	سبقكم		quran-word-index-fallback
سبقوا	سبق	سبقوا		quran-word-index-fallback
سبقونا	سبق	سبقونا		quran-word-index-fallback
سبل	سبل	سبل		quran-word-index-fallback
سبلا	سبل	سبلا		quran-word-index-fallback
سبلنا	سبل	سبلنا		quran-word-index-fallback
سبيل	سبل	سبيل		quran-word-index-fallback
سبيلا	سبل	سبيلا		quran-word-index-fallback
سبيلك	سبل	سبيلك		quran-word-index-fallback
سبيلنا	سبل	سبيلنا		quran-word-index-fallback
سبيله	سبل	سبيله		quran-word-index-fallback
سبيلهم	سبل	سبيلهم		quran-word-index-fallback
ستة	ستت	ستة		quran-word-index-fallback
ستجدنا	وجد	ستجدنا		quran-word-index-fallback
ستجدون	وجد	ستجدون		quran-word-index-fallback
ستدعون	دعو	ستدعون		quran-word-index-fallback
ستذكرونهن	ذكر	ستذكرونهن		quran-word-index-fallback
سترا	ستر	سترا		quran-word-index-fallback
ستغلبون	غلب	ستغلبون		quran-word-index-fallback
ستكتب	كتب	ستكتب		quran-word-index-fallback
ستين	ستت	ستين		quran-word-index-fallback
سجا	سجو	سجا		quran-word-index-fallback
سجدا	سجد	سجدا		quran-word-index-fallback
سجدوا	سجد	سجدوا		quran-word-index-fallback
سجرت	سجر	سجرت		quran-word-index-fallback
سجيل	سجل	سجيل		quran-word-index-fallback
سجين	سجن	سجين		quran-word-index-fallback
سحاب	سحب	سحاب		quran-word-index-fallback
سحابا	سحب	سحابا		quran-word-index-fallback
سحار	سحر	سحار		quran-word-index-fallback
سحر	سحر	سحر		quran-word-index-fallback
سحران	سحر	سحران		quran-word-index-fallback
سحرهم	سحر	سحرهم		quran-word-index-fallback
سحروا	سحر	سحروا		quran-word-index-fallback
سحيق	سحق	سحيق		quran-word-index-fallback
سخر	سخر	سخر		quran-word-index-fallback
سخرنا	سخر	سخرنا		quran-word-index-fallback
سخرناها	سخر	سخرناها		quran-word-index-fallback
سخرها	سخر	سخرها		quran-word-index-fallback
سخروا	سخر	سخروا		quran-word-index-fallback
سخريا	سخر	سخريا		quran-word-index-fallback
سخط	سخط	سخط		quran-word-index-fallback
سدا	سدد	سدا		quran-word-index-fallback
سدا	سدي	سدا		quran-word-index-fallback
سدر	سدر	سدر		quran-word-index-fallback
سدرة	سدر	سدرة		quran-word-index-fallback
سديدا	سدد	سديدا		quran-word-index-fallback
سرا	سرر	سرا		quran-word-index-fallback
سرابا	سرب	سرابا		quran-word-index-fallback
سرابيل	سربل	سرابيل		quran-word-index-fallback
سرابيلهم	سربل	سرابيلهم		quran-word-index-fallback
سراجا	سرج	سراجا		quran-word-index-fallback
سراحا	سرح	سراحا		quran-word-index-fallback
سرادقها	سردق	سرادقها		quran-word-index-fallback
سراعا	سرع	سراعا		quran-word-index-fallback
سربا	سرب	سربا		quran-word-index-fallback
سرحوهن	سرح	سرحوهن		quran-word-index-fallback
سرر	سرر	سرر		quran-word-index-fallback
سرق	سرق	سرق		quran-word-index-fallback
سركم	سرر	سركم		quran-word-index-fallback
سرمدا	سرمد	سرمدا		quran-word-index-fallback
سرهم	سرر	سرهم		quran-word-index-fallback
سريا	سري	سريا		quran-word-index-fallback
سريع	سرع	سريع		quran-word-index-fallback
سطحت	سطح	سطحت		quran-word-index-fallback
سعا	سعي	سعا		quran-word-index-fallback
سعة	وسع	سعة		quran-word-index-fallback
سعته	وسع	سعته		quran-word-index-fallback
سعدوا	سعد	سعدوا		quran-word-index-fallback
سعرت	سعر	سعرت		quran-word-index-fallback
سعو	سعي	سعو		quran-word-index-fallback
سعوا	سعي	سعوا		quran-word-index-fallback
سعيا	سعي	سعيا		quran-word-index-fallback
سعيرا	سعر	سعيرا		quran-word-index-fallback
سعيكم	سعي	سعيكم		quran-word-index-fallback
سعيه	سعي	سعيه		quran-word-index-fallback
سعيها	سعي	سعيها		quran-word-index-fallback
سعيهم	سعي	سعيهم		quran-word-index-fallback
سفاهة	سفه	سفاهة		quran-word-index-fallback
سفر	سفر	سفر		quran-word-index-fallback
سفرة	سفر	سفرة		quran-word-index-fallback
سفرنا	سفر	سفرنا		quran-word-index-fallback
سفه	سفه	سفه		quran-word-index-fallback
سفها	سفه	سفها		quran-word-index-fallback
سفينة	سفن	سفينة		quran-word-index-fallback
سفيها	سفه	سفيها		quran-word-index-fallback
سفيهنا	سفه	سفيهنا		quran-word-index-fallback
سقاية	سقي	سقاية		quran-word-index-fallback
سقط	سقط	سقط		quran-word-index-fallback
سقطوا	سقط	سقطوا		quran-word-index-fallback
سقفا	سقف	سقفا		quran-word-index-fallback
سقناه	سوق	سقناه		quran-word-index-fallback
سقيت	سقي	سقيت		quran-word-index-fallback
سقيم	سقم	سقيم		quran-word-index-fallback
سكارا	سكر	سكارا		quran-word-index-fallback
سكت	سكت	سكت		quran-word-index-fallback
سكرا	سكر	سكرا		quran-word-index-fallback
سكرة	سكر	سكرة		quran-word-index-fallback
سكرت	سكر	سكرت		quran-word-index-fallback
سكرتهم	سكر	سكرتهم		quran-word-index-fallback
سكن	سكن	سكن		quran-word-index-fallback
سكنا	سكن	سكنا		quran-word-index-fallback
سكنتم	سكن	سكنتم		quran-word-index-fallback
سكينا	سكن	سكينا		quran-word-index-fallback
سكينة	سكن	سكينة		quran-word-index-fallback
سكينته	سكن	سكينته		quran-word-index-fallback
سل	سءل	سل		quran-word-index-fallback
سلاسلا	سلسل	سلاسلا		quran-word-index-fallback
سلالة	سلل	سلالة		quran-word-index-fallback
سلام	سلم	سلام		quran-word-index-fallback
سلاما	سلم	سلاما		quran-word-index-fallback
سلسلة	سلسل	سلسلة		quran-word-index-fallback
سلطان	سلط	سلطان		quran-word-index-fallback
سلطانا	سلط	سلطانا		quran-word-index-fallback
سلطانه	سلط	سلطانه		quran-word-index-fallback
سلطانيه	سلط	سلطانيه		quran-word-index-fallback
سلف	سلف	سلف		quran-word-index-fallback
سلفا	سلف	سلفا		quran-word-index-fallback
سلقوكم	سلق	سلقوكم		quran-word-index-fallback
سلككم	سلك	سلككم		quran-word-index-fallback
سلكناه	سلك	سلكناه		quran-word-index-fallback
سلم	سلم	سلم		quran-word-index-fallback
سلما	سلم	سلما		quran-word-index-fallback
سلمتم	سلم	سلمتم		quran-word-index-fallback
سلهم	سءل	سلهم		quran-word-index-fallback
سليم	سلم	سليم		quran-word-index-fallback
سم	سمم	سم		quran-word-index-fallback
سماء	سمو	سماء		quran-word-index-fallback
سماعون	سمع	سماعون		quran-word-index-fallback
سماكم	سمو	سماكم		quran-word-index-fallback
سمان	سمن	سمان		quran-word-index-fallback
سماوات	سمو	سماوات		quran-word-index-fallback
سمع	سمع	سمع		quran-word-index-fallback
سمعا	سمع	سمعا		quran-word-index-fallback
سمعت	سمع	سمعت		quran-word-index-fallback
سمعتم	سمع	سمعتم		quran-word-index-fallback
سمعتموه	سمع	سمعتموه		quran-word-index-fallback
سمعكم	سمع	سمعكم		quran-word-index-fallback
سمعنا	سمع	سمعنا		quran-word-index-fallback
سمعه	سمع	سمعه		quran-word-index-fallback
سمعهم	سمع	سمعهم		quran-word-index-fallback
سمعوا	سمع	سمعوا		quran-word-index-fallback
سمكها	سمك	سمكها		quran-word-index-fallback
سموم	سمم	سموم		quran-word-index-fallback
سموهم	سمو	سموهم		quran-word-index-fallback
سميا	سمو	سميا		quran-word-index-fallback
سميتموها	سمو	سميتموها		quran-word-index-fallback
سميتها	سمو	سميتها		quran-word-index-fallback
سميع	سمع	سميع		quran-word-index-fallback
سميعا	سمع	سميعا		quran-word-index-fallback
سمين	سمن	سمين		quran-word-index-fallback
سنءتيهم	ءتي	سنءتيهم		quran-word-index-fallback
سنا	سنو	سنا		quran-word-index-fallback
سنابل	سنبل	سنابل		quran-word-index-fallback
سنبلات	سنبل	سنبلات		quran-word-index-fallback
سنبلة	سنبل	سنبلة		quran-word-index-fallback
سنبله	سنبل	سنبله		quran-word-index-fallback
سنة	سنو	سنة		quran-word-index-fallback
سنة	وسن	سنة		quran-word-index-fallback
سنة	سنن	سنة		quran-word-index-fallback
سنت	سنن	سنت		quran-word-index-fallback
سنجزا	جزي	سنجزا		quran-word-index-fallback
سندخلهم	دخل	سندخلهم		quran-word-index-fallback
سندع	دعو	سندع		quran-word-index-fallback
سنراود	رود	سنراود		quran-word-index-fallback
سنريهم	رءي	سنريهم		quran-word-index-fallback
سنزيد	زيد	سنزيد		quran-word-index-fallback
سنستدرجهم	درج	سنستدرجهم		quran-word-index-fallback
سنسمه	وسم	سنسمه		quran-word-index-fallback
سنشد	شدد	سنشد		quran-word-index-fallback
سنطيعكم	طوع	سنطيعكم		quran-word-index-fallback
سنعذبهم	عذب	سنعذبهم		quran-word-index-fallback
سنعيدها	عود	سنعيدها		quran-word-index-fallback
سنفرغ	فرغ	سنفرغ		quran-word-index-fallback
سنقتل	قتل	سنقتل		quran-word-index-fallback
سنقرءك	قرء	سنقرءك		quran-word-index-fallback
سنكتب	كتب	سنكتب		quran-word-index-fallback
سنلقا	لقي	سنلقا		quran-word-index-fallback
سنمتعهم	متع	سنمتعهم		quran-word-index-fallback
سنن	سنن	سنن		quran-word-index-fallback
سننظر	نظر	سننظر		quran-word-index-fallback
سنين	سنو	سنين		quran-word-index-fallback
سهولها	سهل	سهولها		quran-word-index-fallback
سوء	سوء	سوء		quran-word-index-fallback
سوءا	سوء	سوءا		quran-word-index-fallback
سوءاتكم	سوء	سوءاتكم		quran-word-index-fallback
سوءاتهما	سوء	سوءاتهما		quran-word-index-fallback
سوءة	سوء	سوءة		quran-word-index-fallback
سوا	سوي	سوا		quran-word-index-fallback
سواء	سوي	سواء		quran-word-index-fallback
سواعا	سوع	سواعا		quran-word-index-fallback
سواك	سوي	سواك		quran-word-index-fallback
سواه	سوي	سواه		quran-word-index-fallback
سواها	سوي	سواها		quran-word-index-fallback
سود	سود	سود		quran-word-index-fallback
سور	سور	سور		quran-word-index-fallback
سورة	سور	سورة		quran-word-index-fallback
سوط	سوط	سوط		quran-word-index-fallback
سوقه	سوق	سوقه		quran-word-index-fallback
سول	سول	سول		quran-word-index-fallback
سولت	سول	سولت		quran-word-index-fallback
سويا	سوي	سويا		quran-word-index-fallback
سويته	سوي	سويته		quran-word-index-fallback
سيءا	سوء	سيءا		quran-word-index-fallback
سيءة	سوء	سيءة		quran-word-index-fallback
سيءتينا	ءتي	سيءتينا		quran-word-index-fallback
سيءه	سوء	سيءه		quran-word-index-fallback
سيات	سوء	سيات		quran-word-index-fallback
سياتكم	سوء	سياتكم		quran-word-index-fallback
سياتنا	سوء	سياتنا		quran-word-index-fallback
سياته	سوء	سياته		quran-word-index-fallback
سياتهم	سوء	سياتهم		quran-word-index-fallback
سيارة	سير	سيارة		quran-word-index-fallback
سيبطله	بطل	سيبطله		quran-word-index-fallback
سيت	سوء	سيت		quran-word-index-fallback
سيجزون	جزي	سيجزون		quran-word-index-fallback
سيجزيهم	جزي	سيجزيهم		quran-word-index-fallback
سيجعل	جعل	سيجعل		quran-word-index-fallback
سيحلفون	حلف	سيحلفون		quran-word-index-fallback
سيدخلهم	دخل	سيدخلهم		quran-word-index-fallback
سيدخلون	دخل	سيدخلون		quran-word-index-fallback
سيدها	سود	سيدها		quran-word-index-fallback
سيذكر	ذكر	سيذكر		quran-word-index-fallback
سيرا	سير	سيرا		quran-word-index-fallback
سيرت	سير	سيرت		quran-word-index-fallback
سيرتها	سير	سيرتها		quran-word-index-fallback
سيرحمهم	رحم	سيرحمهم		quran-word-index-fallback
سيروا	سير	سيروا		quran-word-index-fallback
سيريكم	رءي	سيريكم		quran-word-index-fallback
سيصلا	صلي	سيصلا		quran-word-index-fallback
سيصيب	صوب	سيصيب		quran-word-index-fallback
سيصيبهم	صوب	سيصيبهم		quran-word-index-fallback
سيطوقون	طوق	سيطوقون		quran-word-index-fallback
سيعلمون	علم	سيعلمون		quran-word-index-fallback
سيغفر	غفر	سيغفر		quran-word-index-fallback
سيغلبون	غلب	سيغلبون		quran-word-index-fallback
سيقول	قول	سيقول		quran-word-index-fallback
سيقولون	قول	سيقولون		quran-word-index-fallback
سيكفرون	كفر	سيكفرون		quran-word-index-fallback
سيكون	كون	سيكون		quran-word-index-fallback
سيل	سيل	سيل		quran-word-index-fallback
سيماهم	سوم	سيماهم		quran-word-index-fallback
سينالهم	نيل	سينالهم		quran-word-index-fallback
سيهدين	هدي	سيهدين		quran-word-index-fallback
سيهديهم	هدي	سيهديهم		quran-word-index-fallback
سيهزم	هزم	سيهزم		quran-word-index-fallback
شءت	شيء	شءت		quran-word-index-fallback
شءتم	شيء	شءتم		quran-word-index-fallback
شءتما	شيء	شءتما		quran-word-index-fallback
شءنا	شيء	شءنا		quran-word-index-fallback
شاء	شيء	شاء		quran-word-index-fallback
شاخصة	شخص	شاخصة		quran-word-index-fallback
شاطء	شطء	شاطء		quran-word-index-fallback
شاعر	شعر	شاعر		quran-word-index-fallback
شافعين	شفع	شافعين		quran-word-index-fallback
شاقوا	شقق	شاقوا		quran-word-index-fallback
شاكر	شكر	شاكر		quran-word-index-fallback
شاكرا	شكر	شاكرا		quran-word-index-fallback
شاكرون	شكر	شاكرون		quran-word-index-fallback
شاكرين	شكر	شاكرين		quran-word-index-fallback
شاكلته	شكل	شاكلته		quran-word-index-fallback
شامخات	شمخ	شامخات		quran-word-index-fallback
شان	شءن	شان		quran-word-index-fallback
شانءك	شنء	شانءك		quran-word-index-fallback
شانهم	شءن	شانهم		quran-word-index-fallback
شاهد	شهد	شاهد		quran-word-index-fallback
شاهدا	شهد	شاهدا		quran-word-index-fallback
شاهدون	شهد	شاهدون		quran-word-index-fallback
شاهدين	شهد	شاهدين		quran-word-index-fallback
شبه	شبه	شبه		quran-word-index-fallback
شتا	شتت	شتا		quran-word-index-fallback
شجر	شجر	شجر		quran-word-index-fallback
شجرة	شجر	شجرة		quran-word-index-fallback
شجرت	شجر	شجرت		quran-word-index-fallback
شجرتها	شجر	شجرتها		quran-word-index-fallback
شجرها	شجر	شجرها		quran-word-index-fallback
شح	شحح	شح		quran-word-index-fallback
شحومهما	شحم	شحومهما		quran-word-index-fallback
شداد	شدد	شداد		quran-word-index-fallback
شدادا	شدد	شدادا		quran-word-index-fallback
شديد	شدد	شديد		quran-word-index-fallback
شديدا	شدد	شديدا		quran-word-index-fallback
شر	شرر	شر		quran-word-index-fallback
شرا	شرر	شرا		quran-word-index-fallback
شراب	شرب	شراب		quran-word-index-fallback
شرابا	شرب	شرابا		quran-word-index-fallback
شرابه	شرب	شرابه		quran-word-index-fallback
شرب	شرب	شرب		quran-word-index-fallback
شرح	شرح	شرح		quran-word-index-fallback
شرع	شرع	شرع		quran-word-index-fallback
شرعا	شرع	شرعا		quran-word-index-fallback
شرعة	شرع	شرعة		quran-word-index-fallback
شرعوا	شرع	شرعوا		quran-word-index-fallback
شرقيا	شرق	شرقيا		quran-word-index-fallback
شرقية	شرق	شرقية		quran-word-index-fallback
شرك	شرك	شرك		quran-word-index-fallback
شركاء	شرك	شركاء		quran-word-index-fallback
شركاءا	شرك	شركاءا		quran-word-index-fallback
شركاءكم	شرك	شركاءكم		quran-word-index-fallback
شركاءنا	شرك	شركاءنا		quran-word-index-fallback
شركاءهم	شرك	شركاءهم		quran-word-index-fallback
شره	شرر	شره		quran-word-index-fallback
شروا	شري	شروا		quran-word-index-fallback
شريعة	شرع	شريعة		quran-word-index-fallback
شريك	شرك	شريك		quran-word-index-fallback
شطر	شطر	شطر		quran-word-index-fallback
شطره	شطر	شطره		quran-word-index-fallback
شططا	شطط	شططا		quran-word-index-fallback
شطه	شطء	شطه		quran-word-index-fallback
شعاءر	شعر	شعاءر		quran-word-index-fallback
شعب	شعب	شعب		quran-word-index-fallback
شعوبا	شعب	شعوبا		quran-word-index-fallback
شغفها	شغف	شغفها		quran-word-index-fallback
شغل	شغل	شغل		quran-word-index-fallback
شغلتنا	شغل	شغلتنا		quran-word-index-fallback
شفا	شفو	شفا		quran-word-index-fallback
شفاء	شفي	شفاء		quran-word-index-fallback
شفاعة	شفع	شفاعة		quran-word-index-fallback
شفاعتهم	شفع	شفاعتهم		quran-word-index-fallback
شفعاء	شفع	شفعاء		quran-word-index-fallback
شفعاءا	شفع	شفعاءا		quran-word-index-fallback
شفعاءكم	شفع	شفعاءكم		quran-word-index-fallback
شفعاءنا	شفع	شفعاءنا		quran-word-index-fallback
شفيع	شفع	شفيع		quran-word-index-fallback
شقا	شقو	شقا		quran-word-index-fallback
شقا	شقق	شقا		quran-word-index-fallback
شقاق	شقق	شقاق		quran-word-index-fallback
شقاقا	شقق	شقاقا		quran-word-index-fallback
شققنا	شقق	شققنا		quran-word-index-fallback
شقوا	شقو	شقوا		quran-word-index-fallback
شقوتنا	شقو	شقوتنا		quran-word-index-fallback
شقيا	شقو	شقيا		quran-word-index-fallback
شك	شكك	شك		quran-word-index-fallback
شكر	شكر	شكر		quran-word-index-fallback
شكرا	شكر	شكرا		quran-word-index-fallback
شكرتم	شكر	شكرتم		quran-word-index-fallback
شكله	شكل	شكله		quran-word-index-fallback
شكور	شكر	شكور		quran-word-index-fallback
شكورا	شكر	شكورا		quran-word-index-fallback
شماءلهم	شمل	شماءلهم		quran-word-index-fallback
شمسا	شمس	شمسا		quran-word-index-fallback
شنان	شنء	شنان		quran-word-index-fallback
شهاب	شهب	شهاب		quran-word-index-fallback
شهابا	شهب	شهابا		quran-word-index-fallback
شهادات	شهد	شهادات		quran-word-index-fallback
شهادة	شهد	شهادة		quran-word-index-fallback
شهادتهم	شهد	شهادتهم		quran-word-index-fallback
شهادتهما	شهد	شهادتهما		quran-word-index-fallback
شهد	شهد	شهد		quran-word-index-fallback
شهداء	شهد	شهداء		quran-word-index-fallback
شهداءكم	شهد	شهداءكم		quran-word-index-fallback
شهدتم	شهد	شهدتم		quran-word-index-fallback
شهدنا	شهد	شهدنا		quran-word-index-fallback
شهدوا	شهد	شهدوا		quran-word-index-fallback
شهر	شهر	شهر		quran-word-index-fallback
شهرا	شهر	شهرا		quran-word-index-fallback
شهرين	شهر	شهرين		quran-word-index-fallback
شهوة	شهو	شهوة		quran-word-index-fallback
شهود	شهد	شهود		quran-word-index-fallback
شهودا	شهد	شهودا		quran-word-index-fallback
شهيد	شهد	شهيد		quran-word-index-fallback
شهيدا	شهد	شهيدا		quran-word-index-fallback
شهيدين	شهد	شهيدين		quran-word-index-fallback
شهيقا	شهق	شهيقا		quran-word-index-fallback
شواظ	شوظ	شواظ		quran-word-index-fallback
شورا	شور	شورا		quran-word-index-fallback
شيا	شيء	شيا		quran-word-index-fallback
شياطين	شطن	شياطين		quran-word-index-fallback
شياطينهم	شطن	شياطينهم		quran-word-index-fallback
شيبا	شيب	شيبا		quran-word-index-fallback
شية	وشي	شية		quran-word-index-fallback
شيخ	شيخ	شيخ		quran-word-index-fallback
شيخا	شيخ	شيخا		quran-word-index-fallback
شيطان	شطن	شيطان		quran-word-index-fallback
شيطانا	شطن	شيطانا		quran-word-index-fallback
شيع	شيع	شيع		quran-word-index-fallback
شيعا	شيع	شيعا		quran-word-index-fallback
شيعة	شيع	شيعة		quran-word-index-fallback
شيعته	شيع	شيعته		quran-word-index-fallback
شيوخا	شيخ	شيوخا		quran-word-index-fallback
صابرا	صبر	صابرا		quran-word-index-fallback
صابرة	صبر	صابرة		quran-word-index-fallback
صابرون	صبر	صابرون		quran-word-index-fallback
صاحبة	صحب	صاحبة		quran-word-index-fallback
صاحبكم	صحب	صاحبكم		quran-word-index-fallback
صاحبه	صحب	صاحبه		quran-word-index-fallback
صاحبهم	صحب	صاحبهم		quran-word-index-fallback
صادق	صدق	صادق		quran-word-index-fallback
صادقا	صدق	صادقا		quran-word-index-fallback
صادقين	صدق	صادقين		quran-word-index-fallback
صارمين	صرم	صارمين		quran-word-index-fallback
صاعقة	صعق	صاعقة		quran-word-index-fallback
صاغرون	صغر	صاغرون		quran-word-index-fallback
صاغرين	صغر	صاغرين		quran-word-index-fallback
صافات	صفف	صافات		quran-word-index-fallback
صال	صلي	صال		quran-word-index-fallback
صالح	صلح	صالح		quran-word-index-fallback
صالحا	صلح	صالحا		quran-word-index-fallback
صالحين	صلح	صالحين		quran-word-index-fallback
صالوا	صلي	صالوا		quran-word-index-fallback
صامتون	صمت	صامتون		quran-word-index-fallback
صبا	صبب	صبا		quran-word-index-fallback
صباح	صبح	صباح		quran-word-index-fallback
صبار	صبر	صبار		quran-word-index-fallback
صببنا	صبب	صببنا		quran-word-index-fallback
صبحا	صبح	صبحا		quran-word-index-fallback
صبحهم	صبح	صبحهم		quran-word-index-fallback
صبر	صبر	صبر		quran-word-index-fallback
صبرا	صبر	صبرا		quran-word-index-fallback
صبرتم	صبر	صبرتم		quran-word-index-fallback
صبرك	صبر	صبرك		quran-word-index-fallback
صبرنا	صبر	صبرنا		quran-word-index-fallback
صبروا	صبر	صبروا		quran-word-index-fallback
صبغة	صبغ	صبغة		quran-word-index-fallback
صبوا	صبب	صبوا		quran-word-index-fallback
صبيا	صبو	صبيا		quran-word-index-fallback
صحف	صحف	صحف		quran-word-index-fallback
صحفا	صحف	صحفا		quran-word-index-fallback
صخرة	صخر	صخرة		quran-word-index-fallback
صد	صدد	صد		quran-word-index-fallback
صددتم	صدد	صددتم		quran-word-index-fallback
صددناكم	صدد	صددناكم		quran-word-index-fallback
صدرا	صدر	صدرا		quran-word-index-fallback
صدرك	صدر	صدرك		quran-word-index-fallback
صدره	صدر	صدره		quran-word-index-fallback
صدق	صدق	صدق		quran-word-index-fallback
صدقا	صدق	صدقا		quran-word-index-fallback
صدقات	صدق	صدقات		quran-word-index-fallback
صدقاتكم	صدق	صدقاتكم		quran-word-index-fallback
صدقاتهن	صدق	صدقاتهن		quran-word-index-fallback
صدقة	صدق	صدقة		quran-word-index-fallback
صدقت	صدق	صدقت		quran-word-index-fallback
صدقتنا	صدق	صدقتنا		quran-word-index-fallback
صدقكم	صدق	صدقكم		quran-word-index-fallback
صدقنا	صدق	صدقنا		quran-word-index-fallback
صدقناهم	صدق	صدقناهم		quran-word-index-fallback
صدقهم	صدق	صدقهم		quran-word-index-fallback
صدقوا	صدق	صدقوا		quran-word-index-fallback
صدودا	صدد	صدودا		quran-word-index-fallback
صدور	صدر	صدور		quran-word-index-fallback
صدوركم	صدر	صدوركم		quran-word-index-fallback
صدورهم	صدر	صدورهم		quran-word-index-fallback
صدوكم	صدد	صدوكم		quran-word-index-fallback
صديد	صدد	صديد		quran-word-index-fallback
صديق	صدق	صديق		quran-word-index-fallback
صديقا	صدق	صديقا		quran-word-index-fallback
صديقة	صدق	صديقة		quran-word-index-fallback
صديقكم	صدق	صديقكم		quran-word-index-fallback
صر	صرر	صر		quran-word-index-fallback
صراط	صرط	صراط		quran-word-index-fallback
صراطا	صرط	صراطا		quran-word-index-fallback
صراطك	صرط	صراطك		quran-word-index-fallback
صرة	صرر	صرة		quran-word-index-fallback
صرح	صرح	صرح		quran-word-index-fallback
صرحا	صرح	صرحا		quran-word-index-fallback
صرصر	صرصر	صرصر		quran-word-index-fallback
صرصرا	صرصر	صرصرا		quran-word-index-fallback
صرعا	صرع	صرعا		quran-word-index-fallback
صرف	صرف	صرف		quran-word-index-fallback
صرفا	صرف	صرفا		quran-word-index-fallback
صرفت	صرف	صرفت		quran-word-index-fallback
صرفكم	صرف	صرفكم		quran-word-index-fallback
صرفنا	صرف	صرفنا		quran-word-index-fallback
صرفناه	صرف	صرفناه		quran-word-index-fallback
صريخ	صرخ	صريخ		quran-word-index-fallback
صعدا	صعد	صعدا		quran-word-index-fallback
صعقا	صعق	صعقا		quran-word-index-fallback
صعودا	صعد	صعودا		quran-word-index-fallback
صعيدا	صعد	صعيدا		quran-word-index-fallback
صغار	صغر	صغار		quran-word-index-fallback
صغت	صغو	صغت		quran-word-index-fallback
صغير	صغر	صغير		quran-word-index-fallback
صغيرا	صغر	صغيرا		quran-word-index-fallback
صغيرة	صغر	صغيرة		quran-word-index-fallback
صفا	صفف	صفا		quran-word-index-fallback
صفحا	صفح	صفحا		quran-word-index-fallback
صفر	صفر	صفر		quran-word-index-fallback
صفراء	صفر	صفراء		quran-word-index-fallback
صفصفا	صفصف	صفصفا		quran-word-index-fallback
صفوان	صفو	صفوان		quran-word-index-fallback
صلا	صلو	صلا		quran-word-index-fallback
صلاتا	صلو	صلاتا		quran-word-index-fallback
صلاته	صلو	صلاته		quran-word-index-fallback
صلاتهم	صلو	صلاتهم		quran-word-index-fallback
صلبوه	صلب	صلبوه		quran-word-index-fallback
صلح	صلح	صلح		quran-word-index-fallback
صلحا	صلح	صلحا		quran-word-index-fallback
صلدا	صلد	صلدا		quran-word-index-fallback
صلصال	صلصل	صلصال		quran-word-index-fallback
صلوا	صلو	صلوا		quran-word-index-fallback
صلواة	صلو	صلواة		quran-word-index-fallback
صلوات	صلو	صلوات		quran-word-index-fallback
صلواتك	صلو	صلواتك		quran-word-index-fallback
صلواتهم	صلو	صلواتهم		quran-word-index-fallback
صلوه	صلي	صلوه		quran-word-index-fallback
صليا	صلي	صليا		quran-word-index-fallback
صم	صمم	صم		quran-word-index-fallback
صما	صمم	صما		quran-word-index-fallback
صنع	صنع	صنع		quran-word-index-fallback
صنعا	صنع	صنعا		quran-word-index-fallback
صنعة	صنع	صنعة		quran-word-index-fallback
صنعوا	صنع	صنعوا		quran-word-index-fallback
صنوان	صنو	صنوان		quran-word-index-fallback
صوابا	صوب	صوابا		quran-word-index-fallback
صواع	صوع	صواع		quran-word-index-fallback
صواف	صفف	صواف		quran-word-index-fallback
صوامع	صمع	صوامع		quran-word-index-fallback
صوت	صوت	صوت		quran-word-index-fallback
صوتك	صوت	صوتك		quran-word-index-fallback
صورة	صور	صورة		quran-word-index-fallback
صوركم	صور	صوركم		quran-word-index-fallback
صورناكم	صور	صورناكم		quran-word-index-fallback
صوما	صوم	صوما		quran-word-index-fallback
صياصيهم	صيص	صياصيهم		quran-word-index-fallback
صيام	صوم	صيام		quran-word-index-fallback
صياما	صوم	صياما		quran-word-index-fallback
صيحة	صيح	صيحة		quran-word-index-fallback
صيد	صيد	صيد		quran-word-index-fallback
ضاحكا	ضحك	ضاحكا		quran-word-index-fallback
ضاحكة	ضحك	ضاحكة		quran-word-index-fallback
ضاقت	ضيق	ضاقت		quran-word-index-fallback
ضالا	ضلل	ضالا		quran-word-index-fallback
ضالين	ضلل	ضالين		quran-word-index-fallback
ضامر	ضمر	ضامر		quran-word-index-fallback
ضبحا	ضبح	ضبحا		quran-word-index-fallback
ضحا	ضحو	ضحا		quran-word-index-fallback
ضحاها	ضحو	ضحاها		quran-word-index-fallback
ضدا	ضدد	ضدا		quran-word-index-fallback
ضر	ضرر	ضر		quran-word-index-fallback
ضرا	ضرر	ضرا		quran-word-index-fallback
ضراء	ضرر	ضراء		quran-word-index-fallback
ضرارا	ضرر	ضرارا		quran-word-index-fallback
ضرب	ضرب	ضرب		quran-word-index-fallback
ضربا	ضرب	ضربا		quran-word-index-fallback
ضربت	ضرب	ضربت		quran-word-index-fallback
ضربتم	ضرب	ضربتم		quran-word-index-fallback
ضربنا	ضرب	ضربنا		quran-word-index-fallback
