word	root	plural_1	plural_2	plural_3	source
شامي	شام				qalsadi-nouns
شان	شان	شءون			qalsadi-nouns
شاهب	شهب				qalsadi-nouns
شاهد	شهد	شهود	اشهاد	شهد	qalsadi-nouns
شاهدة	شهد	شواهد			qalsadi-nouns
شاهر	شهر				qalsadi-nouns
شاهق	شهق	شواهق			qalsadi-nouns
شاهية	شهو				qalsadi-nouns
شاو	شاو				qalsadi-nouns
شب	شبب	شباب	شبان		qalsadi-nouns
شباب	شبب				qalsadi-nouns
شباك	شبك	شبابيك			qalsadi-nouns
شبام	شبم				qalsadi-nouns
شبح	شبح	اشباح			qalsadi-nouns
شبر	شبر	اشبار			qalsadi-nouns
شبع	شبع				qalsadi-nouns
شبعان	شبع	شباع			qalsadi-nouns
شبق	شبق				qalsadi-nouns
شبكة	شبك	شباك			qalsadi-nouns
شبكة	شبك				qalsadi-nouns
شبكية	شبك				qalsadi-nouns
شبم	شبم				qalsadi-nouns
شبه	شبه	اشباه			qalsadi-nouns
شبهة	شبه	شبه			qalsadi-nouns
شبيبة	شبب				qalsadi-nouns
شبيكة	شبك	شباءك			qalsadi-nouns
شبيه	شبه	شباه	اشباه		qalsadi-nouns
شت	شتت	اشتات			qalsadi-nouns
شتاء	شتو	اشتية			qalsadi-nouns
شتات	شتت				qalsadi-nouns
شتم	شتم				qalsadi-nouns
شتوي	شتو				qalsadi-nouns
شتيت	شتت	شتا			qalsadi-nouns
شتيمة	شتم	شتاءم			qalsadi-nouns
شجا	شجو				qalsadi-nouns
شجاب	شجب	شجب			qalsadi-nouns
شجار	شجر				qalsadi-nouns
شجاع	شجع	شجعانجشجعاء	وشجاعج		qalsadi-nouns
شجاعة	شجع				qalsadi-nouns
شجب	شجب	شجوب			qalsadi-nouns
شجة	شجج				qalsadi-nouns
شجر	شجر				qalsadi-nouns
شجع	شجع				qalsadi-nouns
شجن	شجن	شجون	اشجان		qalsadi-nouns
شجو	شجو				qalsadi-nouns
شجي	شجو				qalsadi-nouns
شجير	شجر				qalsadi-nouns
شجيرة	شجر				qalsadi-nouns
شجيع	شجع	شجعاء	شجاءعجشجع		qalsadi-nouns
شح	شحح				qalsadi-nouns
شحاذ	شحذ				qalsadi-nouns
شحاذة	شحذ				qalsadi-nouns
شحطة	شحط				qalsadi-nouns
شحم	شحم	شحوم	شحومات		qalsadi-nouns
شحم	شحم				qalsadi-nouns
شحمة	شحم	شحوم			qalsadi-nouns
شحن	شحن				qalsadi-nouns
شحناء	شحن				qalsadi-nouns
شحنة	شحن	شحن			qalsadi-nouns
شحوب	شحب				qalsadi-nouns
شحيح	شحح	شحاح	اشحاء	شحاءح	qalsadi-nouns
شخب	شخب				qalsadi-nouns
شخر	شخر				qalsadi-nouns
شخصي	شخص				qalsadi-nouns
شخصية	شخص				qalsadi-nouns
شخير	شخر				qalsadi-nouns
شد	شدد				qalsadi-nouns
شدة	شدد				qalsadi-nouns
شدة	شدد	شدد			qalsadi-nouns
شدق	شدق	اشداق	شدوق		qalsadi-nouns
شده	شده				qalsadi-nouns
شدو	شدو				qalsadi-nouns
شديد	شدد	اشداء	شداد	شدود	qalsadi-nouns
شذا	شذو				qalsadi-nouns
شذاذ	شذذ	مفردشاذ			qalsadi-nouns
شذب	شذب	اشذاب			qalsadi-nouns
شذب	شذب				qalsadi-nouns
شذر	شذر	شذور			qalsadi-nouns
شذرة	شذر	شذور			qalsadi-nouns
شذو	شذو				qalsadi-nouns
شذوذ	شذذ				qalsadi-nouns
شر	شرر	شرور			qalsadi-nouns
شرا	شري				qalsadi-nouns
شراء	شري	اشرية			qalsadi-nouns
شراب	شرب	اشربة			qalsadi-nouns
شراة	شري				qalsadi-nouns
شرار	شرر	مفردشرارة			qalsadi-nouns
شرارة	شرر				qalsadi-nouns
شراشر	شرشر				qalsadi-nouns
شراع	شرع	اشرعة	شرع		qalsadi-nouns
شراعي	شرع				qalsadi-nouns
شراك	شرك	شرك			qalsadi-nouns
شرانق	شرنق	مفردشرنقة			qalsadi-nouns
شراهة	شره				qalsadi-nouns
شرب	شرب				qalsadi-nouns
شرب	شرب	اشراب			qalsadi-nouns
شربة	شرب	شرب			qalsadi-nouns
شربة	شرب				qalsadi-nouns
شرح	شرح	شروح			qalsadi-nouns
شرخ	شرخ	شروخ			qalsadi-nouns
شرر	شرر	مفردشررة			qalsadi-nouns
شرس	شرس				qalsadi-nouns
شرسوف	شرسف	شراسف			qalsadi-nouns
شرشرة	شرشر				qalsadi-nouns
شرط	شرط	شروط			qalsadi-nouns
شرط	شرط	اشراط			qalsadi-nouns
شرطة	شرط				qalsadi-nouns
شرطة	شرط	مفردشرطي			qalsadi-nouns
شرطي	شرط	شرطة			qalsadi-nouns
شرع	شرع				qalsadi-nouns
شرعة	شرع				qalsadi-nouns
شرعي	شرع				qalsadi-nouns
شرف	شرف	اشراف			qalsadi-nouns
شرق	شرق	اشراق			qalsadi-nouns
شرقي	شرق				qalsadi-nouns
شرك	شرك	اشراك			qalsadi-nouns
شركة	شرك	واحدةالشرك			qalsadi-nouns
شركة	شرك				qalsadi-nouns
شرنقة	شرنق	شرانق			qalsadi-nouns
شره	شره				qalsadi-nouns
شرو	شرو				qalsadi-nouns
شروا	شرو				qalsadi-nouns
شروب	شرب				qalsadi-nouns
شرود	شرد				qalsadi-nouns
شرود	شرد	شرد			qalsadi-nouns
شروع	شرع				qalsadi-nouns
شروق	شرق				qalsadi-nouns
شري	شري				qalsadi-nouns
شريان	شري	شرايين			qalsadi-nouns
شريح	شرح	شراءح			qalsadi-nouns
شريد	شرد	ات	شراءد		qalsadi-nouns
شرير	شرر				qalsadi-nouns
شريط	شرط	اشرطة	شراءط		qalsadi-nouns
شريطة	شرط	شراءط			qalsadi-nouns
شريعة	شرع	شراءع			qalsadi-nouns
شريف	شرف	شرفاء	اشراف	شراءف	qalsadi-nouns
شريق	شرق	شرق			qalsadi-nouns
شريك	شرك	شركاء	اشراك	شريكا	qalsadi-nouns
شزر	شزر				qalsadi-nouns
شزراء	شزر	مءنثاشزر			qalsadi-nouns
شط	شطط	شطوط	شطان		qalsadi-nouns
شطب	شطب	شطوب			qalsadi-nouns
شطر	شطر	اشطر	شطور		qalsadi-nouns
شطط	شطط				qalsadi-nouns
شطور	شطر				qalsadi-nouns
شطوف	شطف				qalsadi-nouns
شطيبة	شطب	شطاءب			qalsadi-nouns
شطيرة	شطر	شطاءر			qalsadi-nouns
شظف	شظف				qalsadi-nouns
شظية	شظي	شظايا			qalsadi-nouns
شع	شعع	شعاع			qalsadi-nouns
شعاءر	شعر	مفردشعيرة			qalsadi-nouns
شعاع	شعع	اشعة			qalsadi-nouns
شعاع	شعع				qalsadi-nouns
شعب	شعب	شعاب			qalsadi-nouns
شعب	شعب	شعوب			qalsadi-nouns
شعب	شعب				qalsadi-nouns
شعبة	شعب	شعب			qalsadi-nouns
شعبي	شعب				qalsadi-nouns
شعث	شعث				qalsadi-nouns
شعر	شعر				qalsadi-nouns
شعر	شعر	شعور	اشعار		qalsadi-nouns
شعر	شعر	اشعار			qalsadi-nouns
شعرا	شعر				qalsadi-nouns
شعراء	شعر				qalsadi-nouns
شعراء	شعر	مفردشاعر			qalsadi-nouns
شعراني	شعر				qalsadi-nouns
شعرور	شعي	شعارير			qalsadi-nouns
شعري	شعر				qalsadi-nouns
شعرية	شعر				qalsadi-nouns
شعشاع	شعشع				qalsadi-nouns
شعشع	شعشع				qalsadi-nouns
شعف	شعف				qalsadi-nouns
شعفة	شعف				qalsadi-nouns
شعفة	شعف	شعاف			qalsadi-nouns
شعلة	شعل	شعل			qalsadi-nouns
شعواء	شعو	شعواواتاوشعواءات			qalsadi-nouns
شعوذة	شعذ				qalsadi-nouns
شعور	شعر				qalsadi-nouns
شعيلة	شعل	شعل			qalsadi-nouns
شغاف	شغف	شغف			qalsadi-nouns
شغال	شغل				qalsadi-nouns
شغب	شغب				qalsadi-nouns
شغف	شغف				qalsadi-nouns
شغل	شغل	اشغال			qalsadi-nouns
شف	شفف	شفوف			qalsadi-nouns
شفا	شفو	اشفاء			qalsadi-nouns
شفاء	شفي				qalsadi-nouns
شفاطة	شفط				qalsadi-nouns
شفاعة	شفع				qalsadi-nouns
شفاف	شفف				qalsadi-nouns
شفافة	شفف				qalsadi-nouns
شفافية	شفف				qalsadi-nouns
شفاهي	شفه				qalsadi-nouns
شفة	شفه	شفاه	شفايف		qalsadi-nouns
شفر	شفر	اشفار			qalsadi-nouns
شفرة	شفر	شفار			qalsadi-nouns
شفع	شفع	اشفاع			qalsadi-nouns
شفعة	شفع				qalsadi-nouns
شفعية	شفع				qalsadi-nouns
شفف	شفف				qalsadi-nouns
شفق	شفق				qalsadi-nouns
شفقة	شفق				qalsadi-nouns
شفهي	شفه				qalsadi-nouns
شفوق	شفق				qalsadi-nouns
شفوي	شفه				qalsadi-nouns
شفير	شفر	اشفار			qalsadi-nouns
شفيع	شفع	شفعاء			qalsadi-nouns
شفيق	شفق				qalsadi-nouns
شق	شقق				qalsadi-nouns
شق	شقق	شقوق			qalsadi-nouns
شقاء	شقي				qalsadi-nouns
شقاق	شقق				qalsadi-nouns
شقاوة	شقي				qalsadi-nouns
شقة	شقق	شقق			qalsadi-nouns
شقراء	شقر	مءنثاشقر			qalsadi-nouns
شقرة	شقر				qalsadi-nouns
شقشقة	شقشق	شقاشق			qalsadi-nouns
شقشقة	شقشق				qalsadi-nouns
شقلبان	شقلب	شقالبة			qalsadi-nouns
شقي	شقي	اشقياء			qalsadi-nouns
شقيف	شقف				qalsadi-nouns
شقيق	شقق	اشقاء			qalsadi-nouns
شك	شكك	شكوك			qalsadi-nouns
شكال	شكل				qalsadi-nouns
شكة	شكك				qalsadi-nouns
شكر	شكر				qalsadi-nouns
شكس	شكس				qalsadi-nouns
شكل	شكل	اشكال			qalsadi-nouns
شكلة	شكل	شكل			qalsadi-nouns
شكلة	شكل				qalsadi-nouns
شكلي	شكل				qalsadi-nouns
شكو	شكو				qalsadi-nouns
شكوا	شكو	شكاوا			qalsadi-nouns
شكوة	شكو				qalsadi-nouns
شكور	شكر	شكر			qalsadi-nouns
شكي	شكو				qalsadi-nouns
شكيمة	شكم	شكاءم			qalsadi-nouns
شلال	شلل				qalsadi-nouns
شلل	شلل				qalsadi-nouns
شلو	شلو	اشلاء			qalsadi-nouns
شلواب	شلوب	شلاويب			qalsadi-nouns
شلوبة	شلوب				qalsadi-nouns
شليخ	شلخ				qalsadi-nouns
شم	شمم				qalsadi-nouns
شماء	شمم	مءنثاشم			qalsadi-nouns
شماتة	شمت				qalsadi-nouns
شماعة	شمع				qalsadi-nouns
شمال	شمل				qalsadi-nouns
شمال	شمل	اشمل	شماءل		qalsadi-nouns
شمس	شمس	شموسمء			qalsadi-nouns
شمس	شمس				qalsadi-nouns
شمسي	شمس				qalsadi-nouns
شمع	شمع	شموع			qalsadi-nouns
شمعدان	شمع	شماعد			qalsadi-nouns
شمق	شمق				qalsadi-nouns
شمقمق	شمق				qalsadi-nouns
شمل	شمل				qalsadi-nouns
شملة	شمل	شمال			qalsadi-nouns
شمم	شمم				qalsadi-nouns
شموخ	شمخ				qalsadi-nouns
شموس	شمس	شمس			qalsadi-nouns
شموم	شمم				qalsadi-nouns
شميلة	شمل	شماءل			qalsadi-nouns
شنءن	شنا				qalsadi-nouns
شناءة	شنا				qalsadi-nouns
شناعة	شنع				qalsadi-nouns
شناق	شنق	شنق	اشنقة		qalsadi-nouns
شنب	شنب				qalsadi-nouns
شنج	شنج				qalsadi-nouns
شنق	شنق				qalsadi-nouns
شنيع	شنع	شنع	شناءع		qalsadi-nouns
شهاب	شهب	شهب	اشهب		qalsadi-nouns
شهادة	شهد				qalsadi-nouns
شهاق	شهق				qalsadi-nouns
شهامة	شهم				qalsadi-nouns
شهب	شهب	شهوب			qalsadi-nouns
شهب	شهب	شهاب			qalsadi-nouns
شهباء	شهب	مءنثاشهب			qalsadi-nouns
شهبة	شهب				qalsadi-nouns
شهد	شهد	شهاد			qalsadi-nouns
شهر	شهر	اشهر	شهور		qalsadi-nouns
شهرة	شهر				qalsadi-nouns
شهري	شهر				qalsadi-nouns
شهرية	شهر				qalsadi-nouns
شهقة	شهق				qalsadi-nouns
شهلاء	شهل	مءنثاشهل			qalsadi-nouns
شهلة	شهل				qalsadi-nouns
شهم	شهم	شهام	شهوم		qalsadi-nouns
شهوان	شهو	مءنثهشهواشهاوا			qalsadi-nouns
شهواني	شهو				qalsadi-nouns
شهوة	شهو	اشهية	شهوات		qalsadi-nouns
شهود	شهد				qalsadi-nouns
شهي	شهو				qalsadi-nouns
شهيد	شهد	شهداءجشهداءواشهاد			qalsadi-nouns
شهير	شهر				qalsadi-nouns
شهيق	شهق				qalsadi-nouns
شوا	شوي				qalsadi-nouns
شواءب	شوب	مفردشاءبة			qalsadi-nouns
شواة	شوي	واحدةالشوة			qalsadi-nouns
شوارد	شرد	مفردشاردة			qalsadi-nouns
شوارع	شرع	مفردشارع			qalsadi-nouns
شواظ	شوظ				qalsadi-nouns
شورا	شور				qalsadi-nouns
شوط	شوط	اشواط			qalsadi-nouns
شوق	شوق	اشواق			qalsadi-nouns
شوك	شوك	اشواك			qalsadi-nouns
شوكي	شوك				qalsadi-nouns
شولة	شول				qalsadi-nouns
شونة	شون				qalsadi-nouns
شوه	شوه				qalsadi-nouns
شوهاء	شوه				qalsadi-nouns
شوهة	شوه				qalsadi-nouns
شوي	شوي				qalsadi-nouns
شوية	شوي				qalsadi-nouns
شيء	شيا	اشياء			qalsadi-nouns
شياط	شيط				qalsadi-nouns
شيال	شيل				qalsadi-nouns
شيالة	شيل				qalsadi-nouns
شيب	شيب				qalsadi-nouns
شيبة	شيب				qalsadi-nouns
شيتة	شيت				qalsadi-nouns
شيخ	شيخ	شيوخ	اشياخ	مشيخةج	qalsadi-nouns
شيخوخة	شيخ				qalsadi-nouns
شيد	شيد				qalsadi-nouns
شيرج	شرج				qalsadi-nouns
شيطان	شيط	شياطين			qalsadi-nouns
شيطنة	شيطن				qalsadi-nouns
شيعة	شيع	شيع	اشياع		qalsadi-nouns
شيعي	شيع				qalsadi-nouns
شيق	شوق				qalsadi-nouns
شيمة	شيم	شيم			qalsadi-nouns
شين	شين				qalsadi-nouns
شيوعي	شيع				qalsadi-nouns
شيوعية	شيع				qalsadi-nouns
صاءب	صوب				qalsadi-nouns
صاءح	صيح	صواءح			qalsadi-nouns
صاءد	صيد				qalsadi-nouns
صاءر	صير				qalsadi-nouns
صاءغ	صوغ	صاغة	صواغ		qalsadi-nouns
صاءم	صوم	صيام	صوم		qalsadi-nouns
صابء	صبا				qalsadi-nouns
صابءة	صبا				qalsadi-nouns
صابر	صبر				qalsadi-nouns
صابورة	صبر				qalsadi-nouns
صابون	صبن				qalsadi-nouns
صابونة	صبن				qalsadi-nouns
صابي	صبو				qalsadi-nouns
صابية	صبو	صواب	الصوابي		qalsadi-nouns
صات	صوت				qalsadi-nouns
صاحب	صحب	اصحاب	صحب	صحاب	qalsadi-nouns
صاحي	صحو	صحاة			qalsadi-nouns
صاخب	صخب				qalsadi-nouns
صاخة	صخخ				qalsadi-nouns
صاخر	صخر				qalsadi-nouns
صاخرة	صخر				qalsadi-nouns
صاد	صدد	صداد			qalsadi-nouns
صادح	صدح				qalsadi-nouns
صادر	صدر				qalsadi-nouns
صادرات	صدر				qalsadi-nouns
صادق	صدق	صوادق			qalsadi-nouns
صادي	صدي	صداة	صواد		qalsadi-nouns
صارخ	صرخ				qalsadi-nouns
صارم	صرم				qalsadi-nouns
صاروخ	صرخ	صواريخ			qalsadi-nouns
صاري	صري	صوار			qalsadi-nouns
صاع	صوع	اصواع	صيعان		qalsadi-nouns
صاعد	صعد	صعد	صعدة	صعود	qalsadi-nouns
صاعقة	صعق	صواعق			qalsadi-nouns
صاغر	صغر	ون	ات	صغرة	qalsadi-nouns
صاغي	صغو				qalsadi-nouns
صافات	صفف				qalsadi-nouns
صافقة	صفق	صوافق			qalsadi-nouns
صافي	صفو				qalsadi-nouns
صاقور	صقر	صواقير			qalsadi-nouns
صالح	صلح	صلحاء	صلاح	صوالح	qalsadi-nouns
صالح	صلح	تات	صوالح		qalsadi-nouns
صامت	صمت	صوامت			qalsadi-nouns
صامد	صمد	ون	ات		qalsadi-nouns
صانع	صنع	صناع			qalsadi-nouns
صاهل	صهل	صواهل			qalsadi-nouns
صاوي	صوي				qalsadi-nouns
صب	صبب				qalsadi-nouns
صبا	صبو	صبوات			qalsadi-nouns
صبا	صبو				qalsadi-nouns
صبابة	صبب				qalsadi-nouns
صباح	صبح				qalsadi-nouns
صباحة	صبح				qalsadi-nouns
صبارة	صبر				qalsadi-nouns
صباغ	صبغ	اصبغة			qalsadi-nouns
صباغ	صبغ				qalsadi-nouns
صباغة	صبغ				qalsadi-nouns
صبان	صبن				qalsadi-nouns
صبانة	صبن				qalsadi-nouns
صبح	صبح	اصباح			qalsadi-nouns
صبحة	صبح				qalsadi-nouns
صبحية	صبح				qalsadi-nouns
صبر	صبر	صبور			qalsadi-nouns
صبر	صبر				qalsadi-nouns
صبرة	صبر				qalsadi-nouns
صبغ	صبغ	اصباغ			qalsadi-nouns
صبغ	صبغ				qalsadi-nouns
صبغة	صبغ	صبغ			qalsadi-nouns
صبوة	صبو				qalsadi-nouns
صبوح	صبح				qalsadi-nouns
صبور	صبر				qalsadi-nouns
صبي	صبو	صبية	صبيان		qalsadi-nouns
صبياني	صبو				qalsadi-nouns
صبيب	صبب				qalsadi-nouns
صبيبة	صبب				qalsadi-nouns
صبيح	صبح	صباح			qalsadi-nouns
صبير	صبر				qalsadi-nouns
صبيغ	صبغ				qalsadi-nouns
صحابة	صحب	مفردصحابي			qalsadi-nouns
صحابي	صحب				qalsadi-nouns
صحاح	صحح				qalsadi-nouns
صحافة	صحف				qalsadi-nouns
صحافي	صحف				qalsadi-nouns
صحبة	صحب				qalsadi-nouns
صحة	صحح				qalsadi-nouns
صحراوي	صحر				qalsadi-nouns
صحرة	صحر				qalsadi-nouns
صحصحة	صحصح				qalsadi-nouns
صحفة	صحف	صحاف			qalsadi-nouns
صحفي	صحف				qalsadi-nouns
صحن	صحن	صحون			qalsadi-nouns
صحو	صحو				qalsadi-nouns
صحوة	صحو				qalsadi-nouns
صحي	صحح	ج			qalsadi-nouns
صحيح	صحح	اصحاء	صحاح		qalsadi-nouns
صحيفة	صحف	صحاءف	صحف		qalsadi-nouns
صحينة	صحن				qalsadi-nouns
صخاب	صخب				qalsadi-nouns
صخب	صخب				qalsadi-nouns
صخر	صخر				qalsadi-nouns
صخرة	صخر	صخور	صخر		qalsadi-nouns
صخري	صخر				qalsadi-nouns
صخريات	صخر				qalsadi-nouns
صد	صدد	اصداد	صدود		qalsadi-nouns
صدء	صدا				qalsadi-nouns
صدا	صدي	اصداء			qalsadi-nouns
صدا	صدا				qalsadi-nouns
صداة	صدا				qalsadi-nouns
صداح	صدح				qalsadi-nouns
صدار	صدر				qalsadi-nouns
صدارة	صدر				qalsadi-nouns
صداع	صدع				qalsadi-nouns
صداق	صدق	صدق			qalsadi-nouns
صداقة	صدق				qalsadi-nouns
صدام	صدم				qalsadi-nouns
صدر	صدر	صدور			qalsadi-nouns
صدرة	صدر	ات			qalsadi-nouns
صدرية	صدر				qalsadi-nouns
صدع	صدع				qalsadi-nouns
صدفيات	صدف				qalsadi-nouns
صدق	صدق				qalsadi-nouns
صدقة	صدق				qalsadi-nouns
صدم	صدم				qalsadi-nouns
صدمة	صدم	مثناصدمتانالصدمتان			qalsadi-nouns
صدمة	صدم				qalsadi-nouns
صدور	صدر				qalsadi-nouns
صدوق	صدق	صدق			qalsadi-nouns
صديد	صدد				qalsadi-nouns
صديرة	صدر	صداءر			qalsadi-nouns
صديق	صدق	اصدقاءوقديستعملللواحد			qalsadi-nouns
صديق	صدق				qalsadi-nouns
صر	صرر				qalsadi-nouns
صراح	صرح				qalsadi-nouns
صراحة	صرح				qalsadi-nouns
صرار	صرر				qalsadi-nouns
صراط	صرط	صرط			qalsadi-nouns
صراف	صرف				qalsadi-nouns
صرافة	صرف				qalsadi-nouns
صرامة	صرم				qalsadi-nouns
صرة	صرر	صرر			qalsadi-nouns
صرة	صرر				qalsadi-nouns
صرح	صرح	صروح			qalsadi-nouns
صرخة	صرخ				qalsadi-nouns
صرد	صرد	صرود			qalsadi-nouns
صرر	صرر				qalsadi-nouns
صرصر	صرصر				qalsadi-nouns
صرع	صرع	مثناصرعانالصرعان			qalsadi-nouns
صرع	صرع	صروع	اصرع		qalsadi-nouns
صرعة	صرع				qalsadi-nouns
صرف	صرف	صروف			qalsadi-nouns
صرف	صرف				qalsadi-nouns
صرفي	صرف				qalsadi-nouns
صروف	صرف	مفردصرف			qalsadi-nouns
صريح	صرح	صرحاء			qalsadi-nouns
صرير	صرر				qalsadi-nouns
صريع	صرع	صرعامعنامفعول			qalsadi-nouns
صريف	صرف				qalsadi-nouns
صريم	صرم				qalsadi-nouns
صريمة	صرم	صراءم			qalsadi-nouns
صعب	صعب	صعاب			qalsadi-nouns
صعد	صعد				qalsadi-nouns
صعداء	صعد				qalsadi-nouns
صعق	صعق				qalsadi-nouns
صعلكة	صعلك				qalsadi-nouns
صعلوك	صعلك	صعاليك			qalsadi-nouns
صعوبة	صعب				qalsadi-nouns
صعود	صعد				qalsadi-nouns
صعيد	صعد	صعد	اصعدة		qalsadi-nouns
صغاءر	صغر	مفردصغيرة			qalsadi-nouns
صغار	صغر				qalsadi-nouns
صغر	صغر				qalsadi-nouns
صغرا	صغر				qalsadi-nouns
صغير	صغر	صغارجصغراءجصغاءر			qalsadi-nouns
صف	صفف	صفوف			qalsadi-nouns
صفاء	صفو				qalsadi-nouns
صفاءح	صفح	مفردصفيحة			qalsadi-nouns
صفاد	صفد	صفد	اصفدة		qalsadi-nouns
صفار	صفر				qalsadi-nouns
صفارة	صفر	ات	صفافير		qalsadi-nouns
صفاق	صفق	صفق			qalsadi-nouns
صفاقة	صفق				qalsadi-nouns
صفة	وصف				qalsadi-nouns
صفح	صفح	اصفاح			qalsadi-nouns
صفح	صفح	صفاح			qalsadi-nouns
صفحة	صفح	مثناصفحتان			qalsadi-nouns
صفد	صفد	اصفاد			qalsadi-nouns
صفر	صفر				qalsadi-nouns
صفر	صفر	اصفار			qalsadi-nouns
صفراء	صفر	مءنثاصفر			qalsadi-nouns
صفرة	صفر				qalsadi-nouns
صفع	صفع				qalsadi-nouns
صفعة	صفع				qalsadi-nouns
صفقة	صفق				qalsadi-nouns
صفو	صفو				qalsadi-nouns
صفوان	صفو				qalsadi-nouns
صفوة	صفو				qalsadi-nouns
صفوح	صفح				qalsadi-nouns
صفي	صفو	اصفياء	صفايا		qalsadi-nouns
صفيح	صفح				qalsadi-nouns
صفيحة	صفح	صفاءح			qalsadi-nouns
صفير	صفر				qalsadi-nouns
صفيف	صفف				qalsadi-nouns
صفيق	صفق				qalsadi-nouns
صقار	صقر				qalsadi-nouns
صقال	صقل				qalsadi-nouns
صقع	صقع	اصقاع			qalsadi-nouns
صقع	صقع				qalsadi-nouns
صقعة	صقع				qalsadi-nouns
صقل	صقل				qalsadi-nouns
صقيع	صقع				qalsadi-nouns
صقيل	صقل	صقال			qalsadi-nouns
صك	صكك	صكوك			qalsadi-nouns
صلابة	صلب				qalsadi-nouns
صلاة	صلو	صلوات			qalsadi-nouns
صلاح	صلح				qalsadi-nouns
صلاحية	صلح				qalsadi-nouns
صلب	صلب				qalsadi-nouns
صلب	صلب	اصلاب	اصلب		qalsadi-nouns
صلبة	صلب				qalsadi-nouns
صلة	وصل				qalsadi-nouns
صلت	صلت	اصلات			qalsadi-nouns
صلجة	صلج				qalsadi-nouns
صلح	صلح				qalsadi-nouns
صلد	صلد	اصلاد	صلاد		qalsadi-nouns
صلدة	صلد	اصلاد	صلاد		qalsadi-nouns
صلصال	صلصل				qalsadi-nouns
صلصلة	صلصل				qalsadi-nouns
صلع	صلع				qalsadi-nouns
صلعاء	صلع	مءنثاصلع			qalsadi-nouns
صلعة	صلع				qalsadi-nouns
صلف	صلف				qalsadi-nouns
صلف	صلف	صلافا	صلاءف		qalsadi-nouns
صلفاء	صلف	صلاف			qalsadi-nouns
صلوح	صلح				qalsadi-nouns
صلود	صلد	صلد			qalsadi-nouns
صليب	صلب	صلبان			qalsadi-nouns
صليبي	صلب				qalsadi-nouns
صليقة	صلق				qalsadi-nouns
صليل	صلل				qalsadi-nouns
صماء	صمم	صممءنثاصم			qalsadi-nouns
صماخ	صمخ	صمخ	اصمخة		qalsadi-nouns
صماد	صمد				qalsadi-nouns
صماغة	صمغ				qalsadi-nouns
صمام	صمم	اصمة			qalsadi-nouns
صمامة	صمم	صماءم			qalsadi-nouns
صمة	صمم	صمم			qalsadi-nouns
صمت	صمت				qalsadi-nouns
صمتة	صمت	صمت			qalsadi-nouns
صمد	صمد				qalsadi-nouns
صمد	صمد	اصماد			qalsadi-nouns
صمغ	صمغ				qalsadi-nouns
صمم	صمم				qalsadi-nouns
صموت	صمت				qalsadi-nouns
صميم	صمم				qalsadi-nouns
صناج	صنج				qalsadi-nouns
صنادل	صندل				qalsadi-nouns
صناديد	صند	مفردصنديد			qalsadi-nouns
صناعة	صنع	صناءع			qalsadi-nouns
صناعي	صنع	ج			qalsadi-nouns
صنان	صنن				qalsadi-nouns
صنة	صنن	اصنة			qalsadi-nouns
صندوق	صندق	صناديق			qalsadi-nouns
صندوقة	صندق				qalsadi-nouns
صنع	صنع				qalsadi-nouns
صنعة	صنع				qalsadi-nouns
صنف	صنف	اصناف	صنوف		qalsadi-nouns
صنم	صنم	اصنام			qalsadi-nouns
صنو	صنو	صنوان			qalsadi-nouns
صنيع	صنع	صناءع	صنع		qalsadi-nouns
صنيعة	صنع	صناءع			qalsadi-nouns
صهارة	صهر				qalsadi-nouns
صهال	صهل				qalsadi-nouns
صهباء	صهب	مءنثاصهب			qalsadi-nouns
صهبة	صهب				qalsadi-nouns
صهد	صهد				qalsadi-nouns
صهر	صهر				qalsadi-nouns
صهر	صهر	اصهار			qalsadi-nouns
صهريج	صهرج	صهاريج			qalsadi-nouns
صهوة	صهو	صهوات			qalsadi-nouns
صهور	صهر	صهر			qalsadi-nouns
صهيل	صهل				qalsadi-nouns
صواب	صوب				qalsadi-nouns
صوارة	صور	ات			qalsadi-nouns
صواف	صوف				qalsadi-nouns
صوان	صون	اصونة			qalsadi-nouns
صوانة	صون				qalsadi-nouns
صوب	صوب				qalsadi-nouns
صوة	صوي	صوا			qalsadi-nouns
صوت	صوت	اصوات			qalsadi-nouns
صور	صور	صيران			qalsadi-nouns
صور	صور				qalsadi-nouns
صورة	صور	صور			qalsadi-nouns
صوغ	صوغ				qalsadi-nouns
صوغة	صوغ				qalsadi-nouns
صوفي	صوف				qalsadi-nouns
صوفية	صوف				qalsadi-nouns
صولة	صول	صولات			qalsadi-nouns
صوم	صوم				qalsadi-nouns
صومعة	صمع	صوامع			qalsadi-nouns
صون	صون				qalsadi-nouns
صياح	صيح				qalsadi-nouns
صياد	صيد				qalsadi-nouns
صياغة	صوغ				qalsadi-nouns
صيام	صوم				qalsadi-nouns
صيانة	صون				qalsadi-nouns
صيت	صوت	رجلذاءعالصيت			qalsadi-nouns
صيت	صوت				qalsadi-nouns
صيحة	صيح				qalsadi-nouns
صيد	صيد				qalsadi-nouns
صيدلة	صيدل				qalsadi-nouns
صيدلي	صيدل	صيادلة			qalsadi-nouns
صيرفي	صرف	صيارفة			qalsadi-nouns
صيصة	صيص	صياص			qalsadi-nouns
صيغة	صوغ	صيغ			qalsadi-nouns
صيف	صيف				qalsadi-nouns
صيف	صيف	اصياف			qalsadi-nouns
صيفي	صيف				qalsadi-nouns
صيهب	صهب	صياهب			qalsadi-nouns
صيهد	صهد	صياهد			qalsadi-nouns
