word_with_harakat	unvocalized	unmarked	root	kind	source
طس	طس	طس	طس	derived	sarf-derivations
طَسَّسَ	طسس	طسس	طسس	صحيح	qutrub
طسم	طسم	طسم	طسم	derived	sarf-derivations
طَشَّ	طش	طش	طش	صحيح	qutrub
طعام	طعام	طعام	طعم	derived	sarf-derivations
طَعَامٌ	طعام	طعم	طعم	Added	asmai-derivations
طعاما	طعاما	طعام	طعم	derived	sarf-derivations
طعامك	طعامك	طعام	طعم	derived	sarf-derivations
طعامه	طعامه	طعام	طعم	derived	sarf-derivations
طَعَّمَ	طعم	طعم	طعم	صحيح	qutrub
طَعْمٌ	طعم	طعم	طعم	Added	asmai-derivations
طعمتم	طعمتم	طعم	طعم	derived	sarf-derivations
طعمه	طعمه	طعم	طعم	derived	sarf-derivations
طعموا	طعموا	طعم	طعم	derived	sarf-derivations
طَعَنَ	طعن	طعن	طعن	صحيح	qutrub
طَعْنٌ	طعن	طعن	طعن	Added	asmai-derivations
طَغَى	طغا	طغا	طغا	"ناقص يائي"	qutrub
طغى	طغا	طغا	طغا	derived	sarf-derivations
طغوا	طغوا	طغا	طغا	derived	sarf-derivations
طُغْيَانٌ	طغيان	طغا	طغا	Added	asmai-derivations
طغيانا	طغيانا	طغيان	طغا	derived	sarf-derivations
طغيانهم	طغيانهم	طغيان	طغا	derived	sarf-derivations
طَفَّ	طف	طف	طف	صحيح	qutrub
طَفِئَ	طفء	طفء	طفء	صحيح	qutrub
طَفَّأَ	طفا	طفا	طفء	صحيح	qutrub
طَفا	طفا	طفا	طفا	"ناقص واوي"	qutrub
طَفَّحَ	طفح	طفح	طفح	صحيح	qutrub
طَفْحٌ	طفح	طفح	طفح	Added	asmai-derivations
طَفَّرَ	طفر	طفر	طفر	صحيح	qutrub
طَفَّسَ	طفس	طفس	طفس	صحيح	qutrub
طَفْطَفَةٌ	طفطفة	طفطف	طفطف	Added	asmai-derivations
طَفَّفَ	طفف	طفف	طفف	صحيح	qutrub
طَفِقَ	طفق	طفق	طفق	صحيح	qutrub
طَفَّلَ	طفل	طفل	طفل	صحيح	qutrub
طَفَلٌ	طفل	طفل	طفل	Added	asmai-derivations
طفلا	طفلا	طفل	طفل	derived	sarf-derivations
طُفُوحٌ	طفوح	طفح	طفح	Added	asmai-derivations
طُفُولَةٌ	طفولة	طفل	طفل	Added	asmai-derivations
طَقَّ	طق	طق	طق	صحيح	qutrub
طَقٌّ	طق	طق	طق	Added	asmai-derivations
طَقْطَقَةٌ	طقطقة	طقطق	طقطق	Added	asmai-derivations
طَلَّ	طل	طل	طل	صحيح	qutrub
طَلٌّ	طل	طل	طل	Added	asmai-derivations
طَلَّى	طلا	طلا	طلا	ناقص	qutrub
طَلىً	طلا	طلي	طلي	Added	asmai-derivations
طِلاَءٌ	طلاء	طلا	طلا	Added	asmai-derivations
طَلاَقٌ	طلاق	طلق	طلق	Added	asmai-derivations
طَلاَقَةٌ	طلاقة	طلق	طلق	Added	asmai-derivations
طَلاَلَةٌ	طلالة	طل	طل	Added	asmai-derivations
طَلَّبَ	طلب	طلب	طلب	صحيح	qutrub
طَلَبٌ	طلب	طلب	طلب	Added	asmai-derivations
طلبا	طلبا	طلب	طلب	derived	sarf-derivations
طَلَّحَ	طلح	طلح	طلح	صحيح	qutrub
طَلَّسَ	طلس	طلس	طلس	صحيح	qutrub
طَلْسٌ	طلس	طلس	طلس	Added	asmai-derivations
طَلَّعَ	طلع	طلع	طلع	صحيح	qutrub
طلع	طلع	طلع	طلع	derived	sarf-derivations
طلعت	طلعت	طلع	طلع	derived	sarf-derivations
طلعها	طلعها	طلع	طلع	derived	sarf-derivations
طَلَّفَ	طلف	طلف	طلف	صحيح	qutrub
طَلَّقَ	طلق	طلق	طلق	صحيح	qutrub
طلقتم	طلقتم	طلق	طلق	derived	sarf-derivations
طلقتموهن	طلقتموهن	طلق	طلق	derived	sarf-derivations
طلقكن	طلقكن	طلق	طلق	derived	sarf-derivations
طلقها	طلقها	طلق	طلق	derived	sarf-derivations
طَلَّمَ	طلم	طلم	طلم	صحيح	qutrub
طلوع	طلوع	طلوع	طلع	derived	sarf-derivations
طُلُوعٌ	طلوع	طلع	طلع	Added	asmai-derivations
طَلِيَ	طلي	طلي	طلي	صحيح	qutrub
طَمَّ	طم	طم	طم	صحيح	qutrub
طَمٌّ	طم	طم	طم	Added	asmai-derivations
طَما	طما	طما	طما	"ناقص واوي"	qutrub
طَمَاعَةٌ	طماعة	طمع	طمع	Added	asmai-derivations
طُمَأْنِينَةٌ	طمانينة	طمان	طمان	Added	asmai-derivations
طَمَثَ	طمث	طمث	طمث	صحيح	qutrub
طَمَّحَ	طمح	طمح	طمح	صحيح	qutrub
طَمَّرَ	طمر	طمر	طمر	صحيح	qutrub
طَمَّسَ	طمس	طمس	طمس	صحيح	qutrub
طمست	طمست	طمس	طمس	derived	sarf-derivations
طَمَّعَ	طمع	طمع	طمع	صحيح	qutrub
طَمَعٌ	طمع	طمع	طمع	Added	asmai-derivations
طَمِلَ	طمل	طمل	طمل	صحيح	qutrub
طَمَّمَ	طمم	طمم	طمم	صحيح	qutrub
طَمُوحٌ	طموح	طمح	طمح	Added	asmai-derivations
طَنَّ	طن	طن	طن	صحيح	qutrub
طَنِئَ	طنء	طنء	طنء	صحيح	qutrub
طَنَأَ	طنا	طنا	طنء	صحيح	qutrub
طَنَّبَ	طنب	طنب	طنب	صحيح	qutrub
طَنَّخَ	طنخ	طنخ	طنخ	صحيح	qutrub
طَنَزَ	طنز	طنز	طنز	صحيح	qutrub
طَنَّفَ	طنف	طنف	طنف	صحيح	qutrub
طَنَّنَ	طنن	طنن	طنن	صحيح	qutrub
طَنِيَ	طني	طني	طني	صحيح	qutrub
طَنِينٌ	طنين	طن	طن	Added	asmai-derivations
طه	طه	طه	طه	derived	sarf-derivations
طَها	طها	طها	طها	"ناقص واوي"	qutrub
طَهَارَةٌ	طهارة	طهر	طهر	Added	asmai-derivations
طَهَّرَ	طهر	طهر	طهر	صحيح	qutrub
طُهْرٌ	طهر	طهر	طهر	Added	asmai-derivations
طهرا	طهرا	طهرا	طهر	derived	sarf-derivations
طَهَشَ	طهش	طهش	طهش	صحيح	qutrub
طَهَّمَ	طهم	طهم	طهم	صحيح	qutrub
طَهْوٌ	طهو	طها	طها	Added	asmai-derivations
طهورا	طهورا	طهور	طهر	derived	sarf-derivations
طَوَّى	طوا	طوا	طوا	ناقص	qutrub
طوى	طوا	طوا	طوي	derived	sarf-derivations
طَوىً	طوا	طوي	طوي	Added	asmai-derivations
طَوَافٌ	طواف	طاف	طاف	Added	asmai-derivations
طوافون	طوافون	طواف	طوف	derived	sarf-derivations
طوبى	طوبا	طوبا	طيب	derived	sarf-derivations
طَوَّحَ	طوح	طوح	طوح	صحيح	qutrub
طَوَّدَ	طود	طود	طود	صحيح	qutrub
طَوَّرَ	طور	طور	طور	صحيح	qutrub
طور	طور	طور	طور	derived	sarf-derivations
طَوَّسَ	طوس	طوس	طوس	صحيح	qutrub
طَوْسٌ	طوس	طاس	طاس	Added	asmai-derivations
طَوَّشَ	طوش	طوش	طوش	صحيح	qutrub
طَوَّعَ	طوع	طوع	طوع	صحيح	qutrub
طَوْعٌ	طوع	طاع	طاع	Added	asmai-derivations
طوعا	طوعا	طوع	طيع	derived	sarf-derivations
طَوَّفَ	طوف	طوف	طوف	صحيح	qutrub
طَوَّقَ	طوق	طوق	طوق	صحيح	qutrub
طَوَّلَ	طول	طول	طول	صحيح	qutrub
طُولٌ	طول	طال	طال	Added	asmai-derivations
طولا	طولا	طول	طول	derived	sarf-derivations
طَوِيَ	طوي	طوي	طوي	"لفيف مقرون"	qutrub
طويلا	طويلا	طويل	طول	derived	sarf-derivations
طَيَّبَ	طيب	طيب	طيب	صحيح	qutrub
طِيبٌ	طيب	طاب	طاب	Added	asmai-derivations
طيبا	طيبا	طيب	طيب	derived	sarf-derivations
طيبات	طيبات	طيبة	طيب	derived	sarf-derivations
طيباتكم	طيباتكم	طيبة	طيب	derived	sarf-derivations
طيبة	طيبة	طيبة	طيب	derived	sarf-derivations
طِيبَةٌ	طيبة	طاب	طاب	Added	asmai-derivations
طيبين	طيبين	طيب	طيب	derived	sarf-derivations
طَيَّحَ	طيح	طيح	طيح	صحيح	qutrub
طَيَّخَ	طيخ	طيخ	طيخ	صحيح	qutrub
طَيَّرَ	طير	طير	طير	صحيح	qutrub
طير	طير	طير	طير	derived	sarf-derivations
طَيْرٌ	طير	طار	طار	Added	asmai-derivations
طيرا	طيرا	طير	طير	derived	sarf-derivations
طَيَرَانٌ	طيران	طار	طار	Added	asmai-derivations
طَيْشٌ	طيش	طاش	طاش	Added	asmai-derivations
طَيَّفَ	طيف	طيف	طيف	صحيح	qutrub
طَيْفٌ	طيف	طاف	طاف	Added	asmai-derivations
طَيَّنَ	طين	طين	طين	صحيح	qutrub
طين	طين	طين	طين	derived	sarf-derivations
طينا	طينا	طين	طين	derived	sarf-derivations
ظاءَبَ	ظاءب	ظاءب	ظاءب	صحيح	qutrub
ظاءَرَ	ظاءر	ظاءر	ظاءر	صحيح	qutrub
ظَأَبَ	ظاب	ظاب	ظءب	صحيح	qutrub
ظَأَرَ	ظار	ظار	ظءر	صحيح	qutrub
ظارَفَ	ظارف	ظارف	ظارف	صحيح	qutrub
ظَأَفَ	ظاف	ظاف	ظءف	صحيح	qutrub
ظافِرٌ	ظافر	ظفر	ظفر	Subject	asmai-derivations
ظالِعٌ	ظالع	ظلع	ظلع	Subject	asmai-derivations
ظالَمَ	ظالم	ظالم	ظالم	صحيح	qutrub
ظالم	ظالم	ظالم	ظلم	derived	sarf-derivations
ظالِمٌ	ظالم	ظلم	ظلم	Subject	asmai-derivations
ظالمة	ظالمة	ظالمة	ظلم	derived	sarf-derivations
ظالمون	ظالمون	ظالم	ظلم	derived	sarf-derivations
ظالمي	ظالمي	ظالم	ظلم	derived	sarf-derivations
ظالمين	ظالمين	ظالم	ظلم	derived	sarf-derivations
ظَّامِئُ	ظامء	ظمء	ظمء	Subject	asmai-derivations
ظاهَرَ	ظاهر	ظاهر	ظاهر	صحيح	qutrub
ظاهر	ظاهر	ظاهر	ظهر	derived	sarf-derivations
ظاهِرٌ	ظاهر	ظهر	ظهر	Subject	asmai-derivations
ظاهرا	ظاهرا	ظاهر	ظهر	derived	sarf-derivations
ظاهرة	ظاهرة	ظاهرة	ظهر	derived	sarf-derivations
ظاهروهم	ظاهروهم	ظاهر	ظهر	derived	sarf-derivations
ظاهرين	ظاهرين	ظاهر	ظهر	derived	sarf-derivations
ظَرَّ	ظر	ظر	ظر	صحيح	qutrub
ظَرافَةٌ	ظرافة	ظرف	ظرف	Added	asmai-derivations
ظَرِبَ	ظرب	ظرب	ظرب	صحيح	qutrub
ظَرُفَ	ظرف	ظرف	ظرف	صحيح	qutrub
ظَرْفٌ	ظرف	ظرف،	ظرف،	Added	asmai-derivations
ظَعَنَ	ظعن	ظعن	ظعن	صحيح	qutrub
ظعنكم	ظعنكم	ظعن	ظعن	derived	sarf-derivations
ظَفَّرَ	ظفر	ظفر	ظفر	صحيح	qutrub
ظفر	ظفر	ظفر	ظفر	derived	sarf-derivations
ظَفَرٌ	ظفر	ظفر	ظفر	Added	asmai-derivations
ظَلَّ	ظل	ظل	ظل	صحيح	qutrub
ظل	ظل	ظل	ظلل	derived	sarf-derivations
ظلا	ظلا	ظلا		derived	sarf-derivations
ظلال	ظلال	ظلال		derived	sarf-derivations
ظلالا	ظلالا	ظلالا		derived	sarf-derivations
ظَلالَةٌ	ظلالة	ظل	ظل	Added	asmai-derivations
ظلاله	ظلاله	ظلاله		derived	sarf-derivations
ظلالها	ظلالها	ظلالها		derived	sarf-derivations
ظلة	ظلة	ظلة	ظلل	derived	sarf-derivations
ظلت	ظلت	ظلت		derived	sarf-derivations
ظَلَعَ	ظلع	ظلع	ظلع	صحيح	qutrub
ظَلَّفَ	ظلف	ظلف	ظلف	صحيح	qutrub
ظَلَفٌ	ظلف	ظلف	ظلف	Added	asmai-derivations
ظَلَفَةٌ	ظلفة	ظلف	ظلف	Added	asmai-derivations
ظَلَّلَ	ظلل	ظلل	ظلل	صحيح	qutrub
ظلل	ظلل	ظلل		derived	sarf-derivations
ظَلَّمَ	ظلم	ظلم	ظلم	صحيح	qutrub
ظلم	ظلم	ظلم	ظلم	derived	sarf-derivations
ظُلْمٌ	ظلم	ظلم	ظلم	Added	asmai-derivations
ظلما	ظلما	ظلم	ظلم	derived	sarf-derivations
ظلمات	ظلمات	ظلمة	ظلم	derived	sarf-derivations
ظلمت	ظلمت	ظلم		derived	sarf-derivations
ظلمتم	ظلمتم	ظلم	ظلم	derived	sarf-derivations
ظلمك	ظلمك	ظلم	ظلم	derived	sarf-derivations
ظلمنا	ظلمنا	ظلم		derived	sarf-derivations
ظلمناهم	ظلمناهم	ظلم		derived	sarf-derivations
ظلمه	ظلمه	ظلمه		derived	sarf-derivations
ظلمهم	ظلمهم	ظلم	ظلم	derived	sarf-derivations
ظلموا	ظلموا	ظلم	ظلم	derived	sarf-derivations
ظلمونا	ظلمونا	ظلم	ظلم	derived	sarf-derivations
ظلوما	ظلوما	ظلوم	ظلم	derived	sarf-derivations
ظليل	ظليل	ظليل		derived	sarf-derivations
ظليلا	ظليلا	ظليل		derived	sarf-derivations
ظَمِئَ	ظمء	ظمء	ظمء	صحيح	qutrub
ظمأ	ظما	ظما		derived	sarf-derivations
ظَمَأٌ	ظما	ظمء	ظمء	Added	asmai-derivations
ظَمِيَ	ظمي	ظمي	ظمي	صحيح	qutrub
ظَنَّ	ظن	ظن	ظن	صحيح	qutrub
ظن	ظن	ظن	ظنن	derived	sarf-derivations
ظَنٌّ	ظن	ظن	ظن	Added	asmai-derivations
ظنا	ظنا	ظنا	ظنن	derived	sarf-derivations
ظنكم	ظنكم	ظن		derived	sarf-derivations
ظننا	ظننا	ظننا	ظنن	derived	sarf-derivations
ظننت	ظننت	ظننت	ظنن	derived	sarf-derivations
ظننتم	ظننتم	ظننتم	ظنن	derived	sarf-derivations
ظنه	ظنه	ظن		derived	sarf-derivations
ظنوا	ظنوا	ظن		derived	sarf-derivations
ظَهَّرَ	ظهر	ظهر	ظهر	صحيح	qutrub
ظهر	ظهر	ظهر	ظهر	derived	sarf-derivations
ظَهْرٌ	ظهر	ظهر	ظهر	Added	asmai-derivations
ظهرك	ظهرك	ظهر	ظهر	derived	sarf-derivations
ظهره	ظهره	ظهر	ظهر	derived	sarf-derivations
ظهرها	ظهرها	ظهر	ظهر	derived	sarf-derivations
ظهريا	ظهريا	ظهري	ظهر	derived	sarf-derivations
ظُهورٌ	ظهور	ظهر	ظهر	Added	asmai-derivations
ظهوركم	ظهوركم	ظهر	ظهر	derived	sarf-derivations
ظهوره	ظهوره	ظهر	ظهر	derived	sarf-derivations
ظهورها	ظهورها	ظهر	ظهر	derived	sarf-derivations
ظهورهم	ظهورهم	ظهر	ظهر	derived	sarf-derivations
ظهورهما	ظهورهما	ظهر	ظهر	derived	sarf-derivations
ظهير	ظهير	ظهير	ظهر	derived	sarf-derivations
ظهيرا	ظهيرا	ظهير	ظهر	derived	sarf-derivations
عَائِبٌ	عاءب	عاب	عاب	Subject	asmai-derivations
عَائِدٌ	عاءد	عاد	عاد	Subject	asmai-derivations
عائدون	عاءدون	عاءد	عود	derived	sarf-derivations
عَائِزٌ	عاءز	عاز	عاز	Subject	asmai-derivations
عَائِشٌ	عاءش	عاش	عاش	Subject	asmai-derivations
عَائِقٌ	عاءق	عاق	عاق	Subject	asmai-derivations
عَائِلٌ	عاءل	عال	عال	Subject	asmai-derivations
عائلا	عاءلا	عاءل	عول	derived	sarf-derivations
عَائِمٌ	عاءم	عام	عام	Subject	asmai-derivations
عابَ	عاب	عاب	عاب	"أجوف واوي"	qutrub
عَابِئٌ	عابء	عبا	عبا	Subject	asmai-derivations
عَابِثٌ	عابث	عبث	عبث	Subject	asmai-derivations
عابد	عابد	عابد	عبد	derived	sarf-derivations
عَابِدٌ	عابد	عبد	عبد	Subject	asmai-derivations
عابدات	عابدات	عابدات		derived	sarf-derivations
عابدون	عابدون	عابد	عبد	derived	sarf-derivations
عابدين	عابدين	عابد	عبد	derived	sarf-derivations
عَابِرٌ	عابر	عبر	عبر	Subject	asmai-derivations
عابري	عابري	عابر	عبر	derived	sarf-derivations
عَابِسٌ	عابس	عبس	عبس	Subject	asmai-derivations
عاتَّ	عات	عات	عات	صحيح	qutrub
عاتَبَ	عاتب	عاتب	عاتب	صحيح	qutrub
عَاتِبٌ	عاتب	عتب	عتب	Subject	asmai-derivations
عَاتِقٌ	عاتق	عتق	عتق	Subject	asmai-derivations
عَاتِمٌ	عاتم	عتم	عتم	Subject	asmai-derivations
عَاتِي	عاتي	عتا	عتا	Subject	asmai-derivations
عاتية	عاتية	عاتية	عتو	derived	sarf-derivations
عاثَ	عاث	عاث	عاث	"أجوف واوي"	qutrub
عَاثِرٌ	عاثر	عثر	عثر	Subject	asmai-derivations
عاجَ	عاج	عاج	عاج	"أجوف واوي"	qutrub
عاجَىَ	عاجا	عاجا	عاجا	ناقص	qutrub
عاجَرَ	عاجر	عاجر	عاجر	صحيح	qutrub
عاجَزَ	عاجز	عاجز	عاجز	صحيح	qutrub
عَاجِزٌ	عاجز	عجز	عجز	Subject	asmai-derivations
عاجَلَ	عاجل	عاجل	عاجل	صحيح	qutrub
عَاجِلٌ	عاجل	عجل	عجل	Subject	asmai-derivations
عادَ	عاد	عاد	عاد	"أجوف واوي"	qutrub
عاد	عاد	عاد	عود	derived	sarf-derivations
عادَى	عادا	عادا	عادا	ناقص	qutrub
عادا	عادا	عاد	عاد	derived	sarf-derivations
عادَلَ	عادل	عادل	عادل	صحيح	qutrub
عَادِلٌ	عادل	عدل	عدل	Subject	asmai-derivations
عادون	عادون	عادي	عدو	derived	sarf-derivations
عاديتم	عاديتم	عادا	عدو	derived	sarf-derivations
عاذَ	عاذ	عاذ	عاذ	"أجوف واوي"	qutrub
عَاذِلٌ	عاذل	عذل	عذل	Subject	asmai-derivations
عارَ	عار	عار	عار	"أجوف واوي"	qutrub
عارَضَ	عارض	عارض	عارض	صحيح	qutrub
عارض	عارض	عارض	عرض	derived	sarf-derivations
عَارِضٌ	عارض	عرض	عرض	Subject	asmai-derivations
عارضا	عارضا	عارض	عرض	derived	sarf-derivations
عَارِفٌ	عارف	عرف	عرف	Subject	asmai-derivations
عارَقَ	عارق	عارق	عارق	صحيح	qutrub
عارَكَ	عارك	عارك	عارك	صحيح	qutrub
عارَمَ	عارم	عارم	عارم	صحيح	qutrub
عَارِمٌ	عارم	عرم	عرم	Subject	asmai-derivations
عارَنَ	عارن	عارن	عارن	صحيح	qutrub
عَارِي	عاري	عري	عري	Subject	asmai-derivations
عازَ	عاز	عاز	عاز	"أجوف واوي"	qutrub
عَازِبٌ	عازب	عزب	عزب	Subject	asmai-derivations
عَازِفٌ	عازف	عزف	عزف	Subject	asmai-derivations
عَازِلٌ	عازل	عزل	عزل	Subject	asmai-derivations
عَازِمٌ	عازم	عزم	عزم	Subject	asmai-derivations
عاسَ	عاس	عاس	عاس	"أجوف واوي"	qutrub
عاسَرَ	عاسر	عاسر	عاسر	صحيح	qutrub
عاشَ	عاش	عاش	عاش	"أجوف واوي"	qutrub
عَاشِبٌ	عاشب	عشب	عشب	Subject	asmai-derivations
عاشَرَ	عاشر	عاشر	عاشر	صحيح	qutrub
عَاشِقٌ	عاشق	عشق	عشق	Subject	asmai-derivations
عاصَ	عاص	عاص	عاص	"أجوف واوي"	qutrub
عاصَى	عاصا	عاصا	عاصا	ناقص	qutrub
عَاصِبٌ	عاصب	عصب	عصب	Subject	asmai-derivations
عاصَرَ	عاصر	عاصر	عاصر	صحيح	qutrub
عَاصِرٌ	عاصر	عصر	عصر	Subject	asmai-derivations
عاصف	عاصف	عاصف	عصف	derived	sarf-derivations
عَاصِفٌ	عاصف	عصف	عصف	Subject	asmai-derivations
عاصفة	عاصفة	عاصفة	عصف	derived	sarf-derivations
عاصم	عاصم	عاصم	عصم	derived	sarf-derivations
عَاصِي	عاصي	عصا	عصا	Subject	asmai-derivations
عاضَ	عاض	عاض	عاض	"أجوف واوي"	qutrub
عاضَبَ	عاضب	عاضب	عاضب	صحيح	qutrub
عاضَدَ	عاضد	عاضد	عاضد	صحيح	qutrub
عاطَ	عاط	عاط	عاط	"أجوف واوي"	qutrub
عاطَى	عاطا	عاطا	عاطا	ناقص	qutrub
عَاطِرٌ	عاطر	عطر	عطر	Subject	asmai-derivations
عَاطِفٌ	عاطف	عطف	عطف	Subject	asmai-derivations
عَاطِلٌ	عاطل	عطل	عطل	Subject	asmai-derivations
عاظَّ	عاظ	عاظ	عاظ	صحيح	qutrub
عاظَلَ	عاظل	عاظل	عاظل	صحيح	qutrub
عافَ	عاف	عاف	عاف	"أجوف واوي"	qutrub
عافَى	عافا	عافا	عافا	ناقص	qutrub
عافَرَ	عافر	عافر	عافر	صحيح	qutrub
عافَسَ	عافس	عافس	عافس	صحيح	qutrub
عافَقَ	عافق	عافق	عافق	صحيح	qutrub
عَافِي	عافي	عفا	عفا	Subject	asmai-derivations
عاقَ	عاق	عاق	عاق	"أجوف واوي"	qutrub
عَاقٌّ	عاق	عق	عق	Subject	asmai-derivations
عاقَبَ	عاقب	عاقب	عاقب	صحيح	qutrub
عاقب	عاقب	عاقب	عقب	derived	sarf-derivations
عَاقِبٌ	عاقب	عقب	عقب	Subject	asmai-derivations
عاقبة	عاقبة	عاقبة	عقب	derived	sarf-derivations
عاقبتم	عاقبتم	عاقب	عقب	derived	sarf-derivations
عاقبتهما	عاقبتهما	عاقبة	عقب	derived	sarf-derivations
عاقَدَ	عاقد	عاقد	عاقد	صحيح	qutrub
عَاقِدٌ	عاقد	عقد	عقد	Subject	asmai-derivations
عاقَرَ	عاقر	عاقر	عاقر	صحيح	qutrub
عاقر	عاقر	عاقر	عقر	derived	sarf-derivations
عاقرا	عاقرا	عاقر	عقر	derived	sarf-derivations
عاقَلَ	عاقل	عاقل	عاقل	صحيح	qutrub
عَاقِلٌ	عاقل	عقل	عقل	Subject	asmai-derivations
عاقَمَ	عاقم	عاقم	عاقم	صحيح	qutrub
عاكَ	عاك	عاك	عاك	"أجوف واوي"	qutrub
عاكَسَ	عاكس	عاكس	عاكس	صحيح	qutrub
عَاكِسٌ	عاكس	عكس	عكس	Subject	asmai-derivations
عاكَظَ	عاكظ	عاكظ	عاكظ	صحيح	qutrub
عَاكِفٌ	عاكف	عكف	عكف	Subject	asmai-derivations
عاكفا	عاكفا	عاكف	عكف	derived	sarf-derivations
عاكفون	عاكفون	عاكف	عكف	derived	sarf-derivations
عاكفين	عاكفين	عاكف	عكف	derived	sarf-derivations
عالَ	عال	عال	عال	"أجوف واوي"	qutrub
عالَى	عالا	عالا	عالا	ناقص	qutrub
عالَثَ	عالث	عالث	عالث	صحيح	qutrub
عالَجَ	عالج	عالج	عالج	صحيح	qutrub
عالَقَ	عالق	عالق	عالق	صحيح	qutrub
عالَمَ	عالم	عالم	عالم	صحيح	qutrub
عالم	عالم	عالم	علم	derived	sarf-derivations
عَالِمٌ	عالم	علم	علم	Subject	asmai-derivations
عالمين	عالمين	عالمين		derived	sarf-derivations
عالَنَ	عالن	عالن	عالن	صحيح	qutrub
عَالِنٌ	عالن	علن	علن	Subject	asmai-derivations
عَالِي	عالي	علا	علا	Subject	asmai-derivations
عاليا	عاليا	عالي	علو	derived	sarf-derivations
عالية	عالية	عالية	علو	derived	sarf-derivations
عالين	عالين	عالي	علو	derived	sarf-derivations
عاليها	عاليها	عاليها		derived	sarf-derivations
عاليهم	عاليهم	عاليهم		derived	sarf-derivations
عامَ	عام	عام	عام	"أجوف واوي"	qutrub
عام	عام	عام	عوم	derived	sarf-derivations
عَامٌّ	عام	عم	عم	Subject	asmai-derivations
عاما	عاما	عام	عوم	derived	sarf-derivations
عَامِرٌ	عامر	عمر	عمر	Subject	asmai-derivations
عامَسَ	عامس	عامس	عامس	صحيح	qutrub
عامَلَ	عامل	عامل	عامل	صحيح	qutrub
عامل	عامل	عامل	عمل	derived	sarf-derivations
عَامِلٌ	عامل	عمل	عمل	Subject	asmai-derivations
عاملة	عاملة	عاملة		derived	sarf-derivations
عاملون	عاملون	عاملون		derived	sarf-derivations
عامهم	عامهم	عام	عوم	derived	sarf-derivations
عامين	عامين	عامين		derived	sarf-derivations
عانَ	عان	عان	عان	"أجوف واوي"	qutrub
عانَى	عانا	عانا	عانا	ناقص	qutrub
عانَدَ	عاند	عاند	عاند	صحيح	qutrub
عَانِدٌ	عاند	عند	عند	Subject	asmai-derivations
عَانِسٌ	عانس	عنس	عنس	Subject	asmai-derivations
عانَقَ	عانق	عانق	عانق	صحيح	qutrub
عاهَ	عاه	عاه	عاه	"أجوف واوي"	qutrub
عاهَدَ	عاهد	عاهد	عاهد	صحيح	qutrub
عاهد	عاهد	عاهد	عهد	derived	sarf-derivations
عاهدت	عاهدت	عاهد	عهد	derived	sarf-derivations
عاهدتم	عاهدتم	عاهد	عهد	derived	sarf-derivations
عاهدوا	عاهدوا	عاهد	عهد	derived	sarf-derivations
عاهَرَ	عاهر	عاهر	عاهر	صحيح	qutrub
عَاهِرٌ	عاهر	عهر	عهر	Subject	asmai-derivations
عاوَى	عاوا	عاوا	عاوا	ناقص	qutrub
عاوَدَ	عاود	عاود	عاود	صحيح	qutrub
عاوَرَ	عاور	عاور	عاور	صحيح	qutrub
عاوَضَ	عاوض	عاوض	عاوض	صحيح	qutrub
عاوَمَ	عاوم	عاوم	عاوم	صحيح	qutrub
عاوَنَ	عاون	عاون	عاون	صحيح	qutrub
عَاوِي	عاوي	عوا	عوا	Subject	asmai-derivations
عايا	عايا	عايا	عايا	صحيح	qutrub
عايَرَ	عاير	عاير	عاير	صحيح	qutrub
عايَشَ	عايش	عايش	عايش	صحيح	qutrub
عايَنَ	عاين	عاين	عاين	صحيح	qutrub
عَبَّ	عب	عب	عب	صحيح	qutrub
عَبٌّ	عب	عب	عب	Added	asmai-derivations
عَبَّأَ	عبا	عبا	عبء	صحيح	qutrub
عَبَّى	عبا	عبا	عبا	ناقص	qutrub
عُبَابٌ	عباب	عب	عب	Added	asmai-derivations
عباد	عباد	عبد	عبد	derived	sarf-derivations
عبادا	عبادا	عبد	عبد	derived	sarf-derivations
عبادتكم	عبادتكم	عبادة	عبد	derived	sarf-derivations
عبادته	عبادته	عبادة	عبد	derived	sarf-derivations
عبادتي	عبادتي	عبادة	عبد	derived	sarf-derivations
عبادك	عبادك	عبد	عبد	derived	sarf-derivations
عبادكم	عبادكم	عبد	عبد	derived	sarf-derivations
عبادنا	عبادنا	عبد	عبد	derived	sarf-derivations
عباده	عباده	عبد	عبد	derived	sarf-derivations
عبادي	عبادي	عبد	عبد	derived	sarf-derivations
عِبَارَةٌ	عبارة	عبر	عبر	Added	asmai-derivations
عَبِثَ	عبث	عبث	عبث	صحيح	qutrub
عَبَثٌ	عبث	عبث	عبث	Added	asmai-derivations
عبثا	عبثا	عبث	عبث	derived	sarf-derivations
عَبَّدَ	عبد	عبد	عبد	صحيح	qutrub
عبد	عبد	عبد	عبد	derived	sarf-derivations
عبدا	عبدا	عبد	عبد	derived	sarf-derivations
عبدت	عبدت	عبد	عبد	derived	sarf-derivations
عبدتم	عبدتم	عبد	عبد	derived	sarf-derivations
عبدنا	عبدنا	عبد	عبد	derived	sarf-derivations
عبدناهم	عبدناهم	عبد	عبد	derived	sarf-derivations
عبده	عبده	عبد	عبد	derived	sarf-derivations
عبدين	عبدين	عبد		derived	sarf-derivations
عَبَّرَ	عبر	عبر	عبر	صحيح	qutrub
عَبْرٌ	عبر	عبر	عبر	Added	asmai-derivations
عبرة	عبرة	عبرة	عبر	derived	sarf-derivations
