word	root	source
جذف	جذف	qalsadi-verbs
جذل	جذل	qalsadi-verbs
جذم	جذم	qalsadi-verbs
جر	جرر	qalsadi-verbs
جرء	جرا	qalsadi-verbs
جرا	جرا	qalsadi-verbs
جرا	جري	qalsadi-verbs
جرب	جرب	qalsadi-verbs
جرج	جرج	qalsadi-verbs
جرجر	جرجر	qalsadi-verbs
جرح	جرح	qalsadi-verbs
جرد	جرد	qalsadi-verbs
جرذ	جرذ	qalsadi-verbs
جرر	جرر	qalsadi-verbs
جرز	جرز	qalsadi-verbs
جرس	جرس	qalsadi-verbs
جرش	جرش	qalsadi-verbs
جرع	جرع	qalsadi-verbs
جرف	جرف	qalsadi-verbs
جرم	جرم	qalsadi-verbs
جز	جزز	qalsadi-verbs
جزا	جزا	qalsadi-verbs
جزا	جزي	qalsadi-verbs
جزر	جزر	qalsadi-verbs
جزز	جزز	qalsadi-verbs
جزع	جزع	qalsadi-verbs
جزف	جزف	qalsadi-verbs
جزل	جزل	qalsadi-verbs
جزم	جزم	qalsadi-verbs
جس	جسس	qalsadi-verbs
جسد	جسد	qalsadi-verbs
جسر	جسر	qalsadi-verbs
جسم	جسم	qalsadi-verbs
جش	جشش	qalsadi-verbs
جشا	جشا	qalsadi-verbs
جشع	جشع	qalsadi-verbs
جشم	جشم	qalsadi-verbs
جص	جصص	qalsadi-verbs
جصص	جصص	qalsadi-verbs
جعب	جعب	qalsadi-verbs
جعجع	جعجع	qalsadi-verbs
جعد	جعد	qalsadi-verbs
جعل	جعل	qalsadi-verbs
جف	جفف	qalsadi-verbs
جفا	جفو	qalsadi-verbs
جفر	جفر	qalsadi-verbs
جفف	جفف	qalsadi-verbs
جفل	جفل	qalsadi-verbs
جفن	جفن	qalsadi-verbs
جل	جلل	qalsadi-verbs
جلا	جلو	qalsadi-verbs
جلا	جلي	qalsadi-verbs
جلب	جلب	qalsadi-verbs
جلبب	جلبب	qalsadi-verbs
جلجل	جلجل	qalsadi-verbs
جلخ	جلخ	qalsadi-verbs
جلد	جلد	qalsadi-verbs
جلس	جلس	qalsadi-verbs
جلط	جلط	qalsadi-verbs
جلف	جلف	qalsadi-verbs
جلل	جلل	qalsadi-verbs
جلي	جلي	qalsadi-verbs
جم	جمم	qalsadi-verbs
جمجم	جمجم	qalsadi-verbs
جمح	جمح	qalsadi-verbs
جمد	جمد	qalsadi-verbs
جمر	جمر	qalsadi-verbs
جمز	جمز	qalsadi-verbs
جمع	جمع	qalsadi-verbs
جمل	جمل	qalsadi-verbs
جمم	جمم	qalsadi-verbs
جمهر	جمهر	qalsadi-verbs
جن	جنن	qalsadi-verbs
جنا	جني	qalsadi-verbs
جنب	جنب	qalsadi-verbs
جنح	جنح	qalsadi-verbs
جند	جند	qalsadi-verbs
جندل	جندل	qalsadi-verbs
جنس	جنس	qalsadi-verbs
جنن	جنن	qalsadi-verbs
جني	جني	qalsadi-verbs
جهد	جهد	qalsadi-verbs
جهر	جهر	qalsadi-verbs
جهز	جهز	qalsadi-verbs
جهش	جهش	qalsadi-verbs
جهل	جهل	qalsadi-verbs
جهم	جهم	qalsadi-verbs
جهور	جهور	qalsadi-verbs
جوب	جوب	qalsadi-verbs
جود	جود	qalsadi-verbs
جورب	جورب	qalsadi-verbs
جوز	جوز	qalsadi-verbs
جوع	جوع	qalsadi-verbs
جوف	جوف	qalsadi-verbs
جوق	جوق	qalsadi-verbs
جول	جول	qalsadi-verbs
جوي	جوي	qalsadi-verbs
جيب	جيب	qalsadi-verbs
جيد	جيد	qalsadi-verbs
جير	جير	qalsadi-verbs
جيش	جيش	qalsadi-verbs
جيف	جيف	qalsadi-verbs
حاب	حبب	qalsadi-verbs
حابا	حبو	qalsadi-verbs
حابس	حبس	qalsadi-verbs
حات	حوت	qalsadi-verbs
حاث	حثث	qalsadi-verbs
حاج	حجج	qalsadi-verbs
حاج	حوج	qalsadi-verbs
حاجا	حجو	qalsadi-verbs
حاد	حود	qalsadi-verbs
حاد	حيد	qalsadi-verbs
حاد	جذر	qalsadi-verbs
حادث	حدث	qalsadi-verbs
حاذا	حذي	qalsadi-verbs
حاذر	حذر	qalsadi-verbs
حار	حور	qalsadi-verbs
حار	حير	qalsadi-verbs
حارب	حرب	qalsadi-verbs
حاز	حوز	qalsadi-verbs
حاز	حيز	qalsadi-verbs
حازب	حزب	qalsadi-verbs
حاسب	حسب	qalsadi-verbs
حاسن	حسن	qalsadi-verbs
حاش	حوش	qalsadi-verbs
حاشا	حشي	qalsadi-verbs
حاصر	حصر	qalsadi-verbs
حاض	حوض	qalsadi-verbs
حاض	حيض	qalsadi-verbs
حاض	جذر	qalsadi-verbs
حاضر	حضر	qalsadi-verbs
حاط	حوط	qalsadi-verbs
حاف	حوف	qalsadi-verbs
حاف	حيف	qalsadi-verbs
حافا	حفو	qalsadi-verbs
حافر	حفر	qalsadi-verbs
حافظ	حفظ	qalsadi-verbs
حاق	حقق	qalsadi-verbs
حاق	حوق	qalsadi-verbs
حاق	حيق	qalsadi-verbs
حاك	حكك	qalsadi-verbs
حاك	حوك	qalsadi-verbs
حاك	حيك	qalsadi-verbs
حاكا	حكي	qalsadi-verbs
حاكم	حكم	qalsadi-verbs
حال	حيل	qalsadi-verbs
حال	حول	qalsadi-verbs
حالب	حلب	qalsadi-verbs
حالف	حلف	qalsadi-verbs
حام	حوم	qalsadi-verbs
حاما	حمي	qalsadi-verbs
حان	حين	qalsadi-verbs
حاور	حور	qalsadi-verbs
حاول	حول	qalsadi-verbs
حايد	حيد	qalsadi-verbs
حب	حبب	qalsadi-verbs
حبا	حبو	qalsadi-verbs
حبب	حبب	qalsadi-verbs
حبذ	حبذ	qalsadi-verbs
حبر	حبر	qalsadi-verbs
حبس	حبس	qalsadi-verbs
حبض	حبض	qalsadi-verbs
حبط	حبط	qalsadi-verbs
حبق	حبق	qalsadi-verbs
حبك	حبك	qalsadi-verbs
حبل	حبل	qalsadi-verbs
حت	حتت	qalsadi-verbs
حتم	حتم	qalsadi-verbs
حث	حثث	qalsadi-verbs
حثا	حثو	qalsadi-verbs
حثث	حثث	qalsadi-verbs
حج	حجج	qalsadi-verbs
حجا	حجو	qalsadi-verbs
حجب	حجب	qalsadi-verbs
حجر	حجر	qalsadi-verbs
حجز	حجز	qalsadi-verbs
حجل	حجل	qalsadi-verbs
حجم	حجم	qalsadi-verbs
حد	حدد	qalsadi-verbs
حدا	حدو	qalsadi-verbs
حدب	حدب	qalsadi-verbs
حدث	حدث	qalsadi-verbs
حدج	حدج	qalsadi-verbs
حدد	حدد	qalsadi-verbs
حدر	حدر	qalsadi-verbs
حدس	حدس	qalsadi-verbs
حدق	حدق	qalsadi-verbs
حدم	حدم	qalsadi-verbs
حدي	حدي	qalsadi-verbs
حذ	حذذ	qalsadi-verbs
حذا	حذو	qalsadi-verbs
حذا	حذي	qalsadi-verbs
حذر	حذر	qalsadi-verbs
حذف	حذف	qalsadi-verbs
حذق	حذق	qalsadi-verbs
حذلق	حذلق	qalsadi-verbs
حر	حرر	qalsadi-verbs
حرا	حرو	qalsadi-verbs
حرا	حري	qalsadi-verbs
حرب	حرب	qalsadi-verbs
حرث	حرث	qalsadi-verbs
حرج	حرج	qalsadi-verbs
حرد	حرد	qalsadi-verbs
حرر	حرر	qalsadi-verbs
حرز	حرز	qalsadi-verbs
حرس	حرس	qalsadi-verbs
حرش	حرش	qalsadi-verbs
حرص	حرص	qalsadi-verbs
حرض	حرض	qalsadi-verbs
حرف	حرف	qalsadi-verbs
حرق	حرق	qalsadi-verbs
حرك	حرك	qalsadi-verbs
حرم	حرم	qalsadi-verbs
حرن	حرن	qalsadi-verbs
حز	حزز	qalsadi-verbs
حزب	حزب	qalsadi-verbs
حزر	حزر	qalsadi-verbs
حزز	حزز	qalsadi-verbs
حزق	حزق	qalsadi-verbs
حزم	حزم	qalsadi-verbs
حزن	حزن	qalsadi-verbs
حس	حسس	qalsadi-verbs
حسا	حسو	qalsadi-verbs
حسا	حسي	qalsadi-verbs
حسب	حسب	qalsadi-verbs
حسحس	حسحس	qalsadi-verbs
حسد	حسد	qalsadi-verbs
حسر	حسر	qalsadi-verbs
حسس	حسس	qalsadi-verbs
حسف	حسف	qalsadi-verbs
حسك	حسك	qalsadi-verbs
حسم	حسم	qalsadi-verbs
حسن	حسن	qalsadi-verbs
حش	حشش	qalsadi-verbs
حشا	حشو	qalsadi-verbs
حشا	حشي	qalsadi-verbs
حشحش	حشحش	qalsadi-verbs
حشد	حشد	qalsadi-verbs
حشر	حشر	qalsadi-verbs
حشرج	حشرج	qalsadi-verbs
حشف	حشف	qalsadi-verbs
حشك	حشك	qalsadi-verbs
حشم	حشم	qalsadi-verbs
حص	حصص	qalsadi-verbs
حصا	حصي	qalsadi-verbs
حصب	حصب	qalsadi-verbs
حصحص	حصحص	qalsadi-verbs
حصد	حصد	qalsadi-verbs
حصر	حصر	qalsadi-verbs
حصرم	حصرم	qalsadi-verbs
حصص	حصص	qalsadi-verbs
حصف	حصف	qalsadi-verbs
حصل	حصل	qalsadi-verbs
حصن	حصن	qalsadi-verbs
حصي	حصي	qalsadi-verbs
حض	حضض	qalsadi-verbs
حضر	حضر	qalsadi-verbs
حضض	حضض	qalsadi-verbs
حضن	حضن	qalsadi-verbs
حط	حطط	qalsadi-verbs
حطا	حطا	qalsadi-verbs
حطب	حطب	qalsadi-verbs
حطم	حطم	qalsadi-verbs
حظ	حظظ	qalsadi-verbs
حظر	حظر	qalsadi-verbs
حظي	حظو	qalsadi-verbs
حف	حفف	qalsadi-verbs
حفحف	حفحف	qalsadi-verbs
حفر	حفر	qalsadi-verbs
حفز	حفز	qalsadi-verbs
حفص	حفص	qalsadi-verbs
حفض	حفض	qalsadi-verbs
حفظ	حفظ	qalsadi-verbs
حفف	حفف	qalsadi-verbs
حفل	حفل	qalsadi-verbs
حفن	حفن	qalsadi-verbs
حفي	حفي	qalsadi-verbs
حفي	حفو	qalsadi-verbs
حق	حقق	qalsadi-verbs
حقا	حقو	qalsadi-verbs
حقب	حقب	qalsadi-verbs
حقد	حقد	qalsadi-verbs
حقر	حقر	qalsadi-verbs
حقق	حقق	qalsadi-verbs
حقل	حقل	qalsadi-verbs
حقن	حقن	qalsadi-verbs
حك	حكك	qalsadi-verbs
حكا	حكي	qalsadi-verbs
حكر	حكر	qalsadi-verbs
حكم	حكم	qalsadi-verbs
حل	حلل	qalsadi-verbs
حلا	حلو	qalsadi-verbs
حلا	حلي	qalsadi-verbs
حلب	حلب	qalsadi-verbs
حلج	حلج	qalsadi-verbs
حلحل	حلحل	qalsadi-verbs
حلس	حلس	qalsadi-verbs
حلف	حلف	qalsadi-verbs
حلق	حلق	qalsadi-verbs
حلقم	حلقم	qalsadi-verbs
حلك	حلك	qalsadi-verbs
حلل	حلل	qalsadi-verbs
حلم	حلم	qalsadi-verbs
حلو	حلو	qalsadi-verbs
حلي	حلي	qalsadi-verbs
حم	حمم	qalsadi-verbs
حما	حمي	qalsadi-verbs
حمحم	حمحم	qalsadi-verbs
حمد	حمد	qalsadi-verbs
حمدل	حمدل	qalsadi-verbs
حمر	حمر	qalsadi-verbs
حمس	حمس	qalsadi-verbs
حمص	حمص	qalsadi-verbs
حمض	حمض	qalsadi-verbs
حمق	حمق	qalsadi-verbs
حمل	حمل	qalsadi-verbs
حملق	حملق	qalsadi-verbs
حمم	حمم	qalsadi-verbs
حمي	حمي	qalsadi-verbs
حن	حنن	qalsadi-verbs
حنا	حنو	qalsadi-verbs
حنا	حني	qalsadi-verbs
حنبل	حنبل	qalsadi-verbs
حنث	حنث	qalsadi-verbs
حنجر	حنجر	qalsadi-verbs
حنش	حنش	qalsadi-verbs
حنط	حنط	qalsadi-verbs
حنظل	حنظل	qalsadi-verbs
حنف	حنف	qalsadi-verbs
حنق	حنق	qalsadi-verbs
حنك	حنك	qalsadi-verbs
حنن	حنن	qalsadi-verbs
حوا	حوي	qalsadi-verbs
حوج	حوج	qalsadi-verbs
حوجل	حجل	qalsadi-verbs
حور	حور	qalsadi-verbs
حوز	حوز	qalsadi-verbs
حوش	حوش	qalsadi-verbs
حوصل	حصل	qalsadi-verbs
حوض	حوض	qalsadi-verbs
حوط	حوط	qalsadi-verbs
حوف	حوف	qalsadi-verbs
حوق	حوق	qalsadi-verbs
حوقل	حوقل	qalsadi-verbs
حول	حول	qalsadi-verbs
حوم	حوم	qalsadi-verbs
حوي	حوي	qalsadi-verbs
حي	حيي	qalsadi-verbs
حيا	حيي	qalsadi-verbs
حيد	حيد	qalsadi-verbs
حير	حير	qalsadi-verbs
حيض	حيض	qalsadi-verbs
حيعل	حيعل	qalsadi-verbs
حين	حين	qalsadi-verbs
حيي	حيي	qalsadi-verbs
خاب	خيب	qalsadi-verbs
خابر	خبر	qalsadi-verbs
خات	خيت	qalsadi-verbs
خاتل	ختل	qalsadi-verbs
خاتن	ختن	qalsadi-verbs
خادع	خدع	qalsadi-verbs
خادن	خدن	qalsadi-verbs
خاذل	خذل	qalsadi-verbs
خار	خور	qalsadi-verbs
خار	خير	qalsadi-verbs
خاشن	خشن	qalsadi-verbs
خاصر	خصر	qalsadi-verbs
خاصم	خصم	qalsadi-verbs
خاض	خوض	qalsadi-verbs
خاضع	خضع	qalsadi-verbs
خاط	خيط	qalsadi-verbs
خاطب	خطب	qalsadi-verbs
خاطر	خطر	qalsadi-verbs
خاف	خوف	qalsadi-verbs
خافت	خفت	qalsadi-verbs
خال	خول	qalsadi-verbs
خال	خيل	qalsadi-verbs
خالج	خلج	qalsadi-verbs
خالس	خلس	qalsadi-verbs
خالص	خلص	qalsadi-verbs
خالط	خلط	qalsadi-verbs
خالع	خلع	qalsadi-verbs
خالف	خلف	qalsadi-verbs
خالق	خلق	qalsadi-verbs
خامر	خمر	qalsadi-verbs
خان	خون	qalsadi-verbs
خاير	خير	qalsadi-verbs
خايل	خيل	qalsadi-verbs
خب	خبب	qalsadi-verbs
خبا	خبا	qalsadi-verbs
خبا	خبو	qalsadi-verbs
خبث	خبث	qalsadi-verbs
خبر	خبر	qalsadi-verbs
خبز	خبز	qalsadi-verbs
خبص	خبص	qalsadi-verbs
خبط	خبط	qalsadi-verbs
خبل	خبل	qalsadi-verbs
ختر	ختر	qalsadi-verbs
ختل	ختل	qalsadi-verbs
ختم	ختم	qalsadi-verbs
ختن	ختن	qalsadi-verbs
خثر	خثر	qalsadi-verbs
خجل	خجل	qalsadi-verbs
خد	خدد	qalsadi-verbs
خدد	خدد	qalsadi-verbs
خدر	خدر	qalsadi-verbs
خدش	خدش	qalsadi-verbs
خدع	خدع	qalsadi-verbs
خدل	خدل	qalsadi-verbs
خدم	خدم	qalsadi-verbs
خذ	خذذ	qalsadi-verbs
خذرف	خذرف	qalsadi-verbs
خذل	خذل	qalsadi-verbs
خر	خرر	qalsadi-verbs
خرب	خرب	qalsadi-verbs
خربش	خربش	qalsadi-verbs
خرت	خرت	qalsadi-verbs
خرج	خرج	qalsadi-verbs
خرخر	خرخر	qalsadi-verbs
خرد	خرد	qalsadi-verbs
خرز	خرز	qalsadi-verbs
خرس	خرس	qalsadi-verbs
خرش	خرش	qalsadi-verbs
خرشف	خرشف	qalsadi-verbs
خرص	خرص	qalsadi-verbs
خرط	خرط	qalsadi-verbs
خرع	خرع	qalsadi-verbs
خرف	خرف	qalsadi-verbs
خرق	خرق	qalsadi-verbs
خرم	خرم	qalsadi-verbs
خز	خزز	qalsadi-verbs
خزا	خزو	qalsadi-verbs
خزا	خزي	qalsadi-verbs
خزر	خزر	qalsadi-verbs
خزف	خزف	qalsadi-verbs
خزق	خزق	qalsadi-verbs
خزل	خزل	qalsadi-verbs
خزن	خزن	qalsadi-verbs
خزي	خزي	qalsadi-verbs
خس	خسس	qalsadi-verbs
خسا	خسا	qalsadi-verbs
خسر	خسر	qalsadi-verbs
خسس	خسس	qalsadi-verbs
خسف	خسف	qalsadi-verbs
خش	خشش	qalsadi-verbs
خشا	خشي	qalsadi-verbs
خشب	خشب	qalsadi-verbs
خشخش	خشخش	qalsadi-verbs
خشع	خشع	qalsadi-verbs
خشف	خشف	qalsadi-verbs
خشم	خشم	qalsadi-verbs
خشن	خشن	qalsadi-verbs
خشي	خشي	qalsadi-verbs
خص	خصص	qalsadi-verbs
خصا	خصي	qalsadi-verbs
خصب	خصب	qalsadi-verbs
خصخص	خصخص	qalsadi-verbs
خصر	خصر	qalsadi-verbs
خصص	خصص	qalsadi-verbs
خصف	خصف	qalsadi-verbs
خصل	خصل	qalsadi-verbs
خصم	خصم	qalsadi-verbs
خضب	خضب	qalsadi-verbs
خضر	خضر	qalsadi-verbs
خضع	خضع	qalsadi-verbs
خضم	خضم	qalsadi-verbs
خط	خطط	qalsadi-verbs
خطء	خطا	qalsadi-verbs
خطا	خطا	qalsadi-verbs
خطا	خطو	qalsadi-verbs
خطا	خطي	qalsadi-verbs
خطب	خطب	qalsadi-verbs
خطر	خطر	qalsadi-verbs
خطط	خطط	qalsadi-verbs
خطف	خطف	qalsadi-verbs
خطل	خطل	qalsadi-verbs
خطم	خطم	qalsadi-verbs
خف	خفف	qalsadi-verbs
خفا	خفي	qalsadi-verbs
خفت	خفت	qalsadi-verbs
خفخف	خفخف	qalsadi-verbs
خفر	خفر	qalsadi-verbs
خفض	خفض	qalsadi-verbs
خفف	خفف	qalsadi-verbs
خفق	خفق	qalsadi-verbs
خفي	خفي	qalsadi-verbs
خل	خلل	qalsadi-verbs
خلا	خلو	qalsadi-verbs
خلا	خلي	qalsadi-verbs
خلب	خلب	qalsadi-verbs
خلخل	خلخل	qalsadi-verbs
خلد	خلد	qalsadi-verbs
خلس	خلس	qalsadi-verbs
خلص	خلص	qalsadi-verbs
خلط	خلط	qalsadi-verbs
خلع	خلع	qalsadi-verbs
خلف	خلف	qalsadi-verbs
خلق	خلق	qalsadi-verbs
خلل	خلل	qalsadi-verbs
خم	خمم	qalsadi-verbs
خمج	خمج	qalsadi-verbs
خمد	خمد	qalsadi-verbs
خمر	خمر	qalsadi-verbs
خمس	خمس	qalsadi-verbs
خمش	خمش	qalsadi-verbs
خمص	خمص	qalsadi-verbs
خمل	خمل	qalsadi-verbs
خمن	خمن	qalsadi-verbs
خن	خنن	qalsadi-verbs
خنا	خنو	qalsadi-verbs
خنث	خنث	qalsadi-verbs
خنخن	خنخن	qalsadi-verbs
خندق	خندق	qalsadi-verbs
خنز	خنز	qalsadi-verbs
خنس	خنس	qalsadi-verbs
خنع	خنع	qalsadi-verbs
خنف	خنف	qalsadi-verbs
خنق	خنق	qalsadi-verbs
خني	خني	qalsadi-verbs
خوا	خوي	qalsadi-verbs
خور	خور	qalsadi-verbs
خوص	خوص	qalsadi-verbs
خوصص	خصخص	qalsadi-verbs
خوض	خوض	qalsadi-verbs
خوف	خوف	qalsadi-verbs
خول	خول	qalsadi-verbs
خون	خون	qalsadi-verbs
خوي	خوي	qalsadi-verbs
خيب	خيب	qalsadi-verbs
خير	خير	qalsadi-verbs
خيط	خيط	qalsadi-verbs
خيل	خيل	qalsadi-verbs
خيم	خيم	qalsadi-verbs
داب	داب	qalsadi-verbs
دابر	دبر	qalsadi-verbs
داث	ديث	qalsadi-verbs
داجا	دجي	qalsadi-verbs
داجن	دجن	qalsadi-verbs
داح	دوح	qalsadi-verbs
داخل	دخل	qalsadi-verbs
داد	دود	qalsadi-verbs
دار	دور	qalsadi-verbs
دارا	درا	qalsadi-verbs
دارا	دري	qalsadi-verbs
دارس	درس	qalsadi-verbs
دارك	درك	qalsadi-verbs
داس	دوس	qalsadi-verbs
داص	ديص	qalsadi-verbs
داعا	دعي	qalsadi-verbs
داعب	دعب	qalsadi-verbs
داعس	دعس	qalsadi-verbs
داعك	دعك	qalsadi-verbs
داغش	دغش	qalsadi-verbs
داف	دوف	qalsadi-verbs
دافع	دفع	qalsadi-verbs
داك	ديك	qalsadi-verbs
دال	دال	qalsadi-verbs
دال	دول	qalsadi-verbs
دالس	دلس	qalsadi-verbs
دالك	دلك	qalsadi-verbs
دام	دام	qalsadi-verbs
دام	دوم	qalsadi-verbs
دامج	دمج	qalsadi-verbs
دامس	دمس	qalsadi-verbs
دان	دون	qalsadi-verbs
دان	دين	qalsadi-verbs
دانا	دنو	qalsadi-verbs
داه	دوه	qalsadi-verbs
داها	دهي	qalsadi-verbs
داهر	دهر	qalsadi-verbs
داهم	دهم	qalsadi-verbs
داهن	دهن	qalsadi-verbs
داوا	دوي	qalsadi-verbs
داور	دور	qalsadi-verbs
داول	دول	qalsadi-verbs
داوم	دوم	qalsadi-verbs
داين	دين	qalsadi-verbs
دب	دبب	qalsadi-verbs
دبج	دبج	qalsadi-verbs
دبح	دبح	qalsadi-verbs
دبخ	دبخ	qalsadi-verbs
دبدب	دبدب	qalsadi-verbs
دبر	دبر	qalsadi-verbs
دبس	دبس	qalsadi-verbs
دبش	دبش	qalsadi-verbs
دبغ	دبغ	qalsadi-verbs
دبق	دبق	qalsadi-verbs
دبل	دبل	qalsadi-verbs
دبلج	دبلج	qalsadi-verbs
دثر	دثر	qalsadi-verbs
دج	دجج	qalsadi-verbs
دجا	دجو	qalsadi-verbs
دجج	دجج	qalsadi-verbs
دجدج	دجدج	qalsadi-verbs
دجر	دجر	qalsadi-verbs
دجل	دجل	qalsadi-verbs
دجم	دجم	qalsadi-verbs
دجن	دجن	qalsadi-verbs
دح	دحح	qalsadi-verbs
دحا	دحو	qalsadi-verbs
دحر	دحر	qalsadi-verbs
دحرج	دحرج	qalsadi-verbs
دحس	دحس	qalsadi-verbs
دحص	دحص	qalsadi-verbs
دحض	دحض	qalsadi-verbs
دحق	دحق	qalsadi-verbs
دخس	دخس	qalsadi-verbs
دخل	دخل	qalsadi-verbs
دخن	دخن	qalsadi-verbs
در	درر	qalsadi-verbs
درا	درا	qalsadi-verbs
درا	دري	qalsadi-verbs
درب	درب	qalsadi-verbs
درج	درج	qalsadi-verbs
دردب	دردب	qalsadi-verbs
دردر	دردر	qalsadi-verbs
درز	درز	qalsadi-verbs
درس	درس	qalsadi-verbs
درع	درع	qalsadi-verbs
درق	درق	qalsadi-verbs
درك	درك	qalsadi-verbs
درم	درم	qalsadi-verbs
درن	درن	qalsadi-verbs
دروش	دروش	qalsadi-verbs
دس	دسس	qalsadi-verbs
دسا	دسو	qalsadi-verbs
دسر	دسر	qalsadi-verbs
دسس	دسس	qalsadi-verbs
دسع	دسع	qalsadi-verbs
دسق	دسق	qalsadi-verbs
دسم	دسم	qalsadi-verbs
دش	دشش	qalsadi-verbs
دشن	دشن	qalsadi-verbs
دع	دعع	qalsadi-verbs
دعا	دعو	qalsadi-verbs
دعب	دعب	qalsadi-verbs
دعث	دعث	qalsadi-verbs
دعدع	دعدع	qalsadi-verbs
دعر	دعر	qalsadi-verbs
دعس	دعس	qalsadi-verbs
دعص	دعص	qalsadi-verbs
دعق	دعق	qalsadi-verbs
دعك	دعك	qalsadi-verbs
دعم	دعم	qalsadi-verbs
دغدغ	دغدغ	qalsadi-verbs
دغر	دغر	qalsadi-verbs
دغش	دغش	qalsadi-verbs
دغص	دغص	qalsadi-verbs
دغل	دغل	qalsadi-verbs
دغم	دغم	qalsadi-verbs
دف	دفف	qalsadi-verbs
دفء	دفا	qalsadi-verbs
دفا	دفا	qalsadi-verbs
دفا	دفو	qalsadi-verbs
دفدف	دفدف	qalsadi-verbs
دفع	دفع	qalsadi-verbs
دفف	دفف	qalsadi-verbs
دفق	دفق	qalsadi-verbs
دفن	دفن	qalsadi-verbs
دق	دقق	qalsadi-verbs
دقدق	دقدق	qalsadi-verbs
دقق	دقق	qalsadi-verbs
دك	دكك	qalsadi-verbs
دكدك	دكدك	qalsadi-verbs
دكك	دكك	qalsadi-verbs
دكن	دكن	qalsadi-verbs
دل	دلل	qalsadi-verbs
دلا	دلو	qalsadi-verbs
دلج	دلج	qalsadi-verbs
دلدل	دلدل	qalsadi-verbs
دلس	دلس	qalsadi-verbs
دلع	دلع	qalsadi-verbs
دلف	دلف	qalsadi-verbs
دلق	دلق	qalsadi-verbs
دلك	دلك	qalsadi-verbs
دلل	دلل	qalsadi-verbs
دله	دله	qalsadi-verbs
دلي	دلي	qalsadi-verbs
دم	دمم	qalsadi-verbs
دما	دمي	qalsadi-verbs
دمث	دمث	qalsadi-verbs
دمج	دمج	qalsadi-verbs
دمدم	دمدم	qalsadi-verbs
دمر	دمر	qalsadi-verbs
دمس	دمس	qalsadi-verbs
دمع	دمع	qalsadi-verbs
دمغ	دمغ	qalsadi-verbs
دمل	دمل	qalsadi-verbs
دملج	دملج	qalsadi-verbs
دمم	دمم	qalsadi-verbs
دمن	دمن	qalsadi-verbs
دمي	دمي	qalsadi-verbs
دن	دنن	qalsadi-verbs
دنء	دنا	qalsadi-verbs
دنا	دنا	qalsadi-verbs
دنا	دنو	qalsadi-verbs
دندن	دندن	qalsadi-verbs
دنر	دنر	qalsadi-verbs
دنس	دنس	qalsadi-verbs
دنف	دنف	qalsadi-verbs
دنن	دنن	qalsadi-verbs
دني	دني	qalsadi-verbs
دها	دهو	qalsadi-verbs
دها	دهي	qalsadi-verbs
دهر	دهر	qalsadi-verbs
دهس	دهس	qalsadi-verbs
دهش	دهش	qalsadi-verbs
دهق	دهق	qalsadi-verbs
دهقن	دهقن	qalsadi-verbs
دهك	دهك	qalsadi-verbs
دهم	دهم	qalsadi-verbs
دهن	دهن	qalsadi-verbs
دهور	دهور	qalsadi-verbs
دهي	دهي	qalsadi-verbs
دوا	دوي	qalsadi-verbs
دوح	دوح	qalsadi-verbs
دوخ	دوخ	qalsadi-verbs
دود	دود	qalsadi-verbs
دور	دور	qalsadi-verbs
دوزن	دوزن	qalsadi-verbs
دوس	دوس	qalsadi-verbs
دوش	دوش	qalsadi-verbs
دول	دول	qalsadi-verbs
دوم	دوم	qalsadi-verbs
دون	دون	qalsadi-verbs
دوي	دوي	qalsadi-verbs
ديث	ديث	qalsadi-verbs
ديخ	ديخ	qalsadi-verbs
دين	دين	qalsadi-verbs
ذءب	ذاب	qalsadi-verbs
ذاب	ذاب	qalsadi-verbs
ذاب	ذوب	qalsadi-verbs
ذاد	ذود	qalsadi-verbs
ذاع	ذيع	qalsadi-verbs
ذاف	ذفف	qalsadi-verbs
ذاف	ذاف	qalsadi-verbs
ذاق	ذوق	qalsadi-verbs
ذاكر	ذكر	qalsadi-verbs
ذام	ذام	qalsadi-verbs
ذام	ذيم	qalsadi-verbs
ذاهن	ذهن	qalsadi-verbs
ذب	ذبب	qalsadi-verbs
ذبب	ذبب	qalsadi-verbs
ذبح	ذبح	qalsadi-verbs
ذبذب	ذبذب	qalsadi-verbs
ذبر	ذبر	qalsadi-verbs
ذبل	ذبل	qalsadi-verbs
ذح	ذحح	qalsadi-verbs
ذخر	ذخر	qalsadi-verbs
ذر	ذرر	qalsadi-verbs
ذرا	ذرا	qalsadi-verbs
ذرا	ذرو	qalsadi-verbs
ذرا	ذري	qalsadi-verbs
ذرب	ذرب	qalsadi-verbs
ذرح	ذرح	qalsadi-verbs
ذرذر	ذرذر	qalsadi-verbs
ذرع	ذرع	qalsadi-verbs
ذرف	ذرف	qalsadi-verbs
ذرق	ذرق	qalsadi-verbs
ذعذع	ذعذع	qalsadi-verbs
ذعر	ذعر	qalsadi-verbs
ذعف	ذعف	qalsadi-verbs
ذعن	ذعن	qalsadi-verbs
ذف	ذفف	qalsadi-verbs
ذفف	ذفف	qalsadi-verbs
ذقن	ذقن	qalsadi-verbs
ذكا	ذكو	qalsadi-verbs
ذكر	ذكر	qalsadi-verbs
ذكو	ذكو	qalsadi-verbs
ذكي	ذكي	qalsadi-verbs
ذل	ذلل	qalsadi-verbs
ذلف	ذلف	qalsadi-verbs
ذلق	ذلق	qalsadi-verbs
ذلل	ذلل	qalsadi-verbs
ذم	ذمم	qalsadi-verbs
