word	vocalized	type	category	source
فامامكما	فَأَمَامِكُمَا	اسم	ظرف مكان	compiled-forms-derived
فامامكن	فَأَمَامِكُنَّ	اسم	ظرف مكان	compiled-forms-derived
فامامنا	فَأَمَامِنَا	اسم	ظرف مكان	compiled-forms-derived
فامامه	فَأَمَامِهِ	اسم	ظرف مكان	compiled-forms-derived
فامامها	فَأَمَامِهَا	اسم	ظرف مكان	compiled-forms-derived
فامامهم	فَأَمَامِهِمْ	اسم	ظرف مكان	compiled-forms-derived
فامامهما	فَأَمَامِهِمَا	اسم	ظرف مكان	compiled-forms-derived
فامامهن	فَأَمَامِهِنَّ	اسم	ظرف مكان	compiled-forms-derived
فامامي	فَأَمَامِِي	اسم	ظرف مكان	compiled-forms-derived
فامد	فَأَمَد	اسم	ظرف زمان	compiled-forms-derived
فامس	فَأَمْس	اسم	ظرف زمان	compiled-forms-derived
فامسا	فَأَمْسَى	فعل	كان و أخواتها	compiled-forms-derived
فان	فان	حرف	كلمات شائعة	compiled-forms-derived
فانا	فَأَنَّا	حرف	ناصب ومنصوب	compiled-forms-derived
فاناك	فَأَنَّاكِ	حرف	ناصب ومنصوب	compiled-forms-derived
فاناكم	فَأَنَّاكُمْ	حرف	ناصب ومنصوب	compiled-forms-derived
فاناكما	فَأَنَّاكُمَا	حرف	ناصب ومنصوب	compiled-forms-derived
فاناكن	فَأَنَّاكُنَّ	حرف	ناصب ومنصوب	compiled-forms-derived
فانانا	فَأَنَّانَا	حرف	ناصب ومنصوب	compiled-forms-derived
فاناه	فَأَنَّاهُ	حرف	ناصب ومنصوب	compiled-forms-derived
فاناها	فَأَنَّاهَا	حرف	ناصب ومنصوب	compiled-forms-derived
فاناهم	فَأَنَّاهُمْ	حرف	ناصب ومنصوب	compiled-forms-derived
فاناهما	فَأَنَّاهُمَا	حرف	ناصب ومنصوب	compiled-forms-derived
فاناهن	فَأَنَّاهُنَّ	حرف	ناصب ومنصوب	compiled-forms-derived
فاناي	فَأَنَّاِي	حرف	ناصب ومنصوب	compiled-forms-derived
فانبرا	فَاِنْبَرَى	فعل	كاد و اخواتها	compiled-forms-derived
فانت	فَأَنْت	ضمير	ضمير منفصل	compiled-forms-derived
فانتم	فَأَنْتُم	ضمير	ضمير منفصل	compiled-forms-derived
فانتما	فَأَنْتُمَا	ضمير	ضمير منفصل	compiled-forms-derived
فانتن	فَأَنْتُنّ	ضمير	ضمير منفصل	compiled-forms-derived
فانشا	فَأَنْشَأ	فعل	كاد و اخواتها	compiled-forms-derived
فانقلب	فَاِنْقَلَب	فعل	كان و أخواتها	compiled-forms-derived
فانك	فَإِنّكِ	حرف	إن و أخواتها	compiled-forms-derived
فانكم	فَإِنّكُمْ	حرف	إن و أخواتها	compiled-forms-derived
فانكما	فَإِنّكُمَا	حرف	إن و أخواتها	compiled-forms-derived
فانكن	فَإِنّكُنَّ	حرف	إن و أخواتها	compiled-forms-derived
فانما	فَإِنَّمَا	حرف	كافة ومكفوفة	compiled-forms-derived
فاننا	فَإِنّنَا	حرف	إن و أخواتها	compiled-forms-derived
فانه	فانه	حرف	كلمات شائعة	compiled-forms-derived
فانها	فَإِنّهَا	حرف	إن و أخواتها	compiled-forms-derived
فانهم	فَإِنّهُمْ	حرف	إن و أخواتها	compiled-forms-derived
فانهما	فَإِنّهُمَا	حرف	إن و أخواتها	compiled-forms-derived
فانهن	فَإِنّهُنَّ	حرف	إن و أخواتها	compiled-forms-derived
فاني	فَإِنِّي	حرف	إن و أخواتها	compiled-forms-derived
فاه	فَاهُ	اسم	الأسماء الخمسة	compiled-forms-derived
فاها	فَاهَا	اسم	الأسماء الخمسة	compiled-forms-derived
فاهم	فَاهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
فاهما	فَاهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
فاهن	فَاهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
فاوشك	فَأَوْشَك	فعل	كاد و اخواتها	compiled-forms-derived
فاول	فَأَوَّل	اسم	ظرف زمان	compiled-forms-derived
فاولءك	فَأُولَئِك	اسم	اسم إشارة	compiled-forms-derived
فاولءكم	فَأُولَئِكُم	اسم	اسم إشارة	compiled-forms-derived
فاولاء	فَأُولَاء	اسم	اسم إشارة	compiled-forms-derived
فاولالك	فَأُولَالِك	اسم	اسم إشارة	compiled-forms-derived
فاوه	فَأَوَّه	اسم فعل	اسم فعل	compiled-forms-derived
فاي	فَإِي	حرف	حرف جواب	compiled-forms-derived
فايا	فَأَيَا	حرف	حرف نداء	compiled-forms-derived
فاياك	فَإِيَّاك	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياكم	فَإِيَّاكُم	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياكما	فَإِيَّاكُمَا	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياكن	فَإِيَّاكُنّ	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فايان	فَأَيَّان	اسم	ظرف زمان	compiled-forms-derived
فايانا	فَإِيَّانَا	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياه	فَإِيَّاه	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياها	فَإِيَّاهَا	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياهم	فَإِيَّاهُم	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياهما	فَإِيَّاهُمَا	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياهن	فَإِيَّاهُنّ	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاياي	فَإِيَّاي	ضمير	ضمير منفصل منصوب	compiled-forms-derived
فاية	فَأَيَّةِ	اسم	اسم إضافة	compiled-forms-derived
فايتك	فَأَيَّتِكِ	اسم	اسم إضافة	compiled-forms-derived
فايتكم	فَأَيَّتِكُمْ	اسم	اسم إضافة	compiled-forms-derived
فايتكما	فَأَيَّتِكُمَا	اسم	اسم إضافة	compiled-forms-derived
فايتكن	فَأَيَّتِكُنَّ	اسم	اسم إضافة	compiled-forms-derived
فايتنا	فَأَيَّتِنَا	اسم	اسم إضافة	compiled-forms-derived
فايته	فَأَيَّتِهِ	اسم	اسم إضافة	compiled-forms-derived
فايتها	فَأَيَّتِهَا	اسم	اسم إضافة	compiled-forms-derived
فايتهم	فَأَيَّتِهِمْ	اسم	اسم إضافة	compiled-forms-derived
فايتهما	فَأَيَّتِهِمَا	اسم	اسم إضافة	compiled-forms-derived
فايتهن	فَأَيَّتِهِنَّ	اسم	اسم إضافة	compiled-forms-derived
فايتي	فَأَيَّتِِي	اسم	اسم إضافة	compiled-forms-derived
فايضا	فَأَيْضا	اسم	توكيد	compiled-forms-derived
فايك	فَأَيِّكِ	اسم	اسم إضافة	compiled-forms-derived
فايكم	فَأَيِّكُمْ	اسم	اسم إضافة	compiled-forms-derived
فايكما	فَأَيِّكُمَا	اسم	اسم إضافة	compiled-forms-derived
فايكن	فَأَيِّكُنَّ	اسم	اسم إضافة	compiled-forms-derived
فاين	فَأَيْن	اسم	ظرف مكان	compiled-forms-derived
فاينا	فَأَيِّنَا	اسم	اسم إضافة	compiled-forms-derived
فاينما	فَأَيْنَمَا	اسم	اسم الشرط	compiled-forms-derived
فايه	فَإيه	اسم فعل	اسم فعل	compiled-forms-derived
فايها	فَأَيِّهَا	اسم	اسم إضافة	compiled-forms-derived
فايهم	فَأَيِّهِمْ	اسم	اسم إضافة	compiled-forms-derived
فايهما	فَأَيِّهِمَا	اسم	اسم إضافة	compiled-forms-derived
فايهن	فَأَيِّهِنَّ	اسم	اسم إضافة	compiled-forms-derived
فايي	فأيي	حرف	كلمات شائعة	compiled-forms-derived
فبءس	فَبِئْس	فعل	المدح والذم	compiled-forms-derived
فبءسما	فَبِئْسَمَا	اسم فعل	المدح والذم	compiled-forms-derived
فباب	فبأب	حرف	كلمات شائعة	compiled-forms-derived
فبابك	فبأبك	حرف	كلمات شائعة	compiled-forms-derived
فبابكم	فبأبكم	حرف	كلمات شائعة	compiled-forms-derived
فبابكما	فبأبكما	حرف	كلمات شائعة	compiled-forms-derived
فبابكن	فبأبكن	حرف	كلمات شائعة	compiled-forms-derived
فبابن	فَبِاِبْنِ	اسم	اسم إضافة	compiled-forms-derived
فبابنا	فبأبنا	حرف	كلمات شائعة	compiled-forms-derived
فبابنك	فَبِاِبْنِكِ	اسم	اسم إضافة	compiled-forms-derived
فبابنكم	فَبِاِبْنِكُمْ	اسم	اسم إضافة	compiled-forms-derived
فبابنكما	فَبِاِبْنِكُمَا	اسم	اسم إضافة	compiled-forms-derived
فبابنكن	فَبِاِبْنِكُنَّ	اسم	اسم إضافة	compiled-forms-derived
فبابننا	فَبِاِبْنِنَا	اسم	اسم إضافة	compiled-forms-derived
فبابنه	فَبِاِبْنِهِ	اسم	اسم إضافة	compiled-forms-derived
فبابنها	فَبِاِبْنِهَا	اسم	اسم إضافة	compiled-forms-derived
فبابنهم	فَبِاِبْنِهِمْ	اسم	اسم إضافة	compiled-forms-derived
فبابنهما	فَبِاِبْنِهِمَا	اسم	اسم إضافة	compiled-forms-derived
فبابنهن	فَبِاِبْنِهِنَّ	اسم	اسم إضافة	compiled-forms-derived
فبابني	فَبِاِبْنِِي	اسم	اسم إضافة	compiled-forms-derived
فبابه	فبأبه	حرف	كلمات شائعة	compiled-forms-derived
فبابها	فبأبها	حرف	كلمات شائعة	compiled-forms-derived
فبابهم	فبأبهم	حرف	كلمات شائعة	compiled-forms-derived
فبابهما	فبأبهما	حرف	كلمات شائعة	compiled-forms-derived
فبابهن	فبأبهن	حرف	كلمات شائعة	compiled-forms-derived
فبابي	فَبِأَبِيَّ	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيك	فَبِأَبِيكِ	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيكم	فَبِأَبِيكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيكما	فَبِأَبِيكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيكن	فَبِأَبِيكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
فبابينا	فَبِأَبِينَا	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيه	فَبِأَبِيهُ	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيها	فَبِأَبِيهَا	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيهم	فَبِأَبِيهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيهما	فَبِأَبِيهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
فبابيهن	فَبِأَبِيهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
فبات	فَبَات	فعل	كان و أخواتها	compiled-forms-derived
فباجمع	فَبِأَجْمَع	اسم	توكيد	compiled-forms-derived
فباجمعك	فَبِأَجْمَعكِ	اسم	توكيد	compiled-forms-derived
فباجمعكم	فَبِأَجْمَعكُمْ	اسم	توكيد	compiled-forms-derived
فباجمعكما	فَبِأَجْمَعكُمَا	اسم	توكيد	compiled-forms-derived
فباجمعكن	فَبِأَجْمَعكُنَّ	اسم	توكيد	compiled-forms-derived
فباجمعنا	فَبِأَجْمَعنَا	اسم	توكيد	compiled-forms-derived
فباجمعه	فَبِأَجْمَعهُ	اسم	توكيد	compiled-forms-derived
فباجمعها	فَبِأَجْمَعهَا	اسم	توكيد	compiled-forms-derived
فباجمعهم	فَبِأَجْمَعهُمْ	اسم	توكيد	compiled-forms-derived
فباجمعهما	فَبِأَجْمَعهُمَا	اسم	توكيد	compiled-forms-derived
فباجمعهن	فَبِأَجْمَعهُنَّ	اسم	توكيد	compiled-forms-derived
فباجمعي	فَبِأَجْمَعِي	اسم	توكيد	compiled-forms-derived
فباخ	فبأخ	حرف	كلمات شائعة	compiled-forms-derived
فباخك	فبأخك	حرف	كلمات شائعة	compiled-forms-derived
فباخكم	فبأخكم	حرف	كلمات شائعة	compiled-forms-derived
فباخكما	فبأخكما	حرف	كلمات شائعة	compiled-forms-derived
فباخكن	فبأخكن	حرف	كلمات شائعة	compiled-forms-derived
فباخنا	فبأخنا	حرف	كلمات شائعة	compiled-forms-derived
فباخه	فبأخه	حرف	كلمات شائعة	compiled-forms-derived
فباخها	فبأخها	حرف	كلمات شائعة	compiled-forms-derived
فباخهم	فبأخهم	حرف	كلمات شائعة	compiled-forms-derived
فباخهما	فبأخهما	حرف	كلمات شائعة	compiled-forms-derived
فباخهن	فبأخهن	حرف	كلمات شائعة	compiled-forms-derived
فباخي	فَبِأَخِيَّ	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيك	فَبِأَخِيكِ	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيكم	فَبِأَخِيكُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيكما	فَبِأَخِيكُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيكن	فَبِأَخِيكُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
فباخينا	فَبِأَخِينَا	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيه	فَبِأَخِيهُ	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيها	فَبِأَخِيهَا	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيهم	فَبِأَخِيهُمْ	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيهما	فَبِأَخِيهُمَا	اسم	الأسماء الخمسة	compiled-forms-derived
فباخيهن	فَبِأَخِيهُنَّ	اسم	الأسماء الخمسة	compiled-forms-derived
فباسفل	فَبِأَسْفَلِ	اسم	ظرف مكان	compiled-forms-derived
فباسفلك	فَبِأَسْفَلِكِ	اسم	ظرف مكان	compiled-forms-derived
فباسفلكم	فَبِأَسْفَلِكُمْ	اسم	ظرف مكان	compiled-forms-derived
فباسفلكما	فَبِأَسْفَلِكُمَا	اسم	ظرف مكان	compiled-forms-derived
فباسفلكن	فَبِأَسْفَلِكُنَّ	اسم	ظرف مكان	compiled-forms-derived
فباسفلنا	فَبِأَسْفَلِنَا	اسم	ظرف مكان	compiled-forms-derived
فباسفله	فَبِأَسْفَلِهِ	اسم	ظرف مكان	compiled-forms-derived
فباسفلها	فَبِأَسْفَلِهَا	اسم	ظرف مكان	compiled-forms-derived
فباسفلهم	فَبِأَسْفَلِهِمْ	اسم	ظرف مكان	compiled-forms-derived
فباسفلهما	فَبِأَسْفَلِهِمَا	اسم	ظرف مكان	compiled-forms-derived
فباسفلهن	فَبِأَسْفَلِهِنَّ	اسم	ظرف مكان	compiled-forms-derived
فباسفلي	فَبِأَسْفَلِِي	اسم	ظرف مكان	compiled-forms-derived
فباعلا	فَبِأَعْلَى	اسم	ظرف مكان	compiled-forms-derived
فباعلي	فَبِأَعْلَيَّ	اسم	ظرف مكان	compiled-forms-derived
فباعليك	فَبِأَعْلَيْكِ	اسم	ظرف مكان	compiled-forms-derived
فباعليكم	فَبِأَعْلَيْكُمْ	اسم	ظرف مكان	compiled-forms-derived
فباعليكما	فَبِأَعْلَيْكُمَا	اسم	ظرف مكان	compiled-forms-derived
فباعليكن	فَبِأَعْلَيْكُنَّ	اسم	ظرف مكان	compiled-forms-derived
فباعلينا	فَبِأَعْلَيْنَا	اسم	ظرف مكان	compiled-forms-derived
فباعليه	فَبِأَعْلَيْهُ	اسم	ظرف مكان	compiled-forms-derived
فباعليها	فَبِأَعْلَيْهَا	اسم	ظرف مكان	compiled-forms-derived
فباعليهم	فَبِأَعْلَيْهُمْ	اسم	ظرف مكان	compiled-forms-derived
فباعليهما	فَبِأَعْلَيْهُمَا	اسم	ظرف مكان	compiled-forms-derived
فباعليهن	فَبِأَعْلَيْهُنَّ	اسم	ظرف مكان	compiled-forms-derived
فباقل	فَبِأَقَلِّ	اسم	اسم تفضيل	compiled-forms-derived
فباقلك	فَبِأَقَلِّكِ	اسم	اسم تفضيل	compiled-forms-derived
فباقلكم	فَبِأَقَلِّكُمْ	اسم	اسم تفضيل	compiled-forms-derived
فباقلكما	فَبِأَقَلِّكُمَا	اسم	اسم تفضيل	compiled-forms-derived
فباقلكن	فَبِأَقَلِّكُنَّ	اسم	اسم تفضيل	compiled-forms-derived
فباقلنا	فَبِأَقَلِّنَا	اسم	اسم تفضيل	compiled-forms-derived
فباقله	فَبِأَقَلِّهِ	اسم	اسم تفضيل	compiled-forms-derived
فباقلها	فَبِأَقَلِّهَا	اسم	اسم تفضيل	compiled-forms-derived
فباقلهم	فَبِأَقَلِّهِمْ	اسم	اسم تفضيل	compiled-forms-derived
فباقلهما	فَبِأَقَلِّهِمَا	اسم	اسم تفضيل	compiled-forms-derived
فباقلهن	فَبِأَقَلِّهِنَّ	اسم	اسم تفضيل	compiled-forms-derived
فباقلي	فَبِأَقَلِِّي	اسم	اسم تفضيل	compiled-forms-derived
فباكثر	فَبِأَكْثَرِ	اسم	اسم تفضيل	compiled-forms-derived
فباكثرك	فَبِأَكْثَرِكِ	اسم	اسم تفضيل	compiled-forms-derived
فباكثركم	فَبِأَكْثَرِكُمْ	اسم	اسم تفضيل	compiled-forms-derived
فباكثركما	فَبِأَكْثَرِكُمَا	اسم	اسم تفضيل	compiled-forms-derived
فباكثركن	فَبِأَكْثَرِكُنَّ	اسم	اسم تفضيل	compiled-forms-derived
فباكثرنا	فَبِأَكْثَرِنَا	اسم	اسم تفضيل	compiled-forms-derived
فباكثره	فَبِأَكْثَرِهِ	اسم	اسم تفضيل	compiled-forms-derived
فباكثرها	فَبِأَكْثَرِهَا	اسم	اسم تفضيل	compiled-forms-derived
فباكثرهم	فَبِأَكْثَرِهِمْ	اسم	اسم تفضيل	compiled-forms-derived
فباكثرهما	فَبِأَكْثَرِهِمَا	اسم	اسم تفضيل	compiled-forms-derived
فباكثرهن	فَبِأَكْثَرِهِنَّ	اسم	اسم تفضيل	compiled-forms-derived
فباكثري	فَبِأَكْثَرِِي	اسم	اسم تفضيل	compiled-forms-derived
فبالالا	فَبِالْأُلَى	اسم	اسم موصول	compiled-forms-derived
فبالالاء	فَبِالْأَلَاء	اسم	اسم موصول	compiled-forms-derived
فبالتي	فَبِالَّتِي	اسم	اسم موصول	compiled-forms-derived
فبالذي	فَبِالَّذِي	اسم	اسم موصول	compiled-forms-derived
فبالذين	فَبِالَّذِين	اسم	اسم موصول	compiled-forms-derived
فباللاءي	فَبِالْلَائِي	اسم	اسم موصول	compiled-forms-derived
فباللاتي	فَبِالْلَاتِي	اسم	اسم موصول	compiled-forms-derived
فباللتيا	فَبِالْلَتَيَّا	اسم	اسم موصول	compiled-forms-derived
فباللتين	فَبِالْلَتَيْن	اسم	اسم موصول	compiled-forms-derived
فباللذين	فَبِالْلَذَيْن	اسم	اسم موصول	compiled-forms-derived
فباللواتي	فَبِالْلَوَاتِي	اسم	اسم موصول	compiled-forms-derived
فبان	فَبِأَن	حرف	حرف نصب	compiled-forms-derived
فبانك	فَبِأَنّكِ	حرف	إن و أخواتها	compiled-forms-derived
فبانكم	فَبِأَنّكُمْ	حرف	إن و أخواتها	compiled-forms-derived
فبانكما	فَبِأَنّكُمَا	حرف	إن و أخواتها	compiled-forms-derived
فبانكن	فَبِأَنّكُنَّ	حرف	إن و أخواتها	compiled-forms-derived
فباننا	فَبِأَنّنَا	حرف	إن و أخواتها	compiled-forms-derived
فبانه	فَبِأَنّهُ	حرف	إن و أخواتها	compiled-forms-derived
فبانها	فَبِأَنّهَا	حرف	إن و أخواتها	compiled-forms-derived
فبانهم	فَبِأَنّهُمْ	حرف	إن و أخواتها	compiled-forms-derived
فبانهما	فَبِأَنّهُمَا	حرف	إن و أخواتها	compiled-forms-derived
فبانهن	فَبِأَنّهُنَّ	حرف	إن و أخواتها	compiled-forms-derived
فباني	فَبِأَنِّي	حرف	إن و أخواتها	compiled-forms-derived
فباولءك	فَبِأُولَئِك	اسم	اسم إشارة	compiled-forms-derived
فباولءكم	فَبِأُولَئِكُم	اسم	اسم إشارة	compiled-forms-derived
فباولاء	فَبِأُولَاء	اسم	اسم إشارة	compiled-forms-derived
فباولالك	فَبِأُولَالِك	اسم	اسم إشارة	compiled-forms-derived
فباي	فَبِأَيِّ	اسم	اسم موصول	compiled-forms-derived
فباياك	فبإياك	حرف	كلمات شائعة	compiled-forms-derived
فباياكم	فبإياكم	حرف	كلمات شائعة	compiled-forms-derived
فباياكما	فبإياكما	حرف	كلمات شائعة	compiled-forms-derived
فباياكن	فبإياكن	حرف	كلمات شائعة	compiled-forms-derived
فبايانا	فبإيانا	حرف	كلمات شائعة	compiled-forms-derived
فباياه	فبإياه	حرف	كلمات شائعة	compiled-forms-derived
فباياها	فبإياها	حرف	كلمات شائعة	compiled-forms-derived
فباياهم	فبإياهم	حرف	كلمات شائعة	compiled-forms-derived
فباياهما	فبإياهما	حرف	كلمات شائعة	compiled-forms-derived
فباياهن	فبإياهن	حرف	كلمات شائعة	compiled-forms-derived
فباياي	فبإياي	حرف	كلمات شائعة	compiled-forms-derived
فباية	فَبِأَيَّةِ	اسم	اسم إضافة	compiled-forms-derived
فبايتك	فَبِأَيَّتِكِ	اسم	اسم إضافة	compiled-forms-derived
فبايتكم	فَبِأَيَّتِكُمْ	اسم	اسم إضافة	compiled-forms-derived
فبايتكما	فَبِأَيَّتِكُمَا	اسم	اسم إضافة	compiled-forms-derived
فبايتكن	فَبِأَيَّتِكُنَّ	اسم	اسم إضافة	compiled-forms-derived
فبايتنا	فَبِأَيَّتِنَا	اسم	اسم إضافة	compiled-forms-derived
فبايته	فَبِأَيَّتِهِ	اسم	اسم إضافة	compiled-forms-derived
فبايتها	فَبِأَيَّتِهَا	اسم	اسم إضافة	compiled-forms-derived
فبايتهم	فَبِأَيَّتِهِمْ	اسم	اسم إضافة	compiled-forms-derived
فبايتهما	فَبِأَيَّتِهِمَا	اسم	اسم إضافة	compiled-forms-derived
فبايتهن	فَبِأَيَّتِهِنَّ	اسم	اسم إضافة	compiled-forms-derived
فبايتي	فَبِأَيَّتِِي	اسم	اسم إضافة	compiled-forms-derived
فبايك	فَبِأَيِّكِ	اسم	اسم إضافة	compiled-forms-derived
فبايكم	فَبِأَيِّكُمْ	اسم	اسم إضافة	compiled-forms-derived
فبايكما	فَبِأَيِّكُمَا	اسم	اسم إضافة	compiled-forms-derived
فبايكن	فَبِأَيِّكُنَّ	اسم	اسم إضافة	compiled-forms-derived
فباينا	فَبِأَيِّنَا	اسم	اسم إضافة	compiled-forms-derived
فبايه	فَبِأَيِّهِ	اسم	اسم إضافة	compiled-forms-derived
فبايها	فَبِأَيِّهَا	اسم	اسم إضافة	compiled-forms-derived
فبايهم	فَبِأَيِّهِمْ	اسم	اسم إضافة	compiled-forms-derived
فبايهما	فَبِأَيِّهِمَا	اسم	اسم إضافة	compiled-forms-derived
فبايهن	فَبِأَيِّهِنَّ	اسم	اسم إضافة	compiled-forms-derived
فبايي	فبأيي	حرف	كلمات شائعة	compiled-forms-derived
فببعض	فَبِبَعْضِ	اسم	اسم إضافة	compiled-forms-derived
فببعضك	فَبِبَعْضِكِ	اسم	اسم إضافة	compiled-forms-derived
فببعضكم	فَبِبَعْضِكُمْ	اسم	اسم إضافة	compiled-forms-derived
فببعضكما	فَبِبَعْضِكُمَا	اسم	اسم إضافة	compiled-forms-derived
فببعضكن	فَبِبَعْضِكُنَّ	اسم	اسم إضافة	compiled-forms-derived
فببعضنا	فَبِبَعْضِنَا	اسم	اسم إضافة	compiled-forms-derived
فببعضه	فَبِبَعْضِهِ	اسم	اسم إضافة	compiled-forms-derived
فببعضها	فَبِبَعْضِهَا	اسم	اسم إضافة	compiled-forms-derived
فببعضهم	فَبِبَعْضِهِمْ	اسم	اسم إضافة	compiled-forms-derived
فببعضهما	فَبِبَعْضِهِمَا	اسم	اسم إضافة	compiled-forms-derived
فببعضهن	فَبِبَعْضِهِنَّ	اسم	اسم إضافة	compiled-forms-derived
فببعضي	فَبِبَعْضِِي	اسم	اسم إضافة	compiled-forms-derived
فبتانك	فَبِتَانِك	اسم	اسم إشارة	compiled-forms-derived
فبتجاه	فبتجاه	حرف	كلمات شائعة	compiled-forms-derived
فبتجاهك	فبتجاهك	حرف	كلمات شائعة	compiled-forms-derived
فبتجاهكم	فبتجاهكم	حرف	كلمات شائعة	compiled-forms-derived
فبتجاهكما	فبتجاهكما	حرف	كلمات شائعة	compiled-forms-derived
فبتجاهكن	فبتجاهكن	حرف	كلمات شائعة	compiled-forms-derived
فبتجاهنا	فبتجاهنا	حرف	كلمات شائعة	compiled-forms-derived
فبتجاهه	فبتجاهه	حرف	كلمات شائعة	compiled-forms-derived
فبتجاهها	فبتجاهها	حرف	كلمات شائعة	compiled-forms-derived
فبتجاههم	فبتجاههم	حرف	كلمات شائعة	compiled-forms-derived
فبتجاههما	فبتجاههما	حرف	كلمات شائعة	compiled-forms-derived
فبتجاههن	فبتجاههن	حرف	كلمات شائعة	compiled-forms-derived
فبتجاهي	فبتجاهي	حرف	كلمات شائعة	compiled-forms-derived
فبتلقاء	فَبِتِلْقَاء	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءك	فَبِتِلْقَائكِ	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءكم	فَبِتِلْقَائكُمْ	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءكما	فَبِتِلْقَائكُمَا	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءكن	فَبِتِلْقَائكُنَّ	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءنا	فَبِتِلْقَائنَا	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءه	فَبِتِلْقَائهُ	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءها	فَبِتِلْقَائهَا	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءهم	فَبِتِلْقَائهُمْ	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءهما	فَبِتِلْقَائهُمَا	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءهن	فَبِتِلْقَائهُنَّ	اسم	اسم إضافة	compiled-forms-derived
فبتلقاءي	فَبِتِلْقَائِي	اسم	اسم إضافة	compiled-forms-derived
فبتلك	فَبِتِلْك	اسم	اسم إشارة	compiled-forms-derived
فبتلكم	فَبِتِلْكُم	اسم	اسم إشارة	compiled-forms-derived
فبتلكما	فَبِتِلْكُمَا	اسم	اسم إشارة	compiled-forms-derived
فبته	فَبِتِه	اسم	اسم إشارة	compiled-forms-derived
فبتي	فَبِتِي	اسم	اسم إشارة	compiled-forms-derived
فبتين	فَبِتَيْن	اسم	اسم إشارة	compiled-forms-derived
فبتينك	فَبِتَيْنِك	اسم	اسم إشارة	compiled-forms-derived
فبجميع	فَبِجَمِيع	اسم	توكيد	compiled-forms-derived
فبجميعك	فَبِجَمِيعكِ	اسم	توكيد	compiled-forms-derived
فبجميعكم	فَبِجَمِيعكُمْ	اسم	توكيد	compiled-forms-derived
فبجميعكما	فَبِجَمِيعكُمَا	اسم	توكيد	compiled-forms-derived
فبجميعكن	فَبِجَمِيعكُنَّ	اسم	توكيد	compiled-forms-derived
فبجميعنا	فَبِجَمِيعنَا	اسم	توكيد	compiled-forms-derived
فبجميعه	فَبِجَمِيعهُ	اسم	توكيد	compiled-forms-derived
فبجميعها	فَبِجَمِيعهَا	اسم	توكيد	compiled-forms-derived
فبجميعهم	فَبِجَمِيعهُمْ	اسم	توكيد	compiled-forms-derived
فبجميعهما	فَبِجَمِيعهُمَا	اسم	توكيد	compiled-forms-derived
فبجميعهن	فَبِجَمِيعهُنَّ	اسم	توكيد	compiled-forms-derived
فبجميعي	فَبِجَمِيعِي	اسم	توكيد	compiled-forms-derived
فبجنب	فَبِجَنْبِ	اسم	ظرف مكان	compiled-forms-derived
فبجنبك	فَبِجَنْبِكِ	اسم	ظرف مكان	compiled-forms-derived
فبجنبكم	فَبِجَنْبِكُمْ	اسم	ظرف مكان	compiled-forms-derived
