word	synonym	source
فءاد	عقل	synonyms-json
فءاد	قلب	synonyms-json
فءاد	لب	synonyms-json
فءاد	نها	synonyms-json
فءة	ثبات	synonyms-json
فءة	ثلة	synonyms-json
فءة	حزب	synonyms-json
فءة	رهط	synonyms-json
فءة	زمرة	synonyms-json
فءة	شرذمة	synonyms-json
فءة	طاءفة	synonyms-json
فءة	عصبة	synonyms-json
فءة	فريق	synonyms-json
فءة	فوج	synonyms-json
فءة	نفر	synonyms-json
فءة	موالي	synonyms-json
فاء	ءب	synonyms-json
فاء	حار	synonyms-json
فاء	رجع	synonyms-json
فاء	ارتد	synonyms-json
فاء	عاد	synonyms-json
فاء	انقلب	synonyms-json
فاء	نكص	synonyms-json
فاحشة	افك	synonyms-json
فاحشة	بهتان	synonyms-json
فاحشة	خرص	synonyms-json
فاحشة	اختلاط	synonyms-json
فاحشة	شطط	synonyms-json
فاحشة	ظاهر	synonyms-json
فاحشة	القول	synonyms-json
فاحشة	افتراء	synonyms-json
فاحشة	كذب	synonyms-json
فاسد	باطل	synonyms-json
فاطر	بديع	synonyms-json
فاطر	بارء	synonyms-json
فاطر	جاعل	synonyms-json
فاطر	خالق	synonyms-json
فاطر	ذارء	synonyms-json
فاطر	صانع	synonyms-json
فتح	حكم	synonyms-json
فتح	فرق	synonyms-json
فتح	فصل	synonyms-json
فتح	قضا	synonyms-json
فتن	حرق	synonyms-json
فتن	لوح	synonyms-json
فتنة	شقاق	synonyms-json
فتنة	ضلال	synonyms-json
فتنة	غواية	synonyms-json
فتيان	غلمان	synonyms-json
فتيان	ولدان	synonyms-json
فج	جدد	synonyms-json
فج	حبك	synonyms-json
فج	ريع	synonyms-json
فج	سبيل	synonyms-json
فج	صراط	synonyms-json
فج	طريق	synonyms-json
فج	نجد	synonyms-json
فجر	سجر	synonyms-json
فر	ابق	synonyms-json
فر	ناص	synonyms-json
فر	هرب	synonyms-json
فراش	مهاد	synonyms-json
فراق	سراح	synonyms-json
فراق	طلاق	synonyms-json
فرجت	انشقت	synonyms-json
فرجت	انفطرت	synonyms-json
فرجت	كشطت	synonyms-json
فرجت	مارت	synonyms-json
فرح	حبور	synonyms-json
فرح	سرور	synonyms-json
فرح	مرح	synonyms-json
فردوس	جنة	synonyms-json
فردوس	نعيم	synonyms-json
فرض	كتب	synonyms-json
فرض	نحل	synonyms-json
فرق	حكم	synonyms-json
فرق	فتح	synonyms-json
فرق	فصل	synonyms-json
فرق	قضا	synonyms-json
فرقان	مخرج	synonyms-json
فرقان	سبيل	synonyms-json
فريق	ثبات	synonyms-json
فريق	ثلة	synonyms-json
فريق	حزب	synonyms-json
فريق	رهط	synonyms-json
فريق	زمرة	synonyms-json
فريق	شرذمة	synonyms-json
فريق	طاءفة	synonyms-json
فريق	عصبة	synonyms-json
فريق	فءة	synonyms-json
فريق	فوج	synonyms-json
فريق	نفر	synonyms-json
فريق	موالي	synonyms-json
فزع	خشية	synonyms-json
فزع	خوف	synonyms-json
فزع	رجاء	synonyms-json
فزع	رهبة	synonyms-json
فزع	وجف	synonyms-json
فزع	وجل	synonyms-json
فسر	اول	synonyms-json
فصل	حكم	synonyms-json
فصل	فتح	synonyms-json
فصل	فرق	synonyms-json
فصل	قضا	synonyms-json
فضل	طول	synonyms-json
فعل	صنع	synonyms-json
فعل	عمل	synonyms-json
فقر	خصاصة	synonyms-json
فقر	عيلة	synonyms-json
فقر	املاق	synonyms-json
فقير	باءس	synonyms-json
فقير	مسكين	synonyms-json
فقير	معتر	synonyms-json
فقير	عاءل	synonyms-json
فقير	قانع	synonyms-json
فقير	مملق	synonyms-json
فلق	شق	synonyms-json
فلك	جارية	synonyms-json
فلك	سفينة	synonyms-json
فلك	ماخرة	synonyms-json
فهم	عرف	synonyms-json
فهم	علم	synonyms-json
فوج	ثبات	synonyms-json
فوج	ثلة	synonyms-json
فوج	حزب	synonyms-json
فوج	رهط	synonyms-json
فوج	زمرة	synonyms-json
فوج	شرذمة	synonyms-json
فوج	طاءفة	synonyms-json
فوج	عصبة	synonyms-json
فوج	فءة	synonyms-json
فوج	فريق	synonyms-json
فوج	نفر	synonyms-json
فوج	موالي	synonyms-json
فورهم	وجههم	synonyms-json
فيء	ربح	synonyms-json
فيء	غنيمة	synonyms-json
فيء	كسب	synonyms-json
قاتلهم	البهل	synonyms-json
قاتلهم	الرجم	synonyms-json
قاتلهم	الطرد	synonyms-json
قاتلهم	الكبت	synonyms-json
قاتلهم	اللعن	synonyms-json
قاص	بعيد	synonyms-json
قاص	ناء	synonyms-json
قال	شهد	synonyms-json
قانع	باءس	synonyms-json
قانع	مسكين	synonyms-json
قانع	معتر	synonyms-json
قانع	عاءل	synonyms-json
قانع	فقير	synonyms-json
قانع	مملق	synonyms-json
قباءل	اسباط	synonyms-json
قبر	جدث	synonyms-json
قبل	استطاعة	synonyms-json
قبل	طاقة	synonyms-json
قبل	قوة	synonyms-json
قبل	قدرة	synonyms-json
قبل	مرة	synonyms-json
قترة	غبرة	synonyms-json
قتل	بخع	synonyms-json
قتل	عبد	synonyms-json
قدرة	استطاعة	synonyms-json
قدرة	طاقة	synonyms-json
قدرة	قبل	synonyms-json
قدرة	قوة	synonyms-json
قدرة	مرة	synonyms-json
قدس	سبح	synonyms-json
قرا	سفر	synonyms-json
قرابة	ال	synonyms-json
قرض	دين	synonyms-json
قريب	دان	synonyms-json
قرين	حميم	synonyms-json
قرين	خدن	synonyms-json
قرين	خليل	synonyms-json
قرين	صاحب	synonyms-json
قرين	صديق	synonyms-json
قرين	ولي	synonyms-json
قسط	عدل	synonyms-json
قسط	وسط	synonyms-json
قسطاس	ميزان	synonyms-json
قص	تبع	synonyms-json
قص	اتبع	synonyms-json
قص	قفا	synonyms-json
قص	لحق	synonyms-json
قصد	حرد	synonyms-json
قضا	حكم	synonyms-json
قضا	فتح	synonyms-json
قضا	فرق	synonyms-json
قضا	فصل	synonyms-json
قط	امام	synonyms-json
قط	رقيم	synonyms-json
قط	مسطور	synonyms-json
قط	سفر	synonyms-json
قط	كتاب	synonyms-json
قط	لوح	synonyms-json
قطر	نحاس	synonyms-json
قطع	حسر	synonyms-json
قطعهن	صرهن	synonyms-json
قفا	تبع	synonyms-json
قفا	اتبع	synonyms-json
قفا	قص	synonyms-json
قفا	لحق	synonyms-json
قلا	بغضاء	synonyms-json
قلا	شنءن	synonyms-json
قلا	كره	synonyms-json
قلا	مقت	synonyms-json
قلب	حجر	synonyms-json
قلب	حلم	synonyms-json
قلب	عقل	synonyms-json
قلب	فءاد	synonyms-json
قلب	لب	synonyms-json
قلب	نها	synonyms-json
قليلة	مزجاة	synonyms-json
قليلة	يسيرة	synonyms-json
قنط	بلس	synonyms-json
قنط	خاب	synonyms-json
قنط	يءس	synonyms-json
قوا	ايد	synonyms-json
قوة	استطاعة	synonyms-json
قوة	طاقة	synonyms-json
قوة	قبل	synonyms-json
قوة	قدرة	synonyms-json
قوة	مرة	synonyms-json
قول	كلام	synonyms-json
قول	نطق	synonyms-json
قيمة	ثمن	synonyms-json
كاد	اراد	synonyms-json
كاس	كوب	synonyms-json
كاهن	ساحر	synonyms-json
كاهن	عالم	synonyms-json
كتاب	امام	synonyms-json
كتاب	رقيم	synonyms-json
كتاب	مسطور	synonyms-json
كتاب	سفر	synonyms-json
كتاب	قط	synonyms-json
كتاب	لوح	synonyms-json
كتب	زبر	synonyms-json
كتب	نسخ	synonyms-json
كتم	اخفا	synonyms-json
كتم	اسر	synonyms-json
كتم	اكن	synonyms-json
كثير	جم	synonyms-json
كثير	غدق	synonyms-json
كثير	لبد	synonyms-json
كذب	افك	synonyms-json
كذب	بهتان	synonyms-json
كذب	خرص	synonyms-json
كذب	اختلاط	synonyms-json
كذب	شطط	synonyms-json
كذب	ظاهر	synonyms-json
كذب	القول	synonyms-json
كذب	فاحشة	synonyms-json
كذب	افتراء	synonyms-json
كرب	اسي	synonyms-json
كرب	ابتاس	synonyms-json
كرب	بث	synonyms-json
كرب	حزن	synonyms-json
كره	بغضاء	synonyms-json
كره	شنءن	synonyms-json
كره	قلا	synonyms-json
كره	مقت	synonyms-json
كسب	ربح	synonyms-json
كسب	غنيمة	synonyms-json
كسب	فيء	synonyms-json
كشطت	انشقت	synonyms-json
كشطت	فرجت	synonyms-json
كشطت	انفطرت	synonyms-json
كشطت	مارت	synonyms-json
كف	امسك	synonyms-json
كفر	ستر	synonyms-json
كفر	صفح	synonyms-json
كفر	عفا	synonyms-json
كفر	غطا	synonyms-json
كفر	كند	synonyms-json
كفر	محا	synonyms-json
كفل	ضعف	synonyms-json
كلام	قول	synonyms-json
كلام	نطق	synonyms-json
كمل	تم	synonyms-json
كند	ستر	synonyms-json
كند	صفح	synonyms-json
كند	عفا	synonyms-json
كند	غطا	synonyms-json
كند	كفر	synonyms-json
كند	محا	synonyms-json
كوب	كاس	synonyms-json
كوكب	نجم	synonyms-json
لاابرح	لاازال	synonyms-json
لاازال	لاابرح	synonyms-json
لات	ليس	synonyms-json
لب	حجر	synonyms-json
لب	حلم	synonyms-json
لب	عقل	synonyms-json
لب	فءاد	synonyms-json
لب	قلب	synonyms-json
لب	نها	synonyms-json
لباس	ثياب	synonyms-json
لبث	ثوا	synonyms-json
لبث	مكث	synonyms-json
لبد	جم	synonyms-json
لبد	غدق	synonyms-json
لبد	كثير	synonyms-json
لبس	خلط	synonyms-json
لبس	شوب	synonyms-json
لبس	مرح	synonyms-json
لبس	مزج	synonyms-json
لحق	تبع	synonyms-json
لحق	اتبع	synonyms-json
لحق	قص	synonyms-json
لحق	قفا	synonyms-json
لعب	لهو	synonyms-json
لعب	هزل	synonyms-json
لغوب	اعياء	synonyms-json
لغوب	نصب	synonyms-json
لفيفا	جميعا	synonyms-json
لقاء	اجتماع	synonyms-json
لقي	ثقف	synonyms-json
لقي	الفا	synonyms-json
لقي	وجد	synonyms-json
لمز	غمز	synonyms-json
لمز	همز	synonyms-json
لمس	مس	synonyms-json
لوح	امام	synonyms-json
لوح	رقيم	synonyms-json
لوح	مسطور	synonyms-json
لوح	سفر	synonyms-json
لوح	قط	synonyms-json
لوح	كتاب	synonyms-json
لوم	تثريب	synonyms-json
ليس	لات	synonyms-json
لينة	نخلة	synonyms-json
مات	تردا	synonyms-json
مات	زهق	synonyms-json
مات	هلك	synonyms-json
ماخرة	جارية	synonyms-json
ماخرة	سفينة	synonyms-json
ماخرة	فلك	synonyms-json
ماد	جنح	synonyms-json
ماد	جنف	synonyms-json
ماد	ركن	synonyms-json
ماد	زاغ	synonyms-json
ماد	صغا	synonyms-json
ماد	عال	synonyms-json
ماد	مال	synonyms-json
مارت	انشقت	synonyms-json
مارت	فرجت	synonyms-json
مارت	انفطرت	synonyms-json
مارت	كشطت	synonyms-json
ماز	زيل	synonyms-json
ماز	عزل	synonyms-json
مال	اخطا	synonyms-json
مبعوث	مدين	synonyms-json
متاع	عرض	synonyms-json
متجانف	متعمد	synonyms-json
متعمد	متجانف	synonyms-json
مثل	ند	synonyms-json
مثوا	مستقر	synonyms-json
مثوا	مستودع	synonyms-json
محا	ستر	synonyms-json
محا	صفح	synonyms-json
محا	عفا	synonyms-json
محا	غطا	synonyms-json
محا	كفر	synonyms-json
محا	كند	synonyms-json
مخرج	سبيل	synonyms-json
مخرج	فرقان	synonyms-json
مخمصة	جوع	synonyms-json
مخمصة	مسغبة	synonyms-json
مخمصة	املاق	synonyms-json
مد	سطح	synonyms-json
مد	طحا	synonyms-json
مدين	مبعوث	synonyms-json
مراء	جدال	synonyms-json
مراء	حجاج	synonyms-json
مرة	تارة	synonyms-json
مرح	خلط	synonyms-json
مرح	شوب	synonyms-json
مرح	لبس	synonyms-json
مرح	مزج	synonyms-json
مرض	زنا	synonyms-json
مرض	سفاح	synonyms-json
مريء	هنيء	synonyms-json
مزج	خلط	synonyms-json
مزج	شوب	synonyms-json
مزج	لبس	synonyms-json
مزج	مرح	synonyms-json
مزجاة	قليلة	synonyms-json
مزجاة	يسيرة	synonyms-json
مزن	خلال	synonyms-json
مزن	سحاب	synonyms-json
مزن	ظلة	synonyms-json
مزن	عارض	synonyms-json
مزن	معصرات	synonyms-json
مزن	غمامة	synonyms-json
مس	لمس	synonyms-json
مساكن	بيوت	synonyms-json
مساكن	ديار	synonyms-json
مساكن	صرح	synonyms-json
مساكن	اكنان	synonyms-json
مستقر	مثوا	synonyms-json
مستقر	مستودع	synonyms-json
مستكين	خاسء	synonyms-json
مستكين	ذليل	synonyms-json
مستكين	صاغر	synonyms-json
مستكين	مهان	synonyms-json
مستمر	خالد	synonyms-json
مستمر	داءم	synonyms-json
مستمر	سرمد	synonyms-json
مستمر	واصب	synonyms-json
مستودع	مثوا	synonyms-json
مستودع	مستقر	synonyms-json
مسطور	امام	synonyms-json
مسطور	رقيم	synonyms-json
مسطور	سفر	synonyms-json
مسطور	قط	synonyms-json
مسطور	كتاب	synonyms-json
مسطور	لوح	synonyms-json
مسغبة	جوع	synonyms-json
مسغبة	مخمصة	synonyms-json
مسغبة	املاق	synonyms-json
مسكين	باءس	synonyms-json
مسكين	معتر	synonyms-json
مسكين	عاءل	synonyms-json
مسكين	فقير	synonyms-json
مسكين	قانع	synonyms-json
مسكين	مملق	synonyms-json
مشامة	شمال	synonyms-json
مضت	خلت	synonyms-json
مضوا	ذهبوا	synonyms-json
مضوا	انفضوا	synonyms-json
مضيء	ثاقب	synonyms-json
مضيء	دري	synonyms-json
مطر	رزق	synonyms-json
مطر	غيث	synonyms-json
مطر	ودق	synonyms-json
معتر	باءس	synonyms-json
معتر	مسكين	synonyms-json
معتر	عاءل	synonyms-json
معتر	فقير	synonyms-json
معتر	قانع	synonyms-json
معتر	مملق	synonyms-json
معجز	سابق	synonyms-json
معصرات	خلال	synonyms-json
معصرات	سحاب	synonyms-json
معصرات	ظلة	synonyms-json
معصرات	عارض	synonyms-json
معصرات	غمامة	synonyms-json
معصرات	مزن	synonyms-json
معصية	اثم	synonyms-json
معصية	جرم	synonyms-json
معصية	حنث	synonyms-json
معصية	حوب	synonyms-json
معصية	ذنب	synonyms-json
معصية	خطيءة	synonyms-json
معصية	عنت	synonyms-json
معصية	وزر	synonyms-json
مفاتيح	مقاليد	synonyms-json
مقاليد	مفاتيح	synonyms-json
مقت	بغضاء	synonyms-json
مقت	شنءن	synonyms-json
مقت	قلا	synonyms-json
مقت	كره	synonyms-json
مقتدر	مقيت	synonyms-json
مقشعرة	خاشعة	synonyms-json
مقيت	مقتدر	synonyms-json
مكث	ثوا	synonyms-json
مكث	لبث	synonyms-json
مكر	خدع	synonyms-json
مكر	غر	synonyms-json
ملا	دهق	synonyms-json
ملا	سجر	synonyms-json
ملة	دين	synonyms-json
ملة	شريعة	synonyms-json
ملتحد	ملجا	synonyms-json
ملتحد	مناص	synonyms-json
ملتحد	موءل	synonyms-json
ملتحد	وزر	synonyms-json
ملجا	ملتحد	synonyms-json
ملجا	مناص	synonyms-json
ملجا	موءل	synonyms-json
ملجا	وزر	synonyms-json
ملك	سلطان	synonyms-json
مملق	باءس	synonyms-json
مملق	مسكين	synonyms-json
مملق	معتر	synonyms-json
مملق	عاءل	synonyms-json
مملق	فقير	synonyms-json
مملق	قانع	synonyms-json
مناص	ملجا	synonyms-json
مناص	ملتحد	synonyms-json
مناص	موءل	synonyms-json
مناص	وزر	synonyms-json
منساة	عصا	synonyms-json
منع	صد	synonyms-json
منهاج	شرعة	synonyms-json
مهاد	فراش	synonyms-json
مهان	خاسء	synonyms-json
مهان	ذليل	synonyms-json
مهان	مستكين	synonyms-json
مهان	صاغر	synonyms-json
مهين	شاهد	synonyms-json
موءل	ملجا	synonyms-json
موءل	ملتحد	synonyms-json
موءل	مناص	synonyms-json
موءل	وزر	synonyms-json
موالي	ثبات	synonyms-json
موالي	ثلة	synonyms-json
موالي	حزب	synonyms-json
موالي	رهط	synonyms-json
موالي	زمرة	synonyms-json
موالي	شرذمة	synonyms-json
موالي	طاءفة	synonyms-json
موالي	عصبة	synonyms-json
موالي	فءة	synonyms-json
موالي	فريق	synonyms-json
موالي	فوج	synonyms-json
موالي	نفر	synonyms-json
ميثاق	اصر	synonyms-json
ميثاق	بيعة	synonyms-json
ميثاق	عقد	synonyms-json
ميثاق	عهد	synonyms-json
ميزان	قسطاس	synonyms-json
ميمنة	يمين	synonyms-json
ناء	بعيد	synonyms-json
ناء	قاص	synonyms-json
ناس	انام	synonyms-json
ناس	بشر	synonyms-json
ناس	برية	synonyms-json
ناس	جبلة	synonyms-json
ناس	خلق	synonyms-json
ناص	ابق	synonyms-json
ناص	فر	synonyms-json
ناص	هرب	synonyms-json
نام	هجع	synonyms-json
نبات	زرع	synonyms-json
نبات	شجر	synonyms-json
نبات	نجم	synonyms-json
نجد	جدد	synonyms-json
نجد	حبك	synonyms-json
نجد	ريع	synonyms-json
نجد	سبيل	synonyms-json
نجد	صراط	synonyms-json
نجد	طريق	synonyms-json
نجد	فج	synonyms-json
نجم	كوكب	synonyms-json
نحاس	قطر	synonyms-json
نحت	جاب	synonyms-json
نحل	فرض	synonyms-json
نحل	كتب	synonyms-json
نحلة	صدقة	synonyms-json
نحلة	عطية	synonyms-json
نحلة	هبة	synonyms-json
نحلة	هدية	synonyms-json
نخلة	لينة	synonyms-json
ند	مثل	synonyms-json
نداء	دعاء	synonyms-json
نزغ	وسوس	synonyms-json
نزل	اخبت	synonyms-json
نزل	خشع	synonyms-json
نزل	خضع	synonyms-json
نزل	هبط	synonyms-json
نسا	اخر	synonyms-json
نساء	ازواج	synonyms-json
نسخ	زبر	synonyms-json
نسخ	كتب	synonyms-json
نسل	خرج	synonyms-json
نسيان	سهو	synonyms-json
نسيان	غفلة	synonyms-json
نسيان	غمرة	synonyms-json
نسيان	ضلال	synonyms-json
نصب	اعياء	synonyms-json
نصب	لغوب	synonyms-json
نصيب	خلاق	synonyms-json
نصيب	ذنوب	synonyms-json
نصيب	كفل	synonyms-json
نضج	انا	synonyms-json
نضج	صهر	synonyms-json
نطق	قول	synonyms-json
نطق	كلام	synonyms-json
نظر	ءنس	synonyms-json
نظر	ابصر	synonyms-json
نظر	رءا	synonyms-json
نعماء	سراء	synonyms-json
نغض	حرك	synonyms-json
نفاق	رياء	synonyms-json
نفر	اشماز	synonyms-json
نفس	روح	synonyms-json
نقص	الت	synonyms-json
نقص	بخس	synonyms-json
نقص	خسر	synonyms-json
نقص	هضم	synonyms-json
نقص	وتر	synonyms-json
نقض	نكث	synonyms-json
نكث	نقض	synonyms-json
نكس	اقمح	synonyms-json
نكس	اقنع	synonyms-json
نكص	ءب	synonyms-json
نكص	حار	synonyms-json
نكص	رجع	synonyms-json
نكص	ارتد	synonyms-json
نكص	عاد	synonyms-json
نكص	فاء	synonyms-json
نكص	انقلب	synonyms-json
نكل	شرد	synonyms-json
نها	حجر	synonyms-json
نها	حلم	synonyms-json
نها	عقل	synonyms-json
نها	فءاد	synonyms-json
نها	قلب	synonyms-json
نها	لب	synonyms-json
نور	ضياء	synonyms-json
نوم	برد	synonyms-json
هبة	صدقة	synonyms-json
هبة	عطية	synonyms-json
هبة	نحلة	synonyms-json
هبة	هدية	synonyms-json
هبط	اخبت	synonyms-json
هبط	خشع	synonyms-json
هبط	خضع	synonyms-json
هبط	نزل	synonyms-json
هجع	نام	synonyms-json
هدا	ارشد	synonyms-json
هدنا	تبنا	synonyms-json
هدنا	انبنا	synonyms-json
هدية	صدقة	synonyms-json
هدية	عطية	synonyms-json
هدية	نحلة	synonyms-json
هدية	هبة	synonyms-json
هرب	ابق	synonyms-json
هرب	فر	synonyms-json
هرب	ناص	synonyms-json
هزل	لعب	synonyms-json
هزل	لهو	synonyms-json
هضم	جور	synonyms-json
هضم	رهق	synonyms-json
هضم	ضيز	synonyms-json
هضم	ظلم	synonyms-json
هلاك	بعد	synonyms-json
هلاك	بوار	synonyms-json
هلاك	تبار	synonyms-json
هلاك	تدمير	synonyms-json
هلك	تردا	synonyms-json
هلك	زهق	synonyms-json
هلك	مات	synonyms-json
هم	غم	synonyms-json
همز	غمز	synonyms-json
همز	لمز	synonyms-json
هنيء	مريء	synonyms-json
هوا	شهوة	synonyms-json
واصب	خالد	synonyms-json
واصب	داءم	synonyms-json
واصب	سرمد	synonyms-json
واصب	مستمر	synonyms-json
والد	اب	synonyms-json
والدة	ام	synonyms-json
وبيل	بءيس	synonyms-json
وبيل	رابية	synonyms-json
وبيل	شديد	synonyms-json
وبيل	عصيب	synonyms-json
وتر	الت	synonyms-json
وتر	بخس	synonyms-json
وتر	خسر	synonyms-json
وتر	نقص	synonyms-json
وتر	هضم	synonyms-json
وثن	رجز	synonyms-json
وثن	صنم	synonyms-json
وثن	طاغوت	synonyms-json
وثن	تمثال	synonyms-json
وجد	ثقف	synonyms-json
وجد	الفا	synonyms-json
وجد	لقي	synonyms-json
وجف	خشية	synonyms-json
وجف	خوف	synonyms-json
وجف	رجاء	synonyms-json
وجف	رهبة	synonyms-json
وجف	فزع	synonyms-json
وجف	وجل	synonyms-json
وجل	خشية	synonyms-json
وجل	خوف	synonyms-json
وجل	رجاء	synonyms-json
وجل	رهبة	synonyms-json
وجل	فزع	synonyms-json
وجل	وجف	synonyms-json
وجههم	فورهم	synonyms-json
ود	حب	synonyms-json
ودق	رزق	synonyms-json
ودق	مطر	synonyms-json
ودق	غيث	synonyms-json
وراء	امام	synonyms-json
وزر	اثم	synonyms-json
وزر	جرم	synonyms-json
وزر	حنث	synonyms-json
وزر	حوب	synonyms-json
وزر	ذنب	synonyms-json
وزر	خطيءة	synonyms-json
وزر	معصية	synonyms-json
وزر	عنت	synonyms-json
وسط	عدل	synonyms-json
وسط	قسط	synonyms-json
وسوس	نزغ	synonyms-json
وصب	الم	synonyms-json
وقار	حلم	synonyms-json
وقار	سكينة	synonyms-json
وقت	دهر	synonyms-json
وقت	زمان	synonyms-json
وقت	عصر	synonyms-json
ولد	ابن	synonyms-json
ولدان	غلمان	synonyms-json
ولدان	فتيان	synonyms-json
ولي	حميم	synonyms-json
ولي	خدن	synonyms-json
ولي	خليل	synonyms-json
ولي	صاحب	synonyms-json
ولي	صديق	synonyms-json
ولي	قرين	synonyms-json
وليجة	بطاتة	synonyms-json
وهن	ضعف	synonyms-json
يءس	تبين	synonyms-json
يءس	ايقن	synonyms-json
يبقي	يترك	synonyms-json
يبقي	يفرط	synonyms-json
يبقي	يدع	synonyms-json
يبقي	يذر	synonyms-json
يترك	يبقي	synonyms-json
يترك	يفرط	synonyms-json
يترك	يدع	synonyms-json
يترك	يذر	synonyms-json
يتمتع	يغني	synonyms-json
يتمنون	يدعون	synonyms-json
يتمنون	يشتهون	synonyms-json
يد	جناح	synonyms-json
يدع	يبقي	synonyms-json
يدع	يترك	synonyms-json
يدع	يفرط	synonyms-json
يدع	يذر	synonyms-json
يدعون	يشتهون	synonyms-json
يدعون	يتمنون	synonyms-json
يذر	يبقي	synonyms-json
يذر	يترك	synonyms-json
يذر	يفرط	synonyms-json
يذر	يدع	synonyms-json
يرسل	يزجي	synonyms-json
يرسل	يفتح	synonyms-json
يزجي	يرسل	synonyms-json
يزجي	يفتح	synonyms-json
يزفون	يسعون	synonyms-json
يزفون	يهرعون	synonyms-json
يسعون	يزفون	synonyms-json
يسعون	يهرعون	synonyms-json
يسير	يمشي	synonyms-json
يسيرة	مزجاة	synonyms-json
يسيرة	قليلة	synonyms-json
يشتهون	يدعون	synonyms-json
يشتهون	يتمنون	synonyms-json
يغني	يتمتع	synonyms-json
يفتح	يرسل	synonyms-json
يفتح	يزجي	synonyms-json
يفرط	يبقي	synonyms-json
يفرط	يترك	synonyms-json
يفرط	يدع	synonyms-json
يفرط	يذر	synonyms-json
يم	بحر	synonyms-json
يمشي	يسير	synonyms-json
يمين	ءتا	synonyms-json
يمين	اءتلا	synonyms-json
يمين	حلف	synonyms-json
يمين	اقسم	synonyms-json
ينبوع	عين	synonyms-json
يهرعون	يزفون	synonyms-json
يهرعون	يسعون	synonyms-json
