word	vocalized	source
كالجواب	كَالْجَوَابِ	vocalizations-json-map
كالحجارة	كَالْحِجَارَةِ	vocalizations-json-map
كالحون	كَالِحُونَ	vocalizations-json-map
كالدهان	كَالدِّهَانِ	vocalizations-json-map
كالديرون	كَالْدِيرُون	vocalizations-paired-words
كالذرة	كَالذُّرَةِ	vocalizations-paired-words
كالذي	كَالَّذِي	vocalizations-json-map
كالذين	كَالَّذِينَ	vocalizations-json-map
كالرقاءق	كَالرَّقَائِقِ	vocalizations-paired-words
كالرميم	كَالرَّمِيمِ	vocalizations-json-map
كالصريم	كَالصَّرِيمِ	vocalizations-json-map
كالطود	كَالطَّوْدِ	vocalizations-json-map
كالظلل	كَالظُّلَلِ	vocalizations-json-map
كالعادة	كَالْعَادَةِ	vocalizations-paired-words
كالعرجون	كَالْعُرْجُونِ	vocalizations-json-map
كالعهن	كَالْعِهْنِ	vocalizations-json-map
كالف	كَأَلْفِ	vocalizations-json-map
كالفجار	كَالْفُجَّارِ	vocalizations-json-map
كالفخار	كَالْفَخَّارِ	vocalizations-json-map
كالفراش	كَالْفَرَاشِ	vocalizations-json-map
كالفرت	كَالفرت	vocalizations-paired-words
كالقصر	كَالْقَصْرِ	vocalizations-json-map
كالمجرمين	كَالْمُجْرِمِينَ	vocalizations-json-map
كالمعلقة	كَالْمُعَلَّقَةِ	vocalizations-json-map
كالمفسدين	كَالْمُفْسِدِينَ	vocalizations-json-map
كالمهل	كَالْمُهْلِ	vocalizations-json-map
كالنمر	كَالنَّمْرِ	vocalizations-paired-words
كالهندية	كَالْهِنْدِيَّةِ	vocalizations-paired-words
كالهواتف	كَالْهَوَاتِفِ	vocalizations-paired-words
كالوهم	كَالُوهُمْ	vocalizations-json-map
كاليفورنيا	كَالِيفُورْنِيَا	vocalizations-paired-words
كامثال	كَأَمْثَالِ	vocalizations-json-map
كامل	كَامِلٍ	vocalizations-paired-words
كاملا	كَامِلًا	vocalizations-paired-words
كاملة	كَامِلَةً	vocalizations-json-map
كاملين	كَامِلَيْنِ	vocalizations-json-map
كان	كَانَ	vocalizations-json-map
كانا	كَانَا	vocalizations-json-map
كانت	كَانَتِ	vocalizations-json-map
كانتا	كَانَتَا	vocalizations-json-map
كانك	كَأَنَّكَ	vocalizations-json-map
كانما	كَأَنَّمَا	vocalizations-json-map
كانه	كَأَنَّهُ	vocalizations-json-map
كانها	كَأَنَّهَا	vocalizations-json-map
كانهم	كَأَنَّهُمْ	vocalizations-json-map
كانهن	كَأَنَّهُنَّ	vocalizations-json-map
كانوا	كَانُوا	vocalizations-json-map
كانون	كانون	vocalizations-paired-words
كاهن	كَاهِنٍ	vocalizations-json-map
كاي	كَأَيِّ	vocalizations-paired-words
كاين	كَاين	vocalizations-paired-words
كباءر	كَبَائِرَ	vocalizations-json-map
كبار	كِبَارِ	vocalizations-paired-words
كبارا	كُبَّارًا	vocalizations-json-map
كباسط	كَبَاسِطِ	vocalizations-json-map
كبت	كُبِتَ	vocalizations-json-map
كبتوا	كُبِتُوا	vocalizations-json-map
كبد	كَبَدٍ	vocalizations-json-map
كبدت	كَبَّدَت	vocalizations-paired-words
كبر	كِبْرٌ	vocalizations-json-map
كبرا	كُبْرَى	vocalizations-paired-words
كبرت	كَبُرَتْ	vocalizations-json-map
كبره	كِبْرَهُ	vocalizations-json-map
كبير	كَبِيرٍ	vocalizations-json-map
كبيرا	كَبِيرًا	vocalizations-json-map
كبيرة	كَبِيرَةً	vocalizations-json-map
كبيرتين	كَبِيرَتَيْنِ	vocalizations-paired-words
كبيرهم	كَبِيرُهُمْ	vocalizations-json-map
كتاب	كِتَابُ	vocalizations-json-map
كتابا	كِتَابًا	vocalizations-json-map
كتابة	كِتَابَةِ	vocalizations-paired-words
كتابك	كِتَابَكَ	vocalizations-json-map
كتابنا	كِتَابُنَا	vocalizations-json-map
كتابه	كِتَابَهُ	vocalizations-json-map
كتابها	كِتَابِهَا	vocalizations-json-map
كتابهم	كِتَابَهُمْ	vocalizations-json-map
كتابيه	كِتَابِيَهْ	vocalizations-json-map
كتب	كُتُبٌ	vocalizations-json-map
كتبت	كَتَبَتْ	vocalizations-json-map
كتبنا	كَتَبْنَا	vocalizations-json-map
كتبناها	كَتَبْنَاهَا	vocalizations-json-map
كتلة	كِتْلَةِ	vocalizations-paired-words
كتم	كَتَمَ	vocalizations-json-map
كتمويل	كَتَمْوِيلٍ	vocalizations-paired-words
كثب	كَثَبٍ	vocalizations-paired-words
كثر	كَثُرَ	vocalizations-json-map
كثرة	كَثْرَةُ	vocalizations-json-map
كثرت	كَثُرَتْ	vocalizations-json-map
كثرتكم	كَثْرَتُكُمْ	vocalizations-json-map
كثفت	كَثَّفَتْ	vocalizations-paired-words
كثيبا	كَثِيبًا	vocalizations-json-map
كثير	كَثِيرٌ	vocalizations-json-map
كثيرا	كَثِيرًا	vocalizations-json-map
كثيرة	كَثِيرَةٍ	vocalizations-json-map
كثيرون	كَثِيرُونَ	vocalizations-paired-words
كثيفة	كَثِيفَةً	vocalizations-paired-words
كجهر	كَجَهْرِ	vocalizations-json-map
كحب	كَحُبِّ	vocalizations-json-map
كخشية	كَخَشْيَةِ	vocalizations-json-map
كخلقه	كَخَلْقِهِ	vocalizations-json-map
كخيفتكم	كَخِيفَتِكُمْ	vocalizations-json-map
كداب	كَدَأْبِ	vocalizations-json-map
كدت	كِدْتَ	vocalizations-json-map
كدحا	كَدْحًا	vocalizations-json-map
كدعاء	كَدُعَاءِ	vocalizations-json-map
كدنا	كِدْنَا	vocalizations-json-map
كذاب	كَذَّابٌ	vocalizations-json-map
كذابا	كِذَّابًا	vocalizations-json-map
كذب	كَذِبٍ	vocalizations-json-map
كذبا	كَذِبًا	vocalizations-json-map
كذبت	كُذِّبَتْ	vocalizations-json-map
كذبتم	كَذَّبْتُمْ	vocalizations-json-map
كذبه	كَذِبُهُ	vocalizations-json-map
كذبوا	كُذِبُوا	vocalizations-json-map
كذبوك	كَذَّبُوكَ	vocalizations-json-map
كذبوكم	كَذَّبُوكُمْ	vocalizations-json-map
كذبون	كَذَّبُونِ	vocalizations-json-map
كذبوه	كَذَّبُوهُ	vocalizations-json-map
كذكركم	كَذِكْرِكُمْ	vocalizations-json-map
كذلك	كَذَلِكِ	vocalizations-json-map
كذلكم	كَذَلِكُمْ	vocalizations-json-map
كر	كَرَ	vocalizations-paired-words
كرام	كِرَامٍ	vocalizations-json-map
كراما	كِرَامًا	vocalizations-json-map
كراهية	كَرَاهِيَةٍ	vocalizations-paired-words
كرب	كَرْبٍ	vocalizations-json-map
كربول	كَرْبُول	vocalizations-paired-words
كرة	كَرَّةٌ	vocalizations-json-map
كرتا	كُرَتَا	vocalizations-paired-words
كرتين	كَرَّتَيْنِ	vocalizations-json-map
كردستان	كُرْدِسْتَانِ	vocalizations-paired-words
كرس	كَرَّسَ	vocalizations-paired-words
كرسي	كُرْسِيٍّ	vocalizations-paired-words
كرسيه	كُرْسِيُّهُ	vocalizations-json-map
كرماد	كَرَمَادٍ	vocalizations-json-map
كرمت	كَرَّمْتَ	vocalizations-json-map
كرمنا	كَرَّمْنَا	vocalizations-json-map
كره	كُرْهٌ	vocalizations-json-map
كرها	كُرْهًا	vocalizations-json-map
كرهتموهن	كَرِهْتُمُوهُنَّ	vocalizations-json-map
كرهوا	كَرِهُوا	vocalizations-json-map
كرهيتش	كرهيتش	vocalizations-paired-words
كرواتيا	كُرْوَاتْيَا	vocalizations-paired-words
كروتيا	كُرْوَتْيَا	vocalizations-paired-words
كروي	كُرَوِيٍّ	vocalizations-paired-words
كرويتس	كرويتس	vocalizations-paired-words
كريستوفر	كرِيسْتُوفر	vocalizations-paired-words
كريستيانو	كرِيسْتيَانُو	vocalizations-paired-words
كريستينا	كرِيسْتِينَا	vocalizations-paired-words
كريسماس	كِرِيسْماس	vocalizations-paired-words
كريم	كَرِيمٍ	vocalizations-json-map
كريما	كَرِيمًا	vocalizations-json-map
كزرع	كَزَرْعٍ	vocalizations-json-map
كسادها	كَسَادَهَا	vocalizations-json-map
كسالا	كُسَالَى	vocalizations-json-map
كسب	كَسَبَ	vocalizations-json-map
كسبا	كَسَبَا	vocalizations-json-map
كسبت	كَسَبَتْ	vocalizations-json-map
كسبتم	كَسَبْتُمْ	vocalizations-json-map
كسبوا	كَسَبُوا	vocalizations-json-map
كسر	كَسَرَ	vocalizations-paired-words
كسراب	كَسَرَابٍ	vocalizations-json-map
كسفا	كِسْفًا	vocalizations-json-map
كسوة	كُسْوَةِ	vocalizations-paired-words
كسوتهم	كِسْوَتُهُمْ	vocalizations-json-map
كسور	كُسُورِ	vocalizations-paired-words
كسوف	كُسُوفٌ	vocalizations-paired-words
كسوفا	كُسُوفًا	vocalizations-paired-words
كسوفان	كُسُوفَانِ	vocalizations-paired-words
كسوفين	كُسُوفَيْنِ	vocalizations-paired-words
كشجرة	كَشَجَرَةٍ	vocalizations-json-map
كشطت	كُشِطَتْ	vocalizations-json-map
كشف	كَشَفَ	vocalizations-json-map
كشفت	كَشَفْتَ	vocalizations-json-map
كشفنا	كَشَفْنَا	vocalizations-json-map
كشفه	كَشْفِهِ	vocalizations-paired-words
كصاحب	كَصَاحِبِ	vocalizations-json-map
كصوت	كَصَوْتِ	vocalizations-paired-words
كصيب	كَصَيِّبٍ	vocalizations-json-map
كطي	كَطَيِّ	vocalizations-json-map
كظلمات	كَظُلُمَاتٍ	vocalizations-json-map
كظيم	كَظِيمٌ	vocalizations-json-map
كعذاب	كَعَذَابِ	vocalizations-json-map
كعرض	كَعَرْضِ	vocalizations-json-map
كعصف	كَعَصْفٍ	vocalizations-json-map
كغلي	كَغَلْيِ	vocalizations-json-map
كف	كَفَّ	vocalizations-json-map
كفا	كَفَى	vocalizations-json-map
كفاءات	كَفَاءَاتٍ	vocalizations-paired-words
كفاتا	كِفَاتًا	vocalizations-json-map
كفار	كَفَّارٌ	vocalizations-json-map
كفارا	كَفَّارًا	vocalizations-json-map
كفارة	كَفَّارَةُ	vocalizations-json-map
كفر	كَفَّرَ	vocalizations-json-map
كفرا	كُفْرًا	vocalizations-json-map
كفران	كُفْرَانَ	vocalizations-json-map
كفرت	كَفَرْتُ	vocalizations-json-map
كفرتم	كَفَرْتُمْ	vocalizations-json-map
كفرنا	كَفَرْنَا	vocalizations-json-map
كفره	كُفْرُهُ	vocalizations-json-map
كفرهم	كُفْرُهُمْ	vocalizations-json-map
كفروا	كَفَرُوا	vocalizations-json-map
كففت	كَفَفْتُ	vocalizations-json-map
كفقدان	كَفِقْدَانِ	vocalizations-paired-words
كفل	كِفْلٌ	vocalizations-json-map
كفلين	كِفْلَيْنِ	vocalizations-json-map
كفوا	كُفُوًا	vocalizations-json-map
كفور	كَفُورٌ	vocalizations-json-map
كفورا	كُفُورًا	vocalizations-json-map
كفيلا	كَفِيلًا	vocalizations-json-map
كفيناك	كَفَيْنَاكَ	vocalizations-json-map
كفيه	كَفَّيْهِ	vocalizations-json-map
كل	كَلٌّ	vocalizations-json-map
كلا	كُلًّا	vocalizations-json-map
كلالة	كَلَالَةً	vocalizations-json-map
كلام	كَلَامَ	vocalizations-json-map
كلاهما	كِلَاهُمَا	vocalizations-json-map
كلبهم	كَلْبُهُمْ	vocalizations-json-map
كلتا	كِلْتَا	vocalizations-json-map
كلتم	كِلْتُمْ	vocalizations-json-map
كلسية	كِلْسِيَّةٍ	vocalizations-paired-words
كلفة	كُلْفَةِ	vocalizations-paired-words
كلفت	كَلَّفَتْ	vocalizations-paired-words
كلم	كَلَّمَ	vocalizations-json-map
كلما	كُلَّمَا	vocalizations-json-map
كلمات	كَلِمَاتٍ	vocalizations-json-map
كلماتها	كَلِمَاتِهَا	vocalizations-paired-words
كلمة	كَلِمَةٍ	vocalizations-json-map
كلمت	كَلِمَتُ	vocalizations-json-map
كلمتنا	كَلِمَتُنَا	vocalizations-json-map
كلمح	كَلَمْحٍ	vocalizations-json-map
كلمه	كَلَّمَهُ	vocalizations-json-map
كله	كُلَّهُ	vocalizations-json-map
كلها	كُلِّهَا	vocalizations-json-map
كلهم	كُلُّهُمْ	vocalizations-json-map
كلهن	كُلُّهُنَّ	vocalizations-json-map
كلوا	كُلُوا	vocalizations-json-map
كلي	كُلِي	vocalizations-json-map
كليا	كُلِّيًّا	vocalizations-paired-words
كلينتون	كلِينْتُون	vocalizations-paired-words
كم	كَمْ	vocalizations-json-map
كما	كَمَا	vocalizations-json-map
كماء	كَمَاءٍ	vocalizations-json-map
كمال	كَمَال	vocalizations-paired-words
كمثل	كَمَثَلِ	vocalizations-json-map
كمثله	كَمِثْلِهِ	vocalizations-json-map
كمحطات	كَمَحَطَّاتِ	vocalizations-paired-words
كمشكاة	كَمِشْكَاةٍ	vocalizations-json-map
كمصدر	كَمَصْدَرٍ	vocalizations-paired-words
كمن	كَمَنْ	vocalizations-json-map
كميات	كَمِّيَاتٍ	vocalizations-paired-words
كمية	كَمِّيَّةِ	vocalizations-paired-words
كن	كُنَّ	vocalizations-json-map
كنا	كُنَّا	vocalizations-json-map
كنت	كُنْتِ	vocalizations-json-map
كنتم	كُنْتُمْ	vocalizations-json-map
كنتن	كُنْتُنَّ	vocalizations-json-map
كندي	كَنِدِيٌّ	vocalizations-paired-words
كنز	كَنْزٌ	vocalizations-json-map
كنزتم	كَنَزْتُمْ	vocalizations-json-map
كنزهما	كَنْزَهُمَا	vocalizations-json-map
كنف	كَنَفِ	vocalizations-paired-words
كنفس	كَنَفْسٍ	vocalizations-json-map
كنوز	كُنُوزُ	vocalizations-paired-words
كهرباءية	كَهْرَبَائِيَّةٍ	vocalizations-paired-words
كهشيم	كَهَشِيمِ	vocalizations-json-map
كهفهم	كَهْفِهِمْ	vocalizations-json-map
كهيءة	كَهَيْئَةِ	vocalizations-json-map
كهيعص	كهيعص	vocalizations-json-map
كوب	كُوبُ	vocalizations-paired-words
كوبا	كُوبَا	vocalizations-paired-words
كوباني	كُوبَانِي	vocalizations-paired-words
كورت	كُوِّرَتْ	vocalizations-json-map
كورتس	كُورْتِس	vocalizations-paired-words
كورونا	كُورونا	vocalizations-paired-words
كوريا	كُورْيَا	vocalizations-paired-words
كوسوفو	كُوسُوفُو	vocalizations-paired-words
كوفءوا	كُوفِئُوا	vocalizations-paired-words
كوكب	كَوْكَبٌ	vocalizations-json-map
كوكبا	كَوْكَبًا	vocalizations-json-map
كولومبوس	كُولُومْبُوس	vocalizations-paired-words
كومار	كُومَار	vocalizations-paired-words
كوميدي	كُومِيدِيٍّ	vocalizations-paired-words
كونتور	كُونْتُورَ	vocalizations-paired-words
كونغ	كُونْغ	vocalizations-paired-words
كونه	كَوْنِهُ	vocalizations-paired-words
كونها	كَوْنِهَا	vocalizations-paired-words
كونوا	كُونُوا	vocalizations-json-map
كوني	كُونِي	vocalizations-json-map
كوهي	كوهي	vocalizations-paired-words
كويتي	كُوَيْتِيٌّ	vocalizations-paired-words
كي	كَيْ	vocalizations-json-map
كيبل	كيبل	vocalizations-paired-words
كيد	كَيْدٌ	vocalizations-json-map
كيدا	كَيْدًا	vocalizations-json-map
كيدكم	كَيْدَكُمْ	vocalizations-json-map
كيدكن	كَيْدَكُنَّ	vocalizations-json-map
كيده	كَيْدَهُ	vocalizations-json-map
كيدهم	كَيْدَهُمْ	vocalizations-json-map
كيدهن	كَيْدَهُنَّ	vocalizations-json-map
كيدون	كِيدُونِ	vocalizations-json-map
كيدي	كَيْدِي	vocalizations-json-map
كيف	كَيْفَ	vocalizations-json-map
كيفية	كَيْفِيَّةِ	vocalizations-paired-words
كيل	كَيْلٌ	vocalizations-json-map
كيلوغرامات	كِيلُوغْرَامَاتٍ	vocalizations-paired-words
كيلومتر	كِيلُومِتْرٍ	vocalizations-paired-words
كيلومترا	كِيلُومِتْرًا	vocalizations-paired-words
كيليني	كِيلِينِي	vocalizations-paired-words
كيمياءيا	كِيمْيَائِيًّا	vocalizations-paired-words
كيمياءية	كِيمْيَائِيَّةٍ	vocalizations-paired-words
كين	كين	vocalizations-paired-words
كينغ	كينغ	vocalizations-paired-words
كيني	كِينِي	vocalizations-paired-words
كييف	كِيِيف	vocalizations-paired-words
ل	لـِ	vocalizations-paired-words
لءباءهم	لِآبَائِهِمْ	vocalizations-json-map
لءت	لَآتٍ	vocalizations-json-map
لءتوها	لَآتَوْهَا	vocalizations-json-map
لءتية	لَآتِيَةٌ	vocalizations-json-map
لءتينا	لَآتَيْنَا	vocalizations-json-map
لءتيناهم	لَآتَيْنَاهُمْ	vocalizations-json-map
لءتينهم	لَآتِيَنَّهُمْ	vocalizations-json-map
لءخر	لِآخَرَ	vocalizations-paired-words
لءدم	لِآدَمَ	vocalizations-json-map
لءكلون	لَآكِلُونَ	vocalizations-json-map
لءلء	لُؤْلُؤٌ	vocalizations-json-map
لءلءا	لُؤْلُؤًا	vocalizations-json-map
لءلا	لِئَلَّا	vocalizations-json-map
لءلاف	لِآلافِ	vocalizations-paired-words
لءمن	لَآمَنَ	vocalizations-json-map
لءن	لَئِنِ	vocalizations-json-map
لءيات	لَآيَاتٍ	vocalizations-json-map
لءياتنا	لِآيَاتِنَا	vocalizations-json-map
لءية	لَآيَةً	vocalizations-json-map
لا	لَا	vocalizations-json-map
لاءحة	لَائِحَةُ	vocalizations-paired-words
لاءم	لَائِمٍ	vocalizations-json-map
لابتغوا	لَابْتَغَوْا	vocalizations-json-map
لابتكار	لِابْتِكَارِ	vocalizations-paired-words
لابثين	لَابِثِينَ	vocalizations-json-map
لابراهيم	لَإِبْرَاهِيمَ	vocalizations-json-map
لابطال	لِأَبْطالِ	vocalizations-paired-words
لابنه	لِابْنِهِ	vocalizations-json-map
لابواق	لِأبْوَاقِ	vocalizations-paired-words
لابي	لِأَبِي	vocalizations-json-map
لابيه	لِأَبِيهِ	vocalizations-json-map
لاتبعتم	لَاتَّبَعْتُمُ	vocalizations-json-map
لاتبعناكم	لَاتَّبَعْنَاكُمْ	vocalizations-json-map
لاتبعوك	لَاتَّبَعُوكَ	vocalizations-json-map
لاتحاد	لِاتِّحَادِ	vocalizations-paired-words
لاتخذت	لَاتَّخَذْتَ	vocalizations-json-map
لاتخذن	لَأَتَّخِذَنَّ	vocalizations-json-map
لاتخذناه	لَاتَّخَذْنَاهُ	vocalizations-json-map
لاتخذوك	لَاتَّخَذُوكَ	vocalizations-json-map
لاتفاق	لِاتِّفَاقِ	vocalizations-paired-words
لاتمام	لِإِتْمَامِ	vocalizations-paired-words
لاثم	لِإِثْمٍ	vocalizations-json-map
لاجء	لَاجِئٍ	vocalizations-paired-words
لاجد	لَأَجِدُ	vocalizations-json-map
لاجدن	لَأَجِدَنَّ	vocalizations-json-map
لاجرا	لَأَجْرًا	vocalizations-json-map
لاجعلنك	لَأَجْعَلَنَّكَ	vocalizations-json-map
لاجل	لِأَجَلٍ	vocalizations-json-map
لاحتنكن	لَأَحْتَنِكَنَّ	vocalizations-json-map
لاحتواءه	لِاحْتِوَائِهِ	vocalizations-paired-words
لاحد	لِأَحَدٍ	vocalizations-json-map
لاحدا	لَإِحْدَى	vocalizations-json-map
لاحدهما	لِأَحَدِهِمَا	vocalizations-json-map
لاحقا	لَاحقًا	vocalizations-paired-words
لاحياء	لِإحْيَاءِ	vocalizations-paired-words
لاختراعه	لِاخْتِرَاعِهِ	vocalizations-paired-words
لاختلفتم	لَاخْتَلَفْتُمْ	vocalizations-json-map
لاخته	لِأُخْتِهِ	vocalizations-json-map
لاختيار	لِاخْتِيَارِ	vocalizations-paired-words
لاخذنا	لَأَخَذْنَا	vocalizations-json-map
لاخراهم	لِأُخْرَاهُمْ	vocalizations-json-map
لاخوانهم	لِإِخْوَانِهِمُ	vocalizations-json-map
لاخيه	لِأَخِيهِ	vocalizations-json-map
لاداء	لِأَدَاءِ	vocalizations-paired-words
لادارتها	لِإِدَارَتِهَا	vocalizations-paired-words
لادب	لِأَدَبِ	vocalizations-paired-words
لادراكه	لِإِدْرَاكِهِ	vocalizations-paired-words
لادوية	لِأَدْوِيَةٍ	vocalizations-paired-words
لاذبحنه	لَأَذْبَحَنَّهُ	vocalizations-json-map
لاذعة	لَاذِعَةٍ	vocalizations-paired-words
لاذقناك	لَأَذَقْنَاكَ	vocalizations-json-map
لاراض	لِأَراضٍ	vocalizations-paired-words
لارتاب	لَارْتَابَ	vocalizations-json-map
لارجمنك	لَأَرْجُمَنَّكَ	vocalizations-json-map
لاريناكهم	لَأَرَيْنَاكَهُمْ	vocalizations-json-map
لازب	لَازِبٍ	vocalizations-json-map
لازمات	لِأزَمَاتٍ	vocalizations-paired-words
لازواجك	لِأَزْوَاجِكَ	vocalizations-json-map
لازواجهم	لِأَزْوَاجِهِمْ	vocalizations-json-map
لازيدنكم	لَأَزِيدَنَّكُمْ	vocalizations-json-map
لازينن	لَأُزَيِّنَنَّ	vocalizations-json-map
لاسباب	لِأَسْبَابِ	vocalizations-paired-words
لاستءناف	لِاسْتِئْنَافِ	vocalizations-paired-words
لاستعادة	لِاسْتِعَادَةِ	vocalizations-paired-words
لاستعادته	لِاسْتِعَادَتِهِ	vocalizations-paired-words
لاستغفرن	لَأَسْتَغْفِرَنَّ	vocalizations-json-map
لاستغلال	لِاسْتِغْلَالِ	vocalizations-paired-words
لاستكثرت	لَاسْتَكْثَرْتُ	vocalizations-json-map
لاستيعاب	لِاسْتِيعَابِ	vocalizations-paired-words
لاسجد	لِأَسْجُدَ	vocalizations-json-map
لاسراءيل	لِإِسْرَائِيلَ	vocalizations-paired-words
لاسرة	لِأُسْرَةٍ	vocalizations-paired-words
لاسقيناهم	لَأَسْقَيْنَاهُمْ	vocalizations-json-map
لاسلكي	لَاسِلْكِيٌّ	vocalizations-paired-words
لاسمعهم	لَأَسْمَعَهُمْ	vocalizations-json-map
لاشراك	لِإِشْرَاكِ	vocalizations-paired-words
لاشون	لاشُون	vocalizations-paired-words
لاصحاب	لِأَصْحَابِ	vocalizations-json-map
لاصطفا	لَاصْطَفَى	vocalizations-json-map
لاصطياد	لِاصْطِيَادِ	vocalizations-paired-words
لاصلبنكم	لَأُصَلِّبَنَّكُمْ	vocalizations-json-map
لاصله	لِأَصْلِهِ	vocalizations-paired-words
لاصوات	لِأَصْوَاتٍ	vocalizations-paired-words
لاطلاق	لِإطْلَاقِ	vocalizations-paired-words
لاطول	لِأَطْوَلِ	vocalizations-paired-words
لاظنك	لَأَظُنُّكَ	vocalizations-json-map
لاظنه	لَأَظُنُّهُ	vocalizations-json-map
لاعادة	لإعَادَةِ	vocalizations-paired-words
لاعب	لَاعِبِ	vocalizations-paired-words
لاعبا	لَاعِبًا	vocalizations-paired-words
لاعبة	لَاعِبَةِ	vocalizations-paired-words
لاعبه	لاعِبِهِ	vocalizations-paired-words
لاعبو	لاعِبُو	vocalizations-paired-words
لاعبي	لَاعِبِي	vocalizations-paired-words
لاعبين	لَاعِبِينَ	vocalizations-json-map
لاعتماد	لِاعْتِمَادِ	vocalizations-paired-words
لاعدل	لِأَعْدِلَ	vocalizations-json-map
لاعدوا	لَأَعَدُّوا	vocalizations-json-map
لاعذبنه	لَأُعَذِّبَنَّهُ	vocalizations-json-map
لاعمال	لِأَعْمَالِ	vocalizations-paired-words
لاعنتكم	لَأَعْنَتَكُمْ	vocalizations-json-map
لاغارد	لاغَارْد	vocalizations-paired-words
لاغراض	لِأَغْرَاضِ	vocalizations-paired-words
لاغلاق	لِإِغْلَاقِ	vocalizations-paired-words
لاغلبن	لَأَغْلِبَنَّ	vocalizations-json-map
لاغوينهم	لَأُغْوِيَنَّهُمْ	vocalizations-json-map
لاغية	لَاغِيَةً	vocalizations-json-map
لافت	لَافِتٍ	vocalizations-paired-words
لافتا	لَافِتًا	vocalizations-paired-words
لافتات	لَافِتَاتٍ	vocalizations-paired-words
لافتتاح	لِافْتِتَاحِ	vocalizations-paired-words
لافتدت	لَافْتَدَتْ	vocalizations-json-map
لافتدوا	لَافْتَدَوْا	vocalizations-json-map
لافضل	لِأَفْضَلِ	vocalizations-paired-words
لاقا	لَاقَى	vocalizations-paired-words
لاقامة	لإقَامَةِ	vocalizations-paired-words
لاقت	لَاقَتْ	vocalizations-paired-words
لاقتلك	لِأَقْتُلَكَ	vocalizations-json-map
لاقتلنك	لَأَقْتُلَنَّكَ	vocalizations-json-map
لاقرب	لِأَقْرَبَ	vocalizations-json-map
لاقطعن	لَأُقَطِّعَنَّ	vocalizations-json-map
لاقعدن	لَأَقْعُدَنَّ	vocalizations-json-map
لاقناع	لِإِقْناعِ	vocalizations-paired-words
لاقيه	لَاقِيهِ	vocalizations-json-map
لاكتشافه	لِاكْتِشَافِهِ	vocalizations-paired-words
لاكثر	لِأَكْثَرَ	vocalizations-paired-words
لاكثرهم	لِأَكْثَرِهِمْ	vocalizations-json-map
لاكفر	لِأَكْفُرَ	vocalizations-json-map
لاكفرن	لَأُكَفِّرَنَّ	vocalizations-json-map
لاكلوا	لَأَكَلُوا	vocalizations-json-map
لاكونن	لَأَكُونَنَّ	vocalizations-json-map
لاكيدن	لَأَكِيدَنَّ	vocalizations-json-map
لالا	لَإِلَى	vocalizations-json-map
لالبرت	لألبرت	vocalizations-paired-words
لالة	لالة	vocalizations-paired-words
لالعاب	لِألْعَابِ	vocalizations-paired-words
لالقاء	لِإِلْقَاءِ	vocalizations-paired-words
لام	لام	vocalizations-paired-words
لامارة	لَأَمَّارَةٌ	vocalizations-json-map
لاماناتهم	لِأَمَانَاتِهِمْ	vocalizations-json-map
لامب	لَامْب	vocalizations-paired-words
لامجادهم	لِأَمْجَادِهِمْ	vocalizations-paired-words
لامر	لِأَمْرِ	vocalizations-json-map
لامراته	لِامْرَأَتِهِ	vocalizations-json-map
لامراض	لِأَمْرَاضِ	vocalizations-paired-words
لامس	لَامَسَ	vocalizations-paired-words
لامستم	لَامَسْتُمُ	vocalizations-json-map
لامسكتم	لَأَمْسَكْتُمْ	vocalizations-json-map
لامل	لِأَمَلِ	vocalizations-paired-words
لاملان	لَأَمْلَأَنَّ	vocalizations-json-map
لان	لِأَنْ	vocalizations-json-map
لانت	لَأَنْتَ	vocalizations-json-map
لانتاج	لِإِنْتَاجِ	vocalizations-paired-words
لانتصر	لَانْتَصَرَ	vocalizations-json-map
لانتقادات	لِانْتِقَادَاتٍ	vocalizations-paired-words
لانتم	لَأَنْتُمْ	vocalizations-json-map
لانجاح	لِإنْجَاحِ	vocalizations-paired-words
لانخفاض	لِانْخِفَاضِ	vocalizations-paired-words
لاندية	لِأندِيَة	vocalizations-paired-words
لانذركم	لِأُنْذِرَكُمْ	vocalizations-json-map
لانزل	لَأَنْزَلَ	vocalizations-json-map
لانسيت	لانْسِيت	vocalizations-paired-words
لانصاف	لِإِنْصَافِ	vocalizations-paired-words
لانعكاساته	لِانْعِكَاسَاتِهِ	vocalizations-paired-words
لانعمه	لِأَنْعُمِهِ	vocalizations-json-map
لانفسكم	لِأَنْفُسِكُمْ	vocalizations-json-map
لانفسهم	لِأَنْفُسِهِمْ	vocalizations-json-map
لانفضوا	لَانْفَضُّوا	vocalizations-json-map
لانقاذ	لِإِنْقَاذِ	vocalizations-paired-words
لانه	لِأَنَّهُ	vocalizations-paired-words
لاهب	لِأَهَبَ	vocalizations-json-map
لاهل	لِأَهْلِ	vocalizations-json-map
لاهله	لِأَهْلِهِ	vocalizations-json-map
لاهميته	لِأَهَمِّيَّتِهِ	vocalizations-paired-words
لاهية	لَاهِيَةً	vocalizations-json-map
لاواه	لَأَوَّاهٌ	vocalizations-json-map
لاوبرا	لِأُوبرا	vocalizations-paired-words
لاوتين	لَأُوتَيَنَّ	vocalizations-json-map
لاوروبا	لِأُورُوبَّا	vocalizations-paired-words
لاول	لِأَوَّلِ	vocalizations-json-map
لاولاهم	لِأُولَاهُمْ	vocalizations-json-map
لاولنا	لِأَوَّلِنَا	vocalizations-json-map
